Name: “Table 1 of 1 on page 61 of 77”,Name: “Table 1 of 1 on page 61 of 77”,Name: “Table 1 of 1 on page 61 of 77”,Name: “Table 1 of 1 on page 61 of 77”,Name: “Table 1 of 1 on page 61 of 77”,Name: “Table 1 of 1 on page 61 of 77”,Name: “Table 1 of 1 on page 61 of 77”,Name: “Table 1 of 1 on page 61 of 77”,Name: “Table 1 of 1 on page 61 of 77”,Name: “Table 1 of 1 on page 61 of 77”,Name: “Table 1 of 1 on page 61 of 77”,Name: “Table 1 of 1 on page 61 of 77”
Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2003/2004 BUDGET,2003/2004 BUDGET,2003/2004 BUDGET,,,,,
OPERATION & MAINTENANCE,OPERATION & MAINTENANCE,1.0.90.0.641 00 .....,1.0.90.0.641 00 .....,,,,,,,,PAGE 48
CODE,BUDGET FUNCTION,,,2001/2002,,2002/2003,,2003/2004,,+INCREASE,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(-DECREASE),%
1180,MAINTENANCE SALARIES,,$,"89,281",$,"129,075",$,"134,680",$,"5,605",4.3%
1190,GROUNDS SERVICE,,$,"35,488",$,"27,299",$,"34,000",$,"6,701",24.5%
1191,CUSTODIAL SALARIES,,$,"61 ,767",$,"64,750",$,"70,600",$,"5,850",9.0%
2100,FICA BENEFITS,,$,"12,884",$,"16,052",$,"16,694",$,642,4.0%
2210,VRS BENEFITS- 9.44%,,$,"18,455",$,"27,277",$,"28,368",$,"1,091",4.0%
2300,HEALTH BENEFITS - 23.38%,,$,"13,692",$,"22,724",$,"28,037",$,"5,313",23.4%
2400,GLI BENEFITS,,$,946,$,-,$,-,$,-,0.0%
2700,WORKERS COMPENSATION,,$,890,$,"2,610",$,"3,002",$,392,15.0%
3000,OTHER BENEFITS,,$,"1,507",$,"3,700",$,"3,700",$,-,0.0%
3002,CONTRACT GROUNDS,,$,-,$,-,$,-,$,-,0.0%
3004,CONTRACT CUSTODIAL,,$,"252,713",$,"283,400",$,"291,902",$,"8,502",3.0%
3005,OTHER EXPENSES PAINTING,OTHER EXPENSES PAINTING,$,"2,077",$,"2,000",$,"2,000",$,-,0.0%
3006,CONT. SERVICE EQUIPMENT,CONT. SERVICE EQUIPMENT,$,"122,585",$,"90,000",$,"92,700",$,"2,700",3.0%
3007,CONT. BUILDING & GROUNDS,CONT. BUILDING & GROUNDS,$,"21 ,923",$,"56,000",$,"57,680",$,"1,680",3.0%
5100,ELECTRICAL SERVICES,,$,"293,858",$,"289,000",$,"295,000",$,"6,000",2.1%
5102,FUEL,,$,"51,335",$,"90,000",$,"80,000",$,"(10,000)",-11.1%
5104,WATER SERVICE,,$,"12,448",$,"12,000",$,"12,360",$,360,3.0%
5105,SEWAGE FEES,,$,"12,751",$,"13,207",$,"13,207",$,-,0.0%
5200,COMMUNICATIONS/TELEPH .,,$,"56,098",$,"42,914",$,"44,201",$,"1,287",3.0%
5300,INSURANCE,,$,"80,905",$,"42,000",$,"44,940",$,"2,940",7.0%
5800,OTHER OPERATING COSTS,,$,"35,147",$,"33,000",$,"33,000",$,-,0.0%
6000,CUSTODIAL SUPPLIES,,$,"5,965",$,"7,000",$,"7,000",$,,0.0%
6008,COST OPERATING VEHICLES,COST OPERATING VEHICLES,$,"3,419",$,"6,379",$,"6,698",$,319,5.0%
6009,REPAIR/REPLACE MOTOR VEH,REPAIR/REPLACE MOTOR VEH,$,"18,789",$,"29,000",$,"30,450",$,"1,450",5.0%
6090,BUILD MATERIALS REPAIR,,$,"31 ,023",$,"40,800",$,"41,500",$,700,1.7%
8000,LOCAL CAPITAL PROJECTS,,$,"16,000",$,-,$,,$,-,0.0%
81 DO,REPAIR/REPLACE EQUIP.,,$,"27,451",$,"47,500",$,"48,000",$,500,1.1%
,,TOTAL,$,"1,279,396",$,"1,377,687",$,"1,419,719",$,"42,032",3.1%
BUDGET 2003 2004 final as of6-17-03.xls,BUDGET 2003 2004 final as of6-17-03.xls,BUDGET 2003 2004 final as of6-17-03.xls,,,,,,,,,
