Name: “Table 1 of 1 on page 52 of 77”,Name: “Table 1 of 1 on page 52 of 77”,Name: “Table 1 of 1 on page 52 of 77”,Name: “Table 1 of 1 on page 52 of 77”,Name: “Table 1 of 1 on page 52 of 77”,Name: “Table 1 of 1 on page 52 of 77”,Name: “Table 1 of 1 on page 52 of 77”,Name: “Table 1 of 1 on page 52 of 77”,Name: “Table 1 of 1 on page 52 of 77”,Name: “Table 1 of 1 on page 52 of 77”,Name: “Table 1 of 1 on page 52 of 77”,Name: “Table 1 of 1 on page 52 of 77”
Table: 52,Table: 52,Table: 52,Table: 52,Table: 52,Table: 52,Table: 52,Table: 52,Table: 52,Table: 52,Table: 52,Table: 52
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2003/2004 BUDGET,2003/2004 BUDGET,2003/2004 BUDGET,,,,,
HIGH SCHOOL,-,GIFTED & TALENTED,1.0.32.4.611 00 .....,,,,,,,,PAGE 39
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2001/2002,,2002/2003,,2003/2004,,+INCREASE,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(- DECREASE),%
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"43,735",$,"46,000",$,"47,600",$,"1,600",3.5%
2100,FICA BENEFITS,FICA BENEFITS,$,"3,351",$,"3,519",$,"3,641",$,122,3.5%
2210,VRS BENEFITS- 9.44%,VRS BENEFITS- 9.44%,$,"3,849",$,"4,600",$,"4,784",$,184,4.0%
2300,HEALTH BENEFITS - 23.38%,HEALTH BENEFITS - 23.38%,$,1 '11 8,$,"1,538",$,"1,898",$,360,23.4%
2400,GLI BENEFITS,GLI BENEFITS,$,206,$,-,$,-,$,-,0.0%
3800,STAFF DEVELOPMENT,STAFF DEVELOPMENT,$,395,$,400,$,400,$,-,0.0%
6000,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,$,760,$,800,$,800,$,-,0.0%
,,TOTAL,$,"53,414",$,"56,857",$,"59,123",$,"2,266",4.0%
BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,,,,,,,,,
