Name: “Table 1 of 1 on page 39 of 77”,Name: “Table 1 of 1 on page 39 of 77”,Name: “Table 1 of 1 on page 39 of 77”,Name: “Table 1 of 1 on page 39 of 77”,Name: “Table 1 of 1 on page 39 of 77”,Name: “Table 1 of 1 on page 39 of 77”,Name: “Table 1 of 1 on page 39 of 77”,Name: “Table 1 of 1 on page 39 of 77”,Name: “Table 1 of 1 on page 39 of 77”,Name: “Table 1 of 1 on page 39 of 77”,Name: “Table 1 of 1 on page 39 of 77”,Name: “Table 1 of 1 on page 39 of 77”
Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2003/2004 BUDGET,2003/2004 BUDGET,2003/2004 BUDGET,,,,,
MIDDLE SCHOOL,-,GUIDANCE,1.0.31.1.61210 ...,,,,,,,,PAGE 26
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2001/2002,,2002/2003,,2003/2004,,+INCREASE,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(· DECREASE),%
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"79,615",$,"83,100",$,"86,310",$,"3,210",3.9%
1150,CLERICAL SALARIES,CLERICAL SALARIES,$,"27,124",$,"34,000",$,"38,81 5",$,"4,815",14.2%
2100,FICA BENEFITS,FICA BENEFITS,$,"8,519",$,"8,958",$,"9,572",$,614,6.9%
2210,VRS BENEFITS- 9.44%,VRS BENEFITS- 9.44%,$,"8,960",$,"11,710",$,"12,178",$,468,4.0%
2300,HEALTH BENEFITS - 23.38%,HEALTH BENEFITS - 23.38%,$,"3,053",$,"7,171",$,"8,848",$,"1,677",23.4%
2400,GLI BENEFITS,GLI BENEFITS,$,525,$,-,$,-,$,-,0.0%
6000,MATERIALS/SUPPLIES,MATERIALS/SUPPLIES,$,"2,538",$,"3,505",$,"3,225",$,(280),-8.0%
,,TOTAL,$,"130,336",$,"148,444",$,"158,948",$,"10,504",7.1%
BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,,,,,,,,,
