Name: “Table 1 of 1 on page 59 of 77”,Name: “Table 1 of 1 on page 59 of 77”,Name: “Table 1 of 1 on page 59 of 77”,Name: “Table 1 of 1 on page 59 of 77”,Name: “Table 1 of 1 on page 59 of 77”,Name: “Table 1 of 1 on page 59 of 77”,Name: “Table 1 of 1 on page 59 of 77”,Name: “Table 1 of 1 on page 59 of 77”,Name: “Table 1 of 1 on page 59 of 77”,Name: “Table 1 of 1 on page 59 of 77”,Name: “Table 1 of 1 on page 59 of 77”,Name: “Table 1 of 1 on page 59 of 77”,Name: “Table 1 of 1 on page 59 of 77”,Name: “Table 1 of 1 on page 59 of 77”
Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59
,,,,,,,,,,,,,
,,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,,2003/2004 BUDGET,2003/2004 BUDGET,2003/2004 BUDGET,,,,,
ATTENDANCE & HEALTH,ATTENDANCE & HEALTH,-,DIVISION WIDE SPEECH I AUDIOLOGY,DIVISION WIDE SPEECH I AUDIOLOGY,DIVISION WIDE SPEECH I AUDIOLOGY,DIVISION WIDE SPEECH I AUDIOLOGY,,1.0.90.0.62240 .....,,,,,PAGE 46
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,,2001/2002,2001/2002,,2002/2003,,2003/2004,,+INCREASE,
,,,,,ACTUAL,ACTUAL,,APPROPRIATED,,PROJECTED,,(-DECREASE),%
1130,SPEECH THERAPIST,SPEECH THERAPIST,,$,,"42,813",$,"44,550",$,"46,310",$,"1,760",4.0%
2100,FICA BENEFITS,,,$,,"3,007",$,"3,408",$,"3,543",$,135,4.0%
2210,VRS BENEFITS- 9.44%,VRS BENEFITS- 9.44%,,$,,"3,728",$,"4,455",$,"4,633",$,178,4.0%
2300,HEALTH BENEFITS - 23.38%,HEALTH BENEFITS - 23.38%,,$,,"3,060",$,"4,668",$,"5,759",$,"1,091",23.4%
2400,GLI BENEFITS,,,$,,200,$,-,$,-,$,-,0.0%
,,,TOTAL,$,,"52,808",$,"57,081",$,"60,245",$,"3,164",5.5%
,TOTAL ADMINISTRATION,TOTAL ADMINISTRATION,,$,,"821,443",$,,,"992,274",$,"150,221",18.2%
,ATTENDANCE & HEALTH,ATTENDANCE & HEALTH,,$,,"238,617",$,,,"271,074",$,"12,905",5.0%
,,,TOTAL,$,..,"1,060,060",$,,,"1,263,348",$,"163,126",15.0%
BUDGET 2003 2004 fin al as of 6-17-03.xls,BUDGET 2003 2004 fin al as of 6-17-03.xls,BUDGET 2003 2004 fin al as of 6-17-03.xls,BUDGET 2003 2004 fin al as of 6-17-03.xls,,,,,,,,,,
