Name: “Table 1 of 1 on page 47 of 77”,Name: “Table 1 of 1 on page 47 of 77”,Name: “Table 1 of 1 on page 47 of 77”,Name: “Table 1 of 1 on page 47 of 77”,Name: “Table 1 of 1 on page 47 of 77”,Name: “Table 1 of 1 on page 47 of 77”,Name: “Table 1 of 1 on page 47 of 77”,Name: “Table 1 of 1 on page 47 of 77”,Name: “Table 1 of 1 on page 47 of 77”,Name: “Table 1 of 1 on page 47 of 77”,Name: “Table 1 of 1 on page 47 of 77”,Name: “Table 1 of 1 on page 47 of 77”
Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2003/2004 BUDGET,2003/2004 BUDGET,2003/2004 BUDGET,,,,,
HIGH SCHOOL,•,SOCIAL WORKER,1.0.32.1.61220 ...,,,,,,,,PAGE 34
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2001/2002,,2002/2003,,2003/2004,,+INCREASE,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(·DECREASE),%
1110,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"21,830",$,"22,703",$,"23,600",$,897,4.0%
2100,FICA BENEFITS,FICA BENEFITS,$,"1,675",$,"1,737",$,"1,805",$,69,4.0%
2210,VRS BENEFITS - 9.44%,VRS BENEFITS - 9.44%,$,"1,901",$,"2,270",$,"2,361",$,91,4.0%
2400,GLI BENEFITS,,$,102,$,-,$,-,$,-,0.0%
,,TOTAL,$,"25,508",$,"26,710",$,"27,767",$,"1,056",4.0%
BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,,,,,,,,,
