Name: “Table 1 of 1 on page 60 of 77”,Name: “Table 1 of 1 on page 60 of 77”,Name: “Table 1 of 1 on page 60 of 77”,Name: “Table 1 of 1 on page 60 of 77”,Name: “Table 1 of 1 on page 60 of 77”,Name: “Table 1 of 1 on page 60 of 77”,Name: “Table 1 of 1 on page 60 of 77”,Name: “Table 1 of 1 on page 60 of 77”,Name: “Table 1 of 1 on page 60 of 77”,Name: “Table 1 of 1 on page 60 of 77”,Name: “Table 1 of 1 on page 60 of 77”,Name: “Table 1 of 1 on page 60 of 77”
Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2003/2004 BUDGET,2003/2004 BUDGET,2003/2004 BUDGET,,,,,
TRANSPORTATION,TRANSPORTATION,1.0.90.0.631 00 .....,,,,,,,,,PAGE 47
CODE,BUDGET FUNCTION,,,2001/2002,,2002/2003,,2003/2004,,+INCREASE,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(- DECREASE),%
1110,SUPERVISOR SALARY,,$,"5,000",$,"5,200",$,"5,500",$,300,5.8%
1140,BUS AIDES,,$,917,$,"20,100",$,"22,012",$,"1,912",9.5%
1170,BUS DRIVERS SALARIES,,$,"318,862",$,"280,000",$,"300,000",$,"20,000",7.1%
2100,FICA BENEFITS,,$,"23,832",$,"23,355",$,"25,055",$,"1,699",7.3%
2210,VRS BENEFITS- 12.75%,,$,"26,561",$,"39,689",$,"41,277",$,"1,588",4.0%
2300,HEALTH BENEFITS - 23.38%,,$,"29,510",$,"40,000",$,"48,816",$,"8,816",22.0%
2400,GLI BENEFITS,,$,"1,059",$,-,$,-,$,-,0.0%
3000,OTHER BENEFITS,,$,888,$,400,$,400,$,-,0.0%
3800,SERV. OTHER GOV. ENTITIES,,$,"180,242",$,"192,000",$,"201,600",$,"9,600",5.0%
5300,TRANSP. INSURANCE,,$,"27,500",$,"31,625",$,"33,839",$,"2,214",7.0%
8000,NEW SCHOOL BUSES,,$,"62,398",$,-,$,-,$,-,0.0%
,,TOTAL,$,"676,769",$,"632,369",$,"678,498",$,"46,129",7.3%
BUDGET 2003 2004 fin al as of 6-17-03.xls,BUDGET 2003 2004 fin al as of 6-17-03.xls,BUDGET 2003 2004 fin al as of 6-17-03.xls,,,,,,,,,
