Name: “Table 1 of 1 on page 48 of 77”,Name: “Table 1 of 1 on page 48 of 77”,Name: “Table 1 of 1 on page 48 of 77”,Name: “Table 1 of 1 on page 48 of 77”,Name: “Table 1 of 1 on page 48 of 77”,Name: “Table 1 of 1 on page 48 of 77”,Name: “Table 1 of 1 on page 48 of 77”,Name: “Table 1 of 1 on page 48 of 77”,Name: “Table 1 of 1 on page 48 of 77”,Name: “Table 1 of 1 on page 48 of 77”,Name: “Table 1 of 1 on page 48 of 77”,Name: “Table 1 of 1 on page 48 of 77”,Name: “Table 1 of 1 on page 48 of 77”,Name: “Table 1 of 1 on page 48 of 77”
Table: 48,Table: 48,Table: 48,Table: 48,Table: 48,Table: 48,Table: 48,Table: 48,Table: 48,Table: 48,Table: 48,Table: 48,Table: 48,Table: 48
,,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,,2003/2004 BUDGET,2003/2004 BUDGET,2003/2004 BUDGET,,,,,
HIGH SCHOOL,•,MEDIA,1.0.32.1.61320 .....,,,,,,,,,,PAGE 35
CODE,BUDGET FUNCTION,BUDGET FUNCTION,BUDGET FUNCTION,,2001/2002,,,2002/2003,,2003/2004,,+INCREASE,
,,,,,ACTUAL,,,APPROPRIATED,,PROJECTED,,(·DECREASE),%
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"52,571","52,571",$,"64,700",$,"56,640",$,"(8,060)",-12.5%
1140,AIDES SALARIES,AIDES SALARIES,,$,"12,755","12,755",$,"13,550",$,"14,363",$,813,6.0%
2100,FICA BENEFITS,FICA BENEFITS,,$,,"4,973",$,"5,221",$,"5,432",$,211,4.0%
2210,VRS BENEFITS- 9.44%,VRS BENEFITS- 9.44%,VRS BENEFITS- 9.44%,$,,"5,680",$,"6,825",$,"7,098",$,273,4.0%
2300,HEALTH BENEFITS - 23.38%,HEALTH BENEFITS - 23.38%,HEALTH BENEFITS - 23.38%,$,,249,$,"3,890",$,"4,799",$,909,23.4%
2400,GLI BENEFITS,GLI BENEFITS,,$,,340,$,-,$,-,$,-,0.0%
6000,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,$,.,"5,523",$,"7,000",$,"6,000",$,"(1,000)",-14.3%
,,TOTAL,TOTAL,$,"82,091","82,091",$,"101,186",$,"94,332",$,"(6,854)",-6.8%
BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,,,,,,,,,,
