Name: “Table 1 of 1 on page 21 of 77”,Name: “Table 1 of 1 on page 21 of 77”,Name: “Table 1 of 1 on page 21 of 77”,Name: “Table 1 of 1 on page 21 of 77”,Name: “Table 1 of 1 on page 21 of 77”,Name: “Table 1 of 1 on page 21 of 77”,Name: “Table 1 of 1 on page 21 of 77”,Name: “Table 1 of 1 on page 21 of 77”,Name: “Table 1 of 1 on page 21 of 77”,Name: “Table 1 of 1 on page 21 of 77”,Name: “Table 1 of 1 on page 21 of 77”,Name: “Table 1 of 1 on page 21 of 77”
Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2003/2004 BUDGET,2003/2004 BUDGET,2003/2004 BUDGET,,,,,
PRIMARY SCHOOL • INSTRUCTION,PRIMARY SCHOOL • INSTRUCTION,PRIMARY SCHOOL • INSTRUCTION,1.0.21.1 .611 00 ...,,,,,,,,PAGE 8
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2001/2002,,2002/2003,,2003/2004,,+INCREASE,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(·DECREASE),%
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"833,566",$,"859,920",$,"822,600",$,"(37,320)",-4.3%
1140,AIDES SALARI ES,AIDES SALARI ES,$,"65,953",$,"100,110",$,"128,000",$,"27,890",27.9%
1520,SUBSTITUTE SALARIES,SUBSTITUTE SALARIES,$,"32,690",$,"24,000",$,"35,000",$,"11,000",45.8%
2100,FICA BENEFITS,FICA BENEFITS,$,"70,310",$,"76,000",$,"77,255",$,"1,255",1.7%
2210,VRS BENEFITS- 9.44%,VRS BENEFITS- 9.44%,$,"81,391",$,"92,000",$,"93,000",$,"1,000",1.1%
2300,HEALTH BENEFITS - 23.38%,HEALTH BENEFITS - 23.38%,$,"55,699",$,"62,793",$,"77,474",$,"14,681",23.4%
2400,GLI BENEFITS,- premium holiday,$,"4,361",$,,$,-,$,,0.0%
2700,WORKER'S COMPENSATION,WORKER'S COMPENSATION,$,"37,875",$,"39,000",$,"42,850",$,"3,850",9.9%
3000,OTHER INSTRUCTIONAL COST,OTHER INSTRUCTIONAL COST,$,"4,638",$,"6,960",$,"6,960",$,-,0.0%
3001,TITLE II MATH/SCIENCE,TITLE II MATH/SCIENCE,$,"6,201",$,.,$,-,$,-,0.0%
5500,TRAVEL,,$,"1,676",$,"2,500",$,"2,525",$,25,1.0%
6000,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,$,"14,984",$,"18,000",!,~$,~$,"(1,450)",-8.1%
6020,TEXTBOOKS,,$,"15,215",$,"24,500",$,"22,540",$,"(1 ,960)",-8.0%
6033,SOL MATERIALS,SOL MATERIALS,$,"1,815",$,-,$,-,$,-,0.0%
8200,EQUIPMENT ADDITIONS,EQUIPMENT ADDITIONS,$,-,$,"3,025",$,"2,783",$,(242),-8.0%
8201,OTHER USE OF FUNDS/ED TV,OTHER USE OF FUNDS/ED TV,$,359,$,"2,631",$,"2,420",$,(211),-8.0%
,,TOTAL,$,"1,226,732",$,"1,311,439",$,"1,329,957",$,"18,518",1.4%
,4% increase in teacher salaries,4% increase in teacher salaries,,,,,,,,,
,6% increase in paraeducator salaries,6% increase in paraeducator salaries,,,,,,,,,
,23.38% increase in health insurance,23.38% increase in health insurance,,,,,,,,,
,Increase in workers' compensation,Increase in workers' compensation,,,,,,,,,
,Mileage rate increased from 24 cents to 32 cents,Mileage rate increased from 24 cents to 32 cents,Mileage rate increased from 24 cents to 32 cents,,,,,,,,
,Title II Math Science moved to end of budget - page 55 (No Child Left Behind),Title II Math Science moved to end of budget - page 55 (No Child Left Behind),Title II Math Science moved to end of budget - page 55 (No Child Left Behind),Title II Math Science moved to end of budget - page 55 (No Child Left Behind),Title II Math Science moved to end of budget - page 55 (No Child Left Behind),Title II Math Science moved to end of budget - page 55 (No Child Left Behind),,,,,
BUDGET 2003 2004 final as of 6-17 -03.xls,BUDGET 2003 2004 final as of 6-17 -03.xls,BUDGET 2003 2004 final as of 6-17 -03.xls,BUDGET 2003 2004 final as of 6-17 -03.xls,,,,,,,,
