Name: “Table 1 of 1 on page 36 of 77”,Name: “Table 1 of 1 on page 36 of 77”,Name: “Table 1 of 1 on page 36 of 77”,Name: “Table 1 of 1 on page 36 of 77”,Name: “Table 1 of 1 on page 36 of 77”,Name: “Table 1 of 1 on page 36 of 77”,Name: “Table 1 of 1 on page 36 of 77”,Name: “Table 1 of 1 on page 36 of 77”,Name: “Table 1 of 1 on page 36 of 77”,Name: “Table 1 of 1 on page 36 of 77”,Name: “Table 1 of 1 on page 36 of 77”,Name: “Table 1 of 1 on page 36 of 77”
Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2003/2004 BUDGET,2003/2004 BUDGET,2003/2004 BUDGET,,,,,
SUMMER SCHOOL,•,CLASSROOM INSTRUCTION,CLASSROOM INSTRUCTION,1.0.90.6.61100 ...,1.0.90.6.61100 ...,,,,,,PAGE 23
CODE,BUDGET FUNCTION,,,2001/2002,,2002/2003,,2003/2004,,+INCREASE,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(·DECREASE),%
1120 INSTRUCTIONAL SALARIES,1120 INSTRUCTIONAL SALARIES,,$,"2,632",$,,$,,$,,0.0%
2100,FICA BENEFITS,,$,201,$,,$,,$,,0.0%
,,TOTAL,$,"2,833",$,,$,,$,,0.0%
,TOTAL ELEMENTARY,,$,"1,953,354",$,"2,234,1 86",$,"2,311 ,1 35",$,"76,949",3.4%
,SUMMER SCHOOL,,$,"2,833",$,-,$,-,$,,0.0%
,,TOTALS,$,"1,956,187",$,"2,234,186",$,"2,311 ,1 35",$,"76,949",3.4%
BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,,,,,,,,,
