Name: “Table 1 of 1 on page 71 of 77”,Name: “Table 1 of 1 on page 71 of 77”,Name: “Table 1 of 1 on page 71 of 77”,Name: “Table 1 of 1 on page 71 of 77”,Name: “Table 1 of 1 on page 71 of 77”,Name: “Table 1 of 1 on page 71 of 77”,Name: “Table 1 of 1 on page 71 of 77”,Name: “Table 1 of 1 on page 71 of 77”,Name: “Table 1 of 1 on page 71 of 77”,Name: “Table 1 of 1 on page 71 of 77”,Name: “Table 1 of 1 on page 71 of 77”,Name: “Table 1 of 1 on page 71 of 77”,Name: “Table 1 of 1 on page 71 of 77”
Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71
,,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,,
,,,,2003/2004 BUDGET,2003/2004 BUDGET,,,,,,,
DRUG FREE SCHOOLS & COMMUNITY ACT,DRUG FREE SCHOOLS & COMMUNITY ACT,-,PRIMARY SCHOOL,PRIMARY SCHOOL,,1.4.21.1.61100 .....,,,,,PAGE,58
CODE,BUDGET FUNCTION,,,2001/2002,,2002/2003,,2003/2004,,+INCREASE,,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(-DECREASE),o/o,
3000 DRUG FREE SCHOOLS,,,$,70,$,725,$,725,$,,,0.0%
,TOTAL,,$,70,$,725,$,725,$,,,0.0%
DRUG FREE SCHOOLS & COMMUNITY ACT,DRUG FREE SCHOOLS & COMMUNITY ACT,-,ELEMENTARY SCHOOL,ELEMENTARY SCHOOL,ELEMENTARY SCHOOL,1.4.22.1.61100 .....,1.4.22.1.61100 .....,,,,,
CODE,BUDGET FUNCTION,,,2001/2002,,2002/2003,,2003/2004,,+INCREASE,,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(-DECREASE),o/o,
3000 DRUG FREE SCHOOLS,,,$,,$,725,$,725,$,,,0.0%
,TOTAL,,$,,$,725,$,725,$,,,0.0%
DRUG FREE SCHOOLS & COMMUNITY ACT,DRUG FREE SCHOOLS & COMMUNITY ACT,-,MIDDLE SCHOOL,MIDDLE SCHOOL,1.4.31.1.61100 .....,1.4.31.1.61100 .....,,,,,,
CODE,BUDGET FUNCTION,,,2001/2002,,2002/2003,,2003/2004,,+INCREASE,,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(-DECREASE),%,
3000 DRUG FREE SCHOOLS,,,$,35,$,725,$,725,$,,,0.0%
,TOTAL,,$,35,$,725,$,725,$,,,0.0%
DRUG FREE SCHOOLS & COMMUNITY ACT,DRUG FREE SCHOOLS & COMMUNITY ACT,-,HIGH SCHOOL,,1.4.32.1.611 00 .....,,,,,,,
CODE,BUDGET FUNCTION,,,2001/2002,,2002/2003,,2003/2004,,+INCREASE,,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(- DECREASE),%,
3000 CONTRACT SERVICES,,,$,-,$,"4,800",$,"5,276",$,476,,9.9%
2100,FICA BENEFITS,,$,-,$,-,$,-,$,-,,0.0%
5800 DRUG FREE MISC.,,,$,"8,998",$,725,$,725,$,-,,0.0%
,TOTAL,,$,"8,998",$,"5,525",$,"6,001",$,476,,8.6%
,TOTAL DRUG FREE,,$,"9,103",$,"7,700",$,"8,176 ./ $","8,176 ./ $",476,,6.2%
BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,,,,,,,,,,
