Name: “Table 1 of 1 on page 65 of 77”,Name: “Table 1 of 1 on page 65 of 77”,Name: “Table 1 of 1 on page 65 of 77”,Name: “Table 1 of 1 on page 65 of 77”,Name: “Table 1 of 1 on page 65 of 77”,Name: “Table 1 of 1 on page 65 of 77”,Name: “Table 1 of 1 on page 65 of 77”,Name: “Table 1 of 1 on page 65 of 77”,Name: “Table 1 of 1 on page 65 of 77”,Name: “Table 1 of 1 on page 65 of 77”,Name: “Table 1 of 1 on page 65 of 77”
Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65
,,,,,,,,,,
,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,2003/2004 BUDGET,2003/2004 BUDGET,2003/2004 BUDGET,,,,,
,INSTRUCTIONAL SUPPORT- TECHNOLOGY,INSTRUCTIONAL SUPPORT- TECHNOLOGY,1.0.90.9.68200 ...,1.0.90.9.68200 ...,,,,,,PAGE 52
CODE,BUDGET FUNCTION,,2001/2002,,2002/2003,,2003/2004,,+INCREASE,
,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(-DECREASE),%
1110,ADMINISTRATIVE SALARIES,$,"20,397",$,"21,213",$,"22,062",$,849,4.0%
1140,TECHNICAL SUPPORT,$,"45,266",$,"78,800",$,"80,915",$,"2,115",2.7%
2100,FICA BENEFITS,$,"5,109",$,"7,957",$,"7,878",$,(79),-1.0%
2210,VRS BENEFITS- 9.44%,$,"5,757",$,"10,401",$,"10,817",$,416,4.0%
2300,HEALTH BENEFITS - 23.38%,$,760,$,"5,304",$,"6,544",$,"1,240",23.4%
2400,GROUP LIFE INSURANCE,$,398,$,-,$,-,$,-,0.0%
3000,PURCHASE SERVICES,$,"15,488",$,"16,000",$,"16,000",$,-,0.0%
3002,RDA SUPPORT SERVICES,$,-,$,-,$,"12,000",$,"12,000",100.0%
5001,TELECOMMUNICATIONS,$,-,$,250,$,250,$,-,0.0%
6000,TECHNOLOGY SUPPLIES - SBO,$,359,$,"1,000",$,"1,000",$,-,0.0%
6020,COMPUTER TEXTBOOKS - SBO,$,47,$,200,$,200,$,-,0.0%
6040,TECHNOLOGY SOFTWARE- SBO,$,"9,454",$,"2,000",$,"2,000",$,-,0.0%
6041,IEP SOFTWARE-SP.ED.,$,-,$,-,$,-,$,-,0.0%
8000,CAPITAL OUTLAY- FURNITURE,$,-,$,-,$,-,$,-,0.0%
8300,HARDWARE,$,"4,450",$,"4,200",$,"4,200",$,-,0.0%
8304,REPLACE/REPAIR,$,"3,949",$,"5,000",$,"5,000",$,-,0.0%
8400,IN FRASTRUCTURE,,,$,800,$,800,$,-,0.0%
,TOTAL,$,"111,434",$,"153,125",$,"169,665",$,"16,540",10.8%
BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,,,,,,,,,
