Name: “Table 1 of 1 on page 44 of 77”,Name: “Table 1 of 1 on page 44 of 77”,Name: “Table 1 of 1 on page 44 of 77”,Name: “Table 1 of 1 on page 44 of 77”,Name: “Table 1 of 1 on page 44 of 77”,Name: “Table 1 of 1 on page 44 of 77”,Name: “Table 1 of 1 on page 44 of 77”,Name: “Table 1 of 1 on page 44 of 77”,Name: “Table 1 of 1 on page 44 of 77”,Name: “Table 1 of 1 on page 44 of 77”,Name: “Table 1 of 1 on page 44 of 77”,Name: “Table 1 of 1 on page 44 of 77”
Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2003/2004 BUDGET,2003/2004 BUDGET,2003/2004 BUDGET,,,,,
MIDDLE SCHOOL,•,GIFTED & TALENTED,1.0.31.4.611 00 ...,,,,,,,,PAGE 31
CODE,BUDGET FUNCTION,,,2001/2002,,2002/2003,,2003/2004,,+INCREASE,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(·DECREASE),o/o
1120,INSTRUCTIONAL SALARIES,,$,"44,400",$,"30,000",$,"31 ,200",$,"1,200",4.0%
2100,FICA BENEFITS,,$,"2,983",$,"3,519",$,"2,387",$,"(1 ,132)",-32.2%
2210,VRS BENEFITS- 9.44%,,$,"3,849",$,"4,600",$,"4,784",$,184,4.0%
2300,HEALTH BENEFITS - 23.38%,,$,"4,140",$,"4,680",$,"5,774",$,"1,094",23.4%
2400,GLI BENEFITS,,$,206,$,-,$,-,$,-,0.0%
3800,STAFF DEVELOPMENT,,$,400,$,400,$,400,$,-,0.0%
6000,MATERIALS I SUPPLIES,,$,968,$,"1,000",$,920,$,(80),-8.0%
,,TOTAL,$,"56,946",$,"44,199",$,"45,465",$,"1,266",2.9%
,TOTAL MIDDLE,,$,"2,483,016",$,"2,692,621",$,"2,801 ,704",$,"109,083",4.1%
,SECONDARY HOM EBOUND,,$,"2,833",$,"7,770",$,"8,418",$,648,8.3%
,,TOTALS,$,"2,485,850",$,"2,700,391",$,"2,810,122",$,"109,731",4.1%
BUDGET 2003 2004 final as of 6-17-03 .xls,BUDGET 2003 2004 final as of 6-17-03 .xls,BUDGET 2003 2004 final as of 6-17-03 .xls,,,,,,,,,
