Name: “Table 1 of 1 on page 53 of 77”,Name: “Table 1 of 1 on page 53 of 77”,Name: “Table 1 of 1 on page 53 of 77”,Name: “Table 1 of 1 on page 53 of 77”,Name: “Table 1 of 1 on page 53 of 77”,Name: “Table 1 of 1 on page 53 of 77”,Name: “Table 1 of 1 on page 53 of 77”,Name: “Table 1 of 1 on page 53 of 77”,Name: “Table 1 of 1 on page 53 of 77”,Name: “Table 1 of 1 on page 53 of 77”,Name: “Table 1 of 1 on page 53 of 77”,Name: “Table 1 of 1 on page 53 of 77”,Name: “Table 1 of 1 on page 53 of 77”
Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53
,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2003/2004 BUDGET,2003/2004 BUDGET,2003/2004 BUDGET,,,,,
ADULT EDUCATION,-,CLASSROOM INSTRUCTION,CLASSROOM INSTRUCTION,CLASSROOM INSTRUCTION,1.0.90.7.61100 .....,1.0.90.7.61100 .....,,,,,,PAGE 40
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,,2001/2002,,2002/2003,,2003/2004,+INCREASE,+INCREASE,
,,,,,ACTUAL,,APPROPRIATED,,PROJECTED,(· DECREASE),(· DECREASE),o/o
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,,$,"6,141",$,"8,896",$,"9,252",$,356,4.0%
2100,FICA BENEFITS,,,$,470,$,681,$,708,$,27,4.0%
6000,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,,$,200,$,-,,,$,-,0.0%
,,TOTAL,,$,"6,811",$,"9,577",$,"9,960",$,383,4.0%
,TOTAL HIGH SCHOOL,TOTAL HIGH SCHOOL,,$,"4,147,307",$,"4,463,260",$,"4,554,345",$,"91,085",2.0%
,ADULT EDUCATION,,,$,"6,811",$,"9,577",$,"9,960",$,383,4.0%
,,,TOTALS,$,"4,154,118",$,"4,472,836",$,"4,564,305",$,"91,468",2.0%
,,---,--,,,,,,,----,,
BUDGET 2003 2004 final as of 6-17-03 .xls,BUDGET 2003 2004 final as of 6-17-03 .xls,BUDGET 2003 2004 final as of 6-17-03 .xls,BUDGET 2003 2004 final as of 6-17-03 .xls,,,,,,,,,
