Name: “Table 1 of 1 on page 35 of 77”,Name: “Table 1 of 1 on page 35 of 77”,Name: “Table 1 of 1 on page 35 of 77”,Name: “Table 1 of 1 on page 35 of 77”,Name: “Table 1 of 1 on page 35 of 77”,Name: “Table 1 of 1 on page 35 of 77”,Name: “Table 1 of 1 on page 35 of 77”,Name: “Table 1 of 1 on page 35 of 77”,Name: “Table 1 of 1 on page 35 of 77”,Name: “Table 1 of 1 on page 35 of 77”,Name: “Table 1 of 1 on page 35 of 77”,Name: “Table 1 of 1 on page 35 of 77”,Name: “Table 1 of 1 on page 35 of 77”
Table: 35,Table: 35,Table: 35,Table: 35,Table: 35,Table: 35,Table: 35,Table: 35,Table: 35,Table: 35,Table: 35,Table: 35,Table: 35
,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2003/2004 BUDGET,2003/2004 BUDGET,2003/2004 BUDGET,,,,,
ELEMENTARY SCHOOL,ELEMENTARY SCHOOL,-,OTHER,1.0.22.5.611 00 ...,,,,,,,,PAGE 22
CODE,BUDGET FUNCTION,BUDGET FUNCTION,BUDGET FUNCTION,,2001/2002,,2002/2003,,2003/2004,,+INCREASE,
,,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(-DECREASE),%
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"18,886",$,"19,650",$,"20,500",$,850,4.3%
2100,FICA BENEFITS,,,$,"1,445",$,"1,503",$,"1,568",$,65,4.3%
2210,VRS BENEFITS- 9.44%,VRS BENEFITS- 9.44%,VRS BENEFITS- 9.44%,$,-,$,,$,-,$,,0.0%
2300,HEALTH BENEFITS - 23.38%,HEALTH BENEFITS - 23.38%,HEALTH BENEFITS - 23.38%,$,-,$,-,$,-,$,-,0.0%
2400,GLI BENEFITS,,,$,-,$,-,$,-,$,-,0.0%
6000,MATERIALS & SUPPLIES,MATERIALS & SUPPLIES,MATERIALS & SUPPLIES,$,950,$,"1,740",$,"1,424",$,(316),-18.2%
,TOTAL,TOTAL,TOTAL,$,"21 ,281",$,"22,893",$,"23,492",$,599,2.6%
BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,,,,,,,,,
