Name: “Table 1 of 1 on page 31 of 77”,Name: “Table 1 of 1 on page 31 of 77”,Name: “Table 1 of 1 on page 31 of 77”,Name: “Table 1 of 1 on page 31 of 77”,Name: “Table 1 of 1 on page 31 of 77”,Name: “Table 1 of 1 on page 31 of 77”,Name: “Table 1 of 1 on page 31 of 77”,Name: “Table 1 of 1 on page 31 of 77”,Name: “Table 1 of 1 on page 31 of 77”,Name: “Table 1 of 1 on page 31 of 77”,Name: “Table 1 of 1 on page 31 of 77”,Name: “Table 1 of 1 on page 31 of 77”,Name: “Table 1 of 1 on page 31 of 77”
Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31
,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2003/2004 BUDGET,2003/2004 BUDGET,2003/2004 BUDGET,,,,,
ELEMENTARY SCHOOL,ELEMENTARY SCHOOL,-,MEDIA,1.0.22.1.61320 ...,,,,,,,,PAGE 18
CODE,BUDGET FUNCTION,BUDGET FUNCTION,BUDGET FUNCTION,,2001/2002,,2002/2003,,2003/2004,,+INCREASE,
,,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(·DECREASE),%
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"40,497",$,"42,125",$,"43,580",$,"1,455",3.5%
1140,AIDES SALARIES,,,$,"14,645",$,"15,525",$,"16,500",$,975,6.3%
2100,FICA BENEFITS,,,$,"4 ,224",$,"4,410",$,"4,596",$,186,4.2%
2210,VRS BEN EFITS- 9.44%,VRS BEN EFITS- 9.44%,VRS BEN EFITS- 9.44%,$,"4,795",$,"5,765",$,"5,996",$,231,4.0%
2300,HEALTH BENEFITS - 23.38%,HEALTH BENEFITS - 23.38%,HEALTH BENEFITS - 23.38%,$,"1,533",$,"1,892",$,"2,334",$,442,23.4%
2400,GLI BENEFITS,,,$,284,$,-,$,-,$,-,0.0%
6000,MATERIALS & SUPPLIES,MATERIALS & SUPPLIES,MATERIALS & SUPPLIES,$,"5,195",$,"5,800",$,"5,000",$,(800),-13.8%
,TOTAL,TOTAL,TOTAL,$,"71,175",$,"75,517",$,"78,006",$,"2,489",3.3%
BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,,,,,,,,,
