Name: “Table 1 of 1 on page 58 of 77”,Name: “Table 1 of 1 on page 58 of 77”,Name: “Table 1 of 1 on page 58 of 77”,Name: “Table 1 of 1 on page 58 of 77”,Name: “Table 1 of 1 on page 58 of 77”,Name: “Table 1 of 1 on page 58 of 77”,Name: “Table 1 of 1 on page 58 of 77”,Name: “Table 1 of 1 on page 58 of 77”,Name: “Table 1 of 1 on page 58 of 77”,Name: “Table 1 of 1 on page 58 of 77”,Name: “Table 1 of 1 on page 58 of 77”,Name: “Table 1 of 1 on page 58 of 77”,Name: “Table 1 of 1 on page 58 of 77”
Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58
,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2003/2004 BUDGET,2003/2004 BUDGET,2003/2004 BUDGET,,,,,
ATTENDANCE & HEALTH,ATTENDANCE & HEALTH,•,DIVISION WIDE PSYCHOLOGICAL SERVICES,DIVISION WIDE PSYCHOLOGICAL SERVICES,DIVISION WIDE PSYCHOLOGICAL SERVICES,DIVISION WIDE PSYCHOLOGICAL SERVICES,1.0.90.0.62230 .....,1.0.90.0.62230 .....,,,,PAGE 45
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,,2001/2002,,2002/2003,,2003/2004,,+INCREASE,
,,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(·DECREASE),%
1130 SCHOOL PSYCHOLOGI ST,1130 SCHOOL PSYCHOLOGI ST,1130 SCHOOL PSYCHOLOGI ST,,$,"43,389",$,"45,125",$,"46,875",$,"1,750",3.9%
,SCHOOL PSYCHOLOGIST· PT,SCHOOL PSYCHOLOGIST· PT,,$,.,$,.,$,.,$,.,100.0%
2100,FICA BENEFITS,,,$,"3,324",$,"3,452",$,"3,586",$,134,3.9%
2210 VRS BENEFITS· 9.44%,2210 VRS BENEFITS· 9.44%,2210 VRS BENEFITS· 9.44%,,$,"3,779",$,"4,513",$,"4,425",$,(88),-1.9%
2300,HEALTH BENEFITS • 23 .38%,HEALTH BENEFITS • 23 .38%,,$,830,$,"1,459",$,"1,800",$,341,23.4%
2400,GLI BENEFITS,,,$,203,$,-,$,-,$,.,0.0%
,,,TOTAL,$,"51,525",$,"54,549",$,"56,686",$,"2,137",3.9%
BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,,,,,,,,,
