Name: “Table 1 of 1 on page 32 of 77”,Name: “Table 1 of 1 on page 32 of 77”,Name: “Table 1 of 1 on page 32 of 77”,Name: “Table 1 of 1 on page 32 of 77”,Name: “Table 1 of 1 on page 32 of 77”,Name: “Table 1 of 1 on page 32 of 77”,Name: “Table 1 of 1 on page 32 of 77”,Name: “Table 1 of 1 on page 32 of 77”,Name: “Table 1 of 1 on page 32 of 77”,Name: “Table 1 of 1 on page 32 of 77”,Name: “Table 1 of 1 on page 32 of 77”,Name: “Table 1 of 1 on page 32 of 77”
Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2003/2004 BUDGET,2003/2004 BUDGET,2003/2004 BUDGET,,,,,
ELEMENTARY SCHOOL,ELEMENTARY SCHOOL,-,OFFICE OF THE PRINCIPAL,1.0.22.1.61410 .. .,1.0.22.1.61410 .. .,1.0.22.1.61410 .. .,,,,,PAGE 19
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2001/2002,,2002/2003,,2003/2004,,+INCREASE,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(-DECREASE),%
1126,PRINCIPAL'S SALARY,PRINCIPAL'S SALARY,$,"66,388",$,"69,045",$,"67,270",$,"(1 ,775)",-2.6%
1127,LEAD TEACHER SPECIALIST,LEAD TEACHER SPECIALIST,$,"59,013",$,"61,375",$,"33,504",$,"(27,871)",-45.4%
1140,OFFICE CLERK SALARY,OFFICE CLERK SALARY,$,"14,732",$,"15,1 50",$,"15,725",$,575,3.8%
1150,CLERICAL SALARY,CLERICAL SALARY,$,"24,179",$,"25,175",$,"26,155",$,980,3.9%
2100,FICA BENEFITS,,$,"12,150",$,"13,100",$,"10,913",$,"(2, 187)",-16.7%
2210,VRS BENEFITS- 9.44%,VRS BENEFITS- 9.44%,$,"14,252",$,"17,075",$,"17,758",$,683,4.0%
2300,HEALTH BENEFITS - 23.38%,HEALTH BENEFITS - 23.38%,$,"8,777",$,"8,973",$,"11,071",$,"2,098",23.4%
2400,GLI BENEFITS,,$,926,$,-,$,-,$,-,0.0%
,,TOTAL,$,"200,416",$,"209,893",$,"182,396",$,"(27,497)",-13.1%
BUDGET 2003 2004 fin al as of 6-17-03.xls,BUDGET 2003 2004 fin al as of 6-17-03.xls,BUDGET 2003 2004 fin al as of 6-17-03.xls,,,,,,,,,
