Name: “Table 1 of 1 on page 22 of 77”,Name: “Table 1 of 1 on page 22 of 77”,Name: “Table 1 of 1 on page 22 of 77”,Name: “Table 1 of 1 on page 22 of 77”,Name: “Table 1 of 1 on page 22 of 77”,Name: “Table 1 of 1 on page 22 of 77”,Name: “Table 1 of 1 on page 22 of 77”,Name: “Table 1 of 1 on page 22 of 77”,Name: “Table 1 of 1 on page 22 of 77”,Name: “Table 1 of 1 on page 22 of 77”,Name: “Table 1 of 1 on page 22 of 77”,Name: “Table 1 of 1 on page 22 of 77”
Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2003/2004 BUDGET,2003/2004 BUDGET,2003/2004 BUDGET,,,,,
PRIMARY SCHOOL,•,GUIDANCE,1.0.21.1.61210 ...,,,,,,,,PAGE9
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2001/2002,,2002/2003,,2003/2004,,+INCREASE,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(·DECREASE),%
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"43,547",$,"45,289",$,"46,900",$,"1,611",3.6%
2100,FICA BENEFITS,FICA BENEFITS,$,"3,312",$,"3,465",$,"3,588",$,123,3.5%
2210,VRS BENEFITS- 9.44%,VRS BENEFITS- 9.44%,$,"3,792",$,"4,529",$,"4,710",$,181,4.0%
2300,HEALTH BENEFITS - 23.38%,HEALTH BENEFITS - 23.38%,$,830,$,669,$,825,$,156,23.4%
2400,GLI BENEFITS,,$,203,$,-,$,-,$,-,0.0%
6000,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,$,"1,486",$,"2,000",$,"1,840",$,(160),-8.0%
,,TOTAL,$,"53,171",$,"55,952",$,"57,863",$,"1,911",3.4%
BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,,,,,,,,,
