Name: “Table 1 of 1 on page 46 of 77”,Name: “Table 1 of 1 on page 46 of 77”,Name: “Table 1 of 1 on page 46 of 77”,Name: “Table 1 of 1 on page 46 of 77”,Name: “Table 1 of 1 on page 46 of 77”,Name: “Table 1 of 1 on page 46 of 77”,Name: “Table 1 of 1 on page 46 of 77”,Name: “Table 1 of 1 on page 46 of 77”,Name: “Table 1 of 1 on page 46 of 77”,Name: “Table 1 of 1 on page 46 of 77”,Name: “Table 1 of 1 on page 46 of 77”,Name: “Table 1 of 1 on page 46 of 77”
Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2003/2004 BUDGET,2003/2004 BUDGET,2003/2004 BUDGET,,,,,
HIGH SCHOOL,-,GUIDANCE,1.0.32.1.6121 0 ...,,,,,,,,PAGE 33
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2001/2002,,2002/2003,,2003/2004,,+INCREASE,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(·DECREASE),%
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"144,284",$,"149,800",$,"155,100",$,"5,300",3.5%
1150,CLERICAL SALARIES,CLERICAL SALARIES,$,"37,292",$,"39,100",$,"40,664",$,"1,564",4.0%
2100,FICA BENEFITS,FICA BENEFITS,$,"13,407",$,"14,527",$,"14,976",$,449,3.1%
2210,VRS BENEFITS- 9.44%,VRS BENEFITS- 9.44%,$,"15,804",$,"18,990",$,"19,750",$,760,4.0%
2300,HEALTH BENEFITS - 23.38%,HEALTH BENEFITS - 23.38%,$,"9,238",$,"12,277",$,"15,147",$,"2,870",23.4%
2400,GLI BENEFITS,GLI BENEFITS,$,938,$,-,$,-,$,-,0.0%
6000,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,$,"8,364",$,"12,525",$,"9,525",$,"{3,000)",-24.0%
,,TOTAL,$,"229,328",$,"247,219",$,"255,162",$,"7,943",3.2%
BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,,,,,,,,,
