Name: “Table 1 of 1 on page 19 of 77”,Name: “Table 1 of 1 on page 19 of 77”,Name: “Table 1 of 1 on page 19 of 77”,Name: “Table 1 of 1 on page 19 of 77”,Name: “Table 1 of 1 on page 19 of 77”,Name: “Table 1 of 1 on page 19 of 77”,Name: “Table 1 of 1 on page 19 of 77”,Name: “Table 1 of 1 on page 19 of 77”,Name: “Table 1 of 1 on page 19 of 77”,Name: “Table 1 of 1 on page 19 of 77”,Name: “Table 1 of 1 on page 19 of 77”
Table: 19,Table: 19,Table: 19,Table: 19,Table: 19,Table: 19,Table: 19,Table: 19,Table: 19,Table: 19,Table: 19
,,,,,,,,,,
,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,2003/2004 BUDGET,2003/2004 BUDGET,2003/2004 BUDGET,,,,,
HOMEBOUND INSTRUCTION,HOMEBOUND INSTRUCTION,1.0.20.1.61230 ...,,,,,,,,PAGE 6
CODE,BUDGET FUNCTION,,2001/2002,,2002/2003,,2003/2004,,+INCREASE,
,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(-DECREASE),%
1120 INSTRUCTIONAL SALARIES,1120 INSTRUCTIONAL SALARIES,,5573,$,"3,000",$,"3,600",$,600,20.0%
2100,FICA BENEFITS,,413,$,230,$,275,$,45,19.7%
,TOTAL,$,"5,986",$,"3,230",$,"3,875",$,645,20.0%
,Homebound rate increased from $13.31 to $15.00,Homebound rate increased from $13.31 to $15.00,,,,,,,,
BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,,,,,,,,
