Name: “Table 1 of 1 on page 41 of 77”,Name: “Table 1 of 1 on page 41 of 77”,Name: “Table 1 of 1 on page 41 of 77”,Name: “Table 1 of 1 on page 41 of 77”,Name: “Table 1 of 1 on page 41 of 77”,Name: “Table 1 of 1 on page 41 of 77”,Name: “Table 1 of 1 on page 41 of 77”,Name: “Table 1 of 1 on page 41 of 77”,Name: “Table 1 of 1 on page 41 of 77”,Name: “Table 1 of 1 on page 41 of 77”,Name: “Table 1 of 1 on page 41 of 77”,Name: “Table 1 of 1 on page 41 of 77”
Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2003/2004 BUDGET,2003/2004 BUDGET,2003/2004 BUDGET,,,,,
MIDDLE SCHOOL,-,OFFICE OF THE PRINCIPAL,OFFICE OF THE PRINCIPAL,1.0.31 .1.61410 .. .,,,,,,,PAGE 28
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2001/2002,,2002/2003,,2003/2004,,+INCREASE,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(-DECREASE),%
1126,PRINCIPAL'S SALARY,PRINCIPAL'S SALARY,$,"62,000",$,"65,811",$,"63,500",$,"(2,311)",-3.5%
1127,ASST. PRINCIPAL'S SALARY,ASST. PRINCIPAL'S SALARY,$,"57,570",$,"59,875",$,"60,000",$,125,0.2%
1150,CLERICAL SALARIES,CLERICAL SALARIES,$,"47,343",$,"49,240",$,"45,800",$,"(3,440)",-7.0%
2100,FICA BENEFITS,FICA BENEFITS,$,"12,620",$,"13,382",$,"12,951",$,(430),-3.2%
2210,VRS BENEFITS- 9.44%,VRS BENEFITS- 9.44%,$,"14,493",$,"17,493",$,"18,192",$,700,4.0%
2300,HEALTH BENEFITS - 23.38%,HEALTH BENEFITS - 23.38%,$,"7,087",$,"6,036",$,"7,447",$,"1,411",23.4%
2400,GLI BENEFITS,,$,947,$,-,$,-,$,-,0.0%
,,TOTAL,$,"202,060",$,"211,836",$,"207,891",$,"(3,945)",-1.9%
BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,,,,,,,,,
