Name: “Table 1 of 1 on page 66 of 77”,Name: “Table 1 of 1 on page 66 of 77”,Name: “Table 1 of 1 on page 66 of 77”,Name: “Table 1 of 1 on page 66 of 77”,Name: “Table 1 of 1 on page 66 of 77”,Name: “Table 1 of 1 on page 66 of 77”,Name: “Table 1 of 1 on page 66 of 77”,Name: “Table 1 of 1 on page 66 of 77”,Name: “Table 1 of 1 on page 66 of 77”,Name: “Table 1 of 1 on page 66 of 77”,Name: “Table 1 of 1 on page 66 of 77”,Name: “Table 1 of 1 on page 66 of 77”
Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2003/2004 BUDGET,2003/2004 BUDGET,2003/2004 BUDGET,,,,,
,ADMINISTRATIVE TECHNOLOGY,1.0.90.9.68300 ...,1.0.90.9.68300 ...,,,,,,,,PAGE 53
CODE,BUDGET FUNCTION,,,2001 /2002,,2002/2003,,2003/2004,,+INCREASE,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(-DECREASE),%
1110,ADMINISTRATIVE SALARIES,,$,"53,856",$,"56,010",$,"72,600",$,"16,590",29.6%
2100,FICA BENEFITS,,$,"4,125",$,"4,285",$,"5,554",$,"1,269",29.6%
2210,VRS BENEFITS - 9.44%,,$,"4,672",$,"5,601",$,"6,853",$,"1,252",22.4%
2300,HEALTH BENEFITS - 23.38%,,$,760,$,"2,519",$,589,$,"(1 ,930)",-76.6%
2400,GROUP LIFE INSURANCE,,$,323,$,-,$,-,$,-,0.0%
,,TOTAL,$,"63,736",$,"68,415",$,"85,596",$,"17,182",25.1%
BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,,,,,,,,,
