Name: “Table 1 of 1 on page 75 of 77”,Name: “Table 1 of 1 on page 75 of 77”,Name: “Table 1 of 1 on page 75 of 77”,Name: “Table 1 of 1 on page 75 of 77”,Name: “Table 1 of 1 on page 75 of 77”,Name: “Table 1 of 1 on page 75 of 77”,Name: “Table 1 of 1 on page 75 of 77”,Name: “Table 1 of 1 on page 75 of 77”,Name: “Table 1 of 1 on page 75 of 77”,Name: “Table 1 of 1 on page 75 of 77”
Table: 75,Table: 75,Table: 75,Table: 75,Table: 75,Table: 75,Table: 75,Table: 75,Table: 75,Table: 75
,,,,,,,,,
,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,2003/2004 BUDGET,2003/2004 BUDGET,,,,,
GOALS 2000,1.0.90.9.6831 0,,,,,,,,PAGE 62
CODE,BUDGET FUNCTION,2001/2002,,2002/2003,2003/2004,,,+INCREASE,
,,ACTUAL,,APPROPRIATED,PROJECTED,,,(·DECREASE),%
3000,PURCHASE SERVICES - TRAINING,$,$,.,$,.,$,,0.0%
3002,PURCH .SERV.-CARRY-OVER,$,$,.,$,.,$,,0.0%
5000,OTHER CHARGES,$,,,$,.,$,,0.0%
5002,OTHER CHARGES CARRYOVER,$,$,.,$,.,$,-,0.0%
6000,MATERIALS & SUPPLIES,$,$,-,$,-,$,,0.0%
6002,MATERIALS & SUPPLIES- C/0,$,$,-,$,-,$,-,0.0%
6500,TLC SOFTWARE,$,$,-,$,-,$,-,0.0%
8000,CAPITAL OUTLAY,$,$,,$,-,$,-,0.0%
8002,CAPITAL OUTLAY - CARRYOVER,$,$,-,$,-,$,-,0.0%
,TOTAL,$,$,.,$,.,$,-,0.0%
BUDGET 2003 2004 fina l as of 6-17-03.xls,BUDGET 2003 2004 fina l as of 6-17-03.xls,,,,,,,,
