Name: “Table 1 of 1 on page 49 of 77”,Name: “Table 1 of 1 on page 49 of 77”,Name: “Table 1 of 1 on page 49 of 77”,Name: “Table 1 of 1 on page 49 of 77”,Name: “Table 1 of 1 on page 49 of 77”,Name: “Table 1 of 1 on page 49 of 77”,Name: “Table 1 of 1 on page 49 of 77”,Name: “Table 1 of 1 on page 49 of 77”,Name: “Table 1 of 1 on page 49 of 77”,Name: “Table 1 of 1 on page 49 of 77”,Name: “Table 1 of 1 on page 49 of 77”,Name: “Table 1 of 1 on page 49 of 77”
Table: 49,Table: 49,Table: 49,Table: 49,Table: 49,Table: 49,Table: 49,Table: 49,Table: 49,Table: 49,Table: 49,Table: 49
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2003/2004 BUDGET,2003/2004 BUDGET,2003/2004 BUDGET,,,,,
HIGH SCHOOL,•,OFFICE OF THE PRINCIPAL,,1.0.32.1.6141 0 .....,,,,,,,PAGE 36
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2001/2002,,2002/2003,,2003/2004,,+INCREASE,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(·DECREASE),%
1126,PRINCIPAL'S SALARY,PRINCIPAL'S SALARY,$,"74,263",$,"77,250",$,"80,295",$,"3,045",3.9%
11 27,ASST. PRINCIPALS SALARIES,ASST. PRINCIPALS SALARIES,$,"11 9,013",$,"123,775",$,"128,525",$,"4,750",3.8%
1150,CLERICAL SALARIES,CLERICAL SALARIES,$,"59,304",$,"61,700",$,"59,700",$,"(2,000)",-3.2%
2100,FICA BENEFITS,FICA BENEFITS,$,"19,111",$,"20,098",$,"20,542",$,443,2.2%
2210,VRS BENEFITS - 9.44%,VRS BENEFITS - 9.44%,$,"21,931",$,"26,273",$,"27,323",$,"1,051",4.0%
2300,HEALTH BENEFITS - 23.38%,HEALTH BENEFITS - 23.38%,$,"5,535",$,"6,321",$,"7,799",$,"1,478",23.4%
2400,GLI BENEFITS,,$,"1,436",$,-,$,-,$,-,0.0%
,,TOTAL,$,"300,594",$,"315,417",$,"324,184",$,"8,767",2.8%
BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,,,,,,,,,
