Name: “Table 1 of 1 on page 40 of 77”,Name: “Table 1 of 1 on page 40 of 77”,Name: “Table 1 of 1 on page 40 of 77”,Name: “Table 1 of 1 on page 40 of 77”,Name: “Table 1 of 1 on page 40 of 77”,Name: “Table 1 of 1 on page 40 of 77”,Name: “Table 1 of 1 on page 40 of 77”,Name: “Table 1 of 1 on page 40 of 77”,Name: “Table 1 of 1 on page 40 of 77”,Name: “Table 1 of 1 on page 40 of 77”,Name: “Table 1 of 1 on page 40 of 77”,Name: “Table 1 of 1 on page 40 of 77”
Table: 40,Table: 40,Table: 40,Table: 40,Table: 40,Table: 40,Table: 40,Table: 40,Table: 40,Table: 40,Table: 40,Table: 40
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2003/2004 BUDGET,2003/2004 BUDGET,2003/2004 BUDGET,,,,,
MIDDLE SCHOOL,•,MEDIA,1.0.31.1.61320 .. .,,,,,,,,PAGE 27
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2001/2002,,2002/2003,,2003/2004,,+INCREASE,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(·DECREASE),%
-1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"60,962",$,"50,1 25",$,"50,705",$,580,1.2%
1140,AIDES SALARY,AIDES SALARY,$,"12,643",$,"13,500",$,"14,175",$,675,5.0%
2100,FICA BENEFITS,FICA BENEFITS,$,"5,368",$,"6,053",$,"4,963",$,"(1 ,090)",-18.0%
2210,VRS BENEFITS- 9.44%,VRS BENEFITS- 9.44%,$,"6,268",$,"7,913",$,"8,230",$,317,4.0%
2300,HEALTH BENEFITS • 23.38%,HEALTH BENEFITS • 23.38%,$,"3,917",$,"6,218",$,"7,672",$,"1,454",23.4%
2400,GLI BENEFITS,GLI BENEFITS,$,382,$,.,$,-,$,.,0.0%
6000,MATERIALS/SUPPLIES,MATERIALS/SUPPLIES,$,"2,947",$,"5,875",$,"5,405",$,(470),-8.0%
,,TOTAL,$,"92,487",$,"89,684",$,"91,150",$,"1,466",1.6%
BUDGET 2003 2004 final as of6-17-03.xls,BUDGET 2003 2004 final as of6-17-03.xls,BUDGET 2003 2004 final as of6-17-03.xls,,,,,,,,,
