Name: “Table 1 of 1 on page 56 of 77”,Name: “Table 1 of 1 on page 56 of 77”,Name: “Table 1 of 1 on page 56 of 77”,Name: “Table 1 of 1 on page 56 of 77”,Name: “Table 1 of 1 on page 56 of 77”,Name: “Table 1 of 1 on page 56 of 77”,Name: “Table 1 of 1 on page 56 of 77”,Name: “Table 1 of 1 on page 56 of 77”,Name: “Table 1 of 1 on page 56 of 77”,Name: “Table 1 of 1 on page 56 of 77”,Name: “Table 1 of 1 on page 56 of 77”,Name: “Table 1 of 1 on page 56 of 77”
Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2003/2004 BUDGET,2003/2004 BUDGET,2003/2004 BUDGET,,,,,
SOL TEACHER TRAINING GRANT,SOL TEACHER TRAINING GRANT,1.0.90.0.62160 .....,1.0.90.0.62160 .....,,,,,,,,PAGE 43
CODE,BUDGET FUNCTION,,,2001/2002,,2002/2003,,2003/2004,,+INCREASE,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(-DECREASE),%
1120,TEACHER TRAINING,,$,21 '170,$,,$,-,$,-,0.0%
1121,SOL TEACHER TRAIN-CARRYOVER,SOL TEACHER TRAIN-CARRYOVER,$,"3,054",$,-,$,-,$,-,0.0%
2100,FICA,,$,392,$,-,$,-,$,-,0.0%
3001,SOL TEACHER TRAIN-CARRYOVER,SOL TEACHER TRAIN-CARRYOVER,$,-,$,-,$,-,$,-,0.0%
3005,TEACH ER MENTOR PROGRAM,TEACH ER MENTOR PROGRAM,$,631,$,-,$,-,$,-,0.0%
,,TOTAL,$,"25,247",$,-,$,-,$,-,0.0%
,SCHOOL BOARD INITIATIVE,SCHOOL BOARD INITIATIVE,,,,,,,,,
3000,TEACHER MINI-GRANT,,$,"13,089",$,"15,000.00",$,"15,000",$,-,0.0%
,,TOTAL,$,"13,089",$,"15,000",$,"15,000",$,-,$
BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,,,,,,,,,
