Name: “Table 1 of 1 on page 23 of 77”,Name: “Table 1 of 1 on page 23 of 77”,Name: “Table 1 of 1 on page 23 of 77”,Name: “Table 1 of 1 on page 23 of 77”,Name: “Table 1 of 1 on page 23 of 77”,Name: “Table 1 of 1 on page 23 of 77”,Name: “Table 1 of 1 on page 23 of 77”,Name: “Table 1 of 1 on page 23 of 77”,Name: “Table 1 of 1 on page 23 of 77”,Name: “Table 1 of 1 on page 23 of 77”,Name: “Table 1 of 1 on page 23 of 77”,Name: “Table 1 of 1 on page 23 of 77”,Name: “Table 1 of 1 on page 23 of 77”
Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23
,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2003/2004 BUDGET,2003/2004 BUDGET,2003/2004 BUDGET,,,,,
PRIMARY SCHOOL,-,MEDIA,1.0.21.1.61320 .. .,,,,,,,,,PAGE 10
CODE,BUDGET FUNCTION,BUDGET FUNCTION,BUDGET FUNCTION,,2001/2002,,2002/2003,,2003/2004,,+INCREASE,
,,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(-DECREASE),%
1120,INSTRUCTIONAL SALARI ES,INSTRUCTIONAL SALARI ES,INSTRUCTIONAL SALARI ES,$,"44,357",$,"46,300",$,"48,000",$,"1,700",3.7%
1140,AID ES SALARIES,AID ES SALARIES,,$,"13,615",$,"14,435",$,"15,300",$,865,6.0%
2100,FICA BENEFITS,FICA BENEFITS,,$,"4,172",$,"4,650",$,"4,842",$,192,4.1%
2210,VRS BENEFITS- 9.44%,VRS BENEFITS- 9.44%,VRS BENEFITS- 9.44%,$,"5,041",$,"6,075",$,"6,318",$,243,4.0%
2300,HEALTH BENEFITS - 23.38%,HEALTH BENEFITS - 23.38%,HEALTH BENEFITS - 23.38%,$,"5,209",$,"5,543",$,"6,839",$,"1,296",23.4%
2400,GLI BENEFITS,,,$,300,$,-,$,-,$,-,0.0%
6000,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,$,"3,532",$,"4,960",$,"4,563",$,(397),-8.0%
,,TOTALS,TOTALS,$,"76,226",$,"81,963",$,"85,862",$,"3,899",4.8%
BUDGET 2003 2004 final as of 6-17-03 .xls,BUDGET 2003 2004 final as of 6-17-03 .xls,BUDGET 2003 2004 final as of 6-17-03 .xls,BUDGET 2003 2004 final as of 6-17-03 .xls,,,,,,,,,
