Name: “Table 1 of 1 on page 62 of 77”,Name: “Table 1 of 1 on page 62 of 77”,Name: “Table 1 of 1 on page 62 of 77”,Name: “Table 1 of 1 on page 62 of 77”,Name: “Table 1 of 1 on page 62 of 77”,Name: “Table 1 of 1 on page 62 of 77”,Name: “Table 1 of 1 on page 62 of 77”,Name: “Table 1 of 1 on page 62 of 77”,Name: “Table 1 of 1 on page 62 of 77”,Name: “Table 1 of 1 on page 62 of 77”,Name: “Table 1 of 1 on page 62 of 77”,Name: “Table 1 of 1 on page 62 of 77”
Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2003/2004 BUDGET,2003/2004 BUDGET,2003/2004 BUDGET,,,,,
SCHOOL FOOD SERVICE,SCHOOL FOOD SERVICE,1.0.90.0.65100 .....,,,,,,,,,PAGE49
CODE,BUDGET FUNCTION,,,2001/2002,,2002/2003,,2003/2004,,+INCREASE,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(-DECREASE),%
1110,SUPERVISOR SALARY,,$,"15,069",$,"23,040",$,"25,344",$,"2,304",10.0%
1180,FOOD SERVICE SALARIES,,$,"135,330",$,"135,112",$,"133,260",$,"(1,852)",-1 .4%
1181,SUBSTITUTE SALARIES,,$,572,$,"4,000",$,"4,000",$,-,0.0%
2100,FICA BENEFITS,,$,"10,856",$,"12,405",$,"12,439",$,35,0.3%
2210,VRS BENEFITS- 9.44%,,$,"10,684",$,"20,560",$,"21,382",$,822,4.0%
2300,HEALTH BENEFITS - 23.38%,,$,"15,735",$,"20,367",$,"25,129",$,"4,762",23.4%
2400,GLI BENEFITS,,$,470,$,,$,-,$,-,0.0%
5800,MEAL REIMB. - OPERATION,,$,"53,310",$,"59,050",$,"59,050",$,-,0.0%
,,TOTAL,$,"242,026",$,"274,533",$,"280,604",$,"6,071",2.2%
BUDGET 2003 2004 fi nal as of 6-17-03 .xls,BUDGET 2003 2004 fi nal as of 6-17-03 .xls,BUDGET 2003 2004 fi nal as of 6-17-03 .xls,,,,,,,,,
