Name: “Table 1 of 1 on page 67 of 77”,Name: “Table 1 of 1 on page 67 of 77”,Name: “Table 1 of 1 on page 67 of 77”,Name: “Table 1 of 1 on page 67 of 77”,Name: “Table 1 of 1 on page 67 of 77”,Name: “Table 1 of 1 on page 67 of 77”,Name: “Table 1 of 1 on page 67 of 77”,Name: “Table 1 of 1 on page 67 of 77”,Name: “Table 1 of 1 on page 67 of 77”,Name: “Table 1 of 1 on page 67 of 77”,Name: “Table 1 of 1 on page 67 of 77”,Name: “Table 1 of 1 on page 67 of 77”,Name: “Table 1 of 1 on page 67 of 77”,Name: “Table 1 of 1 on page 67 of 77”,Name: “Table 1 of 1 on page 67 of 77”
Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67
,,,,,,,,,,,,,,
,,,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,,,200312004 BUDGET,200312004 BUDGET,,,,,,
TITLE I,•,CHAPTER I,•,ELEMENTARY,1.1.22.1.611 00 .••••,1.1.22.1.611 00 .••••,,,,,,,,PAGE 54
CODE,,BUDGET FUNCTION,BUDGET FUNCTION,BUDGET FUNCTION,,,2001/2002,,2002/2003,,2003/2004,,+INCREASE,
,,,,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(·DECREASE),%
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,,$,"43,500",$,"46,712",$,"10,625",$,"(36,087)",-77.3%
1140,AIDES SALARIES,AIDES SALARIES,AIDES SALARIES,AIDES SALARIES,,$,"10,015",$,"10,616",$,"11,253",$,637,6.0%
2100,FICA BENEFITS,FICA BENEFITS,FICA BENEFITS,,,$,"3,717",$,"4,386",$,"1,674",$,"(2,712)",-61 .8%
2210,VRS BENEFITS- 9.44%,VRS BENEFITS- 9.44%,VRS BENEFITS- 9.44%,VRS BENEFITS- 9.44%,,$,"4,784",$,"5,733",$,"2,188",$,"(3,545)",-61 .8%
2300,HEALTH BENEFITS - 23.38%,HEALTH BENEFITS - 23.38%,HEALTH BENEFITS - 23.38%,HEALTH BENEFITS - 23.38%,,$,"5,258",$,"5,883",$,-,$,"(5,883)",-100.0%
2400,GLI BENEFITS,GLI BENEFITS,,,,$,256,$,-,$,-,$,-,0.0%
6000,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,,$,-,$,-,$,.,$,-,0.0%
8200,EQUIPMENT ADDITIONS,EQUIPMENT ADDITIONS,EQUIPMENT ADDITIONS,EQUIPMENT ADDITIONS,,$,-,$,,$,-,$,-,0.0%
,,,,,TOTAL,$,"67,530",$,"73,329",$,"25,739",$,"(47,590)",-64.9%
