Name: “Table 1 of 1 on page 34 of 77”,Name: “Table 1 of 1 on page 34 of 77”,Name: “Table 1 of 1 on page 34 of 77”,Name: “Table 1 of 1 on page 34 of 77”,Name: “Table 1 of 1 on page 34 of 77”,Name: “Table 1 of 1 on page 34 of 77”,Name: “Table 1 of 1 on page 34 of 77”,Name: “Table 1 of 1 on page 34 of 77”,Name: “Table 1 of 1 on page 34 of 77”,Name: “Table 1 of 1 on page 34 of 77”,Name: “Table 1 of 1 on page 34 of 77”,Name: “Table 1 of 1 on page 34 of 77”
Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2003/2004 BUDGET,2003/2004 BUDGET,2003/2004 BUDGET,,,,,
ELEMENTARY SCHOOL,ELEMENTARY SCHOOL,•,GIFTED & TALENTED,1.0.22.4.611 00 .•.,,,,,,,PAGE 21
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2001/2002,,2002/2003,,2003/2004,,+INCREASE,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(·DECREASE),%
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"36,457",$,"37,950",$,"32,300",$,"{5,650)",-14.9%
2100,FICA BENEFITS,,$,"2,799",$,"2,903",$,"2,471",$,(432),-14.9%
2210,VRS BENEFITS- 9.44%,VRS BENEFITS- 9.44%,$,"3,175",$,"3,795",$,"3,947",$,152,4.0%
2300,HEALTH BENEFITS - 23.38%,HEALTH BENEFITS - 23.38%,$,"1,118",$,"3,051",$,"3,764",$,713,23.4%
2400,GLI BENEFITS,,$,170,$,-,$,-,$,-,0.0%
3800,STAFF DEVELOPMENT,STAFF DEVELOPMENT,$,388,$,400,$,400,$,-,0.0%
6000,MATERIALS & SUPPLIES,MATERIALS & SUPPLIES,$,982,$,"1,200",$,900,$,(300),-25.0%
,TOTAL,TOTAL,$,"45,090",$,"49,299",$,"43,782",$,"(5,517)",-11.2%
BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,,,,,,,,,
