Name: “Table 1 of 1 on page 16 of 77”,Name: “Table 1 of 1 on page 16 of 77”,Name: “Table 1 of 1 on page 16 of 77”,Name: “Table 1 of 1 on page 16 of 77”,Name: “Table 1 of 1 on page 16 of 77”,Name: “Table 1 of 1 on page 16 of 77”,Name: “Table 1 of 1 on page 16 of 77”,Name: “Table 1 of 1 on page 16 of 77”,Name: “Table 1 of 1 on page 16 of 77”,Name: “Table 1 of 1 on page 16 of 77”,Name: “Table 1 of 1 on page 16 of 77”,Name: “Table 1 of 1 on page 16 of 77”,Name: “Table 1 of 1 on page 16 of 77”,Name: “Table 1 of 1 on page 16 of 77”
Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16,Table: 16
,,,,,,,,,,,,,
,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,,
,,,,2003 I 2004 BUDGET,2003 I 2004 BUDGET,2003 I 2004 BUDGET,2003 I 2004 BUDGET,,,,,,
,FEDERAL REVENUE,FEDERAL REVENUE,,,,,,,,,,,
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,,2001/2002,,2002/2003,,2003/2004,2003/2004,+INCREASE,+INCREASE,
,,,,,RECEIVED,,ESTIMATED,,PROJECTED,PROJECTED,(·DECREASE),(·DECREASE),%
10.555 SCHOOL FOOD PROGRAM,10.555 SCHOOL FOOD PROGRAM,10.555 SCHOOL FOOD PROGRAM,,$,"53,310",$,"59,050",$,,"59,050",$,.,0.0%
17.249 SCHOOL TO WORK GRANT,17.249 SCHOOL TO WORK GRANT,17.249 SCHOOL TO WORK GRANT,,$,"8,322",$,.,$,,.,$,.,0 .0%
84.002 ABE-ADULT BASIC EDUCATION,84.002 ABE-ADULT BASIC EDUCATION,84.002 ABE-ADULT BASIC EDUCATION,,$,"4,105",$,.,$,,.,$,-,0.0%
84.010 P.L. 89-10- TITLE I,84.010 P.L. 89-10- TITLE I,.,,$,"90,655",$,"62,250",$,-,"109,288",$,"47,038",75.6%
"~q ,t.ijf TITLE II- A","~q ,t.ijf TITLE II- A",,,$,-,$,-,$,,"54,705",$,"54,705",100.0%
"
    
    
    $
    -
    $
    -
    $
    
    3,998
    $
    3,998
    100.0%
    ","
    
    
    $
    -
    $
    -
    $
    
    3,998
    $
    3,998
    100.0%
    ",,,$,-,$,-,$,,"3,998",$,"3,998",100.0%
84.0,7 P.L. 105-17- TITLE VI-B,7 P.L. 105-17- TITLE VI-B,,$,"175,801",$,"190,372",$,,"190,372",$,-,0.0%
84.0271,SLIVER GRANT,,,$,"15,411",$,-,$,,-,$,-,0.0%
84.0272 ASSISTIVE TECHNOLOGY GRANT,84.0272 ASSISTIVE TECHNOLOGY GRANT,84.0272 ASSISTIVE TECHNOLOGY GRANT,,$,-,$,-,$,,-,$,-,0.0%
84.0273 PRC TECHNOLOGY GRANT,84.0273 PRC TECHNOLOGY GRANT,84.0273 PRC TECHNOLOGY GRANT,,$,-,$,-,$,,-,$,-,0.0%
84.048 VOCATIONAL ED EQUIPMENT,84.048 VOCATIONAL ED EQUIPMENT,84.048 VOCATIONAL ED EQUIPMENT,,$,75,$,"35,000",$,,-,$,"(35,000)",-100.0%
84.0481,CARL PERKINS I DISADV. HANDICAP.,CARL PERKINS I DISADV. HANDICAP.,,$,"17,581",$,"14,614",$,,"22,922",$,"8,308",56.8%
84.173 PRESCHOOL HANDICAPPED GRANT,84.173 PRESCHOOL HANDICAPPED GRANT,84.173 PRESCHOOL HANDICAPPED GRANT,,$,"3,211",$,"13,000",$,,"13,000",$,-,0.0%
84.186 DRUG FREE SCHOOLS,84.186 DRUG FREE SCHOOLS,84.186 DRUG FREE SCHOOLS,,$,"6,463",$,"7,700",$,,"8,176",$,476,6.2%
84.270 GOALS 2000,84.270 GOALS 2000,,,$,.,$,.,$,,-,$,-,0 .0%
84.281,TITLE II/ ED FOR ECONOMIC,TITLE II/ ED FOR ECONOMIC,SECURITY,$,828,$,"6,558",$,,-,$,"(6,558)",-100 .0%
84.298 TITLE V,84.298 TITLE V,,,$,"6,270",$,"9,569",$,,"10,176",$,607,6.3%
84.318 TECHNOLOGY LITERACY CHALLENGE,84.318 TECHNOLOGY LITERACY CHALLENGE,84.318 TECHNOLOGY LITERACY CHALLENGE,84.318 TECHNOLOGY LITERACY CHALLENGE,$,"67,304",$,-,$,,-,$,-,0.0%
84.330 AP GRANT,84.330 AP GRANT,,,$,-,$,-,$,,-,$,-,0.0%
84.340 CLASS SIZE REDUCTION,84.340 CLASS SIZE REDUCTION,84.340 CLASS SIZE REDUCTION,,$,"25,623",$,"30,747",$,,-,$,"(30,747)",-1 00.0%
3302010 ADULT BASIC EDUCATION,3302010 ADULT BASIC EDUCATION,3302010 ADULT BASIC EDUCATION,,,,$,-,$,,-,$,-,0.0%
3302120 P.L. 874 -IMPACT AID,3302120 P.L. 874 -IMPACT AID,3302120 P.L. 874 -IMPACT AID,,$,"131 ,176",$,"110,000",$,,"110,000",$,-,0.0%
3302121,IMPACT AID- DOD SUPPLEMENT,IMPACT AID- DOD SUPPLEMENT,,$,"21,468",$,-,$,,-,$,-,0.0%
3302990 OTHER FUNDS,3302990 OTHER FUNDS,,,$,-,$,-,$,,-,$,-,0.0%
3302991 WORK FORCE INVESTMENT ACT,3302991 WORK FORCE INVESTMENT ACT,3302991 WORK FORCE INVESTMENT ACT,,$,"2,586",$,-,$,,,$,-,0.0%
,TOTAL FEDERAL FUNDS,TOTAL FEDERAL FUNDS,,$,"630,188",$,"538,860",$,,"581,687",$,"42,827",7.9%
6/16/2003,3:59 PM,Budget Revenue 2003 2004 FINAL.xls,Budget Revenue 2003 2004 FINAL.xls,Budget Revenue 2003 2004 FINAL.xls,,,,,,,,,
