Name: “Table 1 of 1 on page 64 of 77”,Name: “Table 1 of 1 on page 64 of 77”,Name: “Table 1 of 1 on page 64 of 77”,Name: “Table 1 of 1 on page 64 of 77”,Name: “Table 1 of 1 on page 64 of 77”,Name: “Table 1 of 1 on page 64 of 77”,Name: “Table 1 of 1 on page 64 of 77”,Name: “Table 1 of 1 on page 64 of 77”,Name: “Table 1 of 1 on page 64 of 77”,Name: “Table 1 of 1 on page 64 of 77”,Name: “Table 1 of 1 on page 64 of 77”,Name: “Table 1 of 1 on page 64 of 77”
Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2003/2004 BUDGET,2003/2004 BUDGET,2003/2004 BUDGET,,,,,
INSTRUCTIONAL TECHNOLOGY,INSTRUCTIONAL TECHNOLOGY,1.0.90.9.681 00 •..,1.0.90.9.681 00 •..,,,,,,,,PAGE 51
CODE,BUDGET FUNCTION,,,2001/2002,,2002/2003,,2003/2004,,+INCREASE,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(· DECREASE),%
1120,INSTRUCTIONAL SALARIES,,$,"128,953",$,"137,525",$,"148,700",$,11 '175,8.1%
1140,TECHNICAL SUPPORT,,$,"20,158",$,"20,975",$,"18,400",$,"(2,575)",-12.3%
2100,FICA BENEFITS,,$,"11,035",$,"12,125",$,"12,783",$,658,5.4%
2210,VRS BENEFITS- 9.44%,,$,"13,101",$,"15,850",$,"16,484",$,634,4.0%
2300,HEALTH BENEFITS - 23.38%,,$,"9,268",$,"16,575",$,"19,450",$,"2,875",17.3%
2400,GROUP LIFE INSURANCE,,$,729,$,-,$,-,$,-,0.0%
2700,WORKERS' COMPENSATION,,$,-,$,"2,819",$,"3,242",$,423,15.0%
3000,PURCHASE SERVICES,,$,-,$,-,$,-,$,,0.0%
3002,RDA SUPPORT SERVICES,,$,-,$,-,$,"4,000",$,"4,000",100.0%
5000,OTHER CHARGES- UTILITIES,,$,-,$,,$,-,$,-,0.0%
5001,TELECOMMUNICATIONS,,$,"8,100",$,"14,680",$,"14,680",$,-,0.0%
5002,POSTAGE,,$,-,$,100,$,100,$,-,0.0%
5003,INSURANCE,,$,-,$,"1,250",$,"1,250",$,-,0.0%
5004,TRAVEL,,$,-,$,-,$,-,$,-,0.0%
6000,PPS TECH SUPPLIES,,$,"4,025",$,"5,310",$,"4,685",$,(625),-11.8%
6001,PES TECH SUPPLIES,,$,"4,961",$,"9,995",$,"9,370",$,(625),-6.3%
6002,PMS TECH SUPPLIES,,$,"12,146",$,"18,460",$,"17,835",$,(625),-3.4%
6003,PHS TECH SUPPLIES,,$,"5,406",$,"9,000",$,"8,375",$,(625),-6.9%
