Name: “Table 1 of 1 on page 68 of 77”,Name: “Table 1 of 1 on page 68 of 77”,Name: “Table 1 of 1 on page 68 of 77”,Name: “Table 1 of 1 on page 68 of 77”,Name: “Table 1 of 1 on page 68 of 77”,Name: “Table 1 of 1 on page 68 of 77”,Name: “Table 1 of 1 on page 68 of 77”,Name: “Table 1 of 1 on page 68 of 77”,Name: “Table 1 of 1 on page 68 of 77”,Name: “Table 1 of 1 on page 68 of 77”,Name: “Table 1 of 1 on page 68 of 77”,Name: “Table 1 of 1 on page 68 of 77”,Name: “Table 1 of 1 on page 68 of 77”
Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68
,,,,,,,,,,,,
,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,,
,,,,2003/2004 BUDGET,2003/2004 BUDGET,,,,,,,
TITLE II - A,PRIMARY,1.3.21 .1.61 100,,,,,,,,,PAGE,55
CODE,BUDGET FUNCTION,,2001/2002,,2002/2003,,,2003/2004,,+INCREASE,,
,,,ACTUAL,,APPROPRIATED,APPROPRIATED,,PROJECTED,,(- DECREASE),%,
1120 ESL TEACHER,1120 ESL TEACHER,,$,-,$,-,$,"10,000",$,"10,000",100.0%,100.0%
3000 STAFF DEVELOPMENT,3000 STAFF DEVELOPMENT,,$,-,$,-,$,"3,355",$,"3,355",100.0%,100.0%
6000 MATERIALS I SUPPLIES,6000 MATERIALS I SUPPLIES,,$,-,$,-,$,"4,000",$,"4,000",100.0%,100.0%
,,TOTAL,$,-,$,-,$,"17,355",-4,"17,355",100.0%,100.0%
TITLE II-A,ELEMENTARY,1.3.22.1 .611 00,,,,,,,,,,
CODE,BUDGET FUNCTION,,2001/2002,,2002/2003,,,2003/2004,,+INCREASE,,
,,,ACTUAL,,APPROPRIATED,APPROPRIATED,,PROJECTED,,(-DECREASE),%,
1120 SALARIES,1120 SALARIES,,$,-,$,-,$,"20,744",$,"20,744",100.0%,100.0%
1140 AIDES SALARIES,1140 AIDES SALARIES,,$,-,$,-,$,-,$,-,,0.0%
3000 STAFF DEVELOPMENT,3000 STAFF DEVELOPMENT,,$,-,$,-,$,-,$,-,100.0%,100.0%
,,TOTAL,$,-,$,-,$,"20,744",4,"20,744",100.0%,100.0%
TITLE II - A,MIDDLE,1.3.31 .1.61100,,,,,,,,,,
CODE,BUDGET FUNCTION,,2001/2002,,2002/2003,,,2003/2004,,+INCREASE,,
,,,ACTUAL,,APPROPRIATED,APPROPRIATED,,PROJECTED,,(-DECREASE),%,
3000 STAFF DEVELOPMENT,3000 STAFF DEVELOPMENT,,$,-,$,,$,,$,-,100.0%,100.0%
,,TOTAL,$,-,$,-,$,-,$,-,100.0%,100.0%
TITLE II-A,HIGH,1.3.32.1.611 00,,,,,,,,,,
CODE,BUDGET FUNCTION,,2001/2002,,2002/2003,,,2003/2004,,+INCREASE,,
,,,ACTUAL,,APPROPRIATED,APPROPRIATED,,PROJECTED,,(-DECREASE),%,
1120 SALARIES,1120 SALARIES,,$,-,$,-,$,"3,000",$,"3,000",100.0%,100.0%
3020 REMEDIATION,3020 REMEDIATION,,$,-,$,-,$,"3,106",$,"3,106",100.0%,100.0%
8200 EQUIPMENT,8200 EQUIPMENT,,$,-,$,-,$,-,$,-,,0.0%
,,TOTAL,$,-,$,-,$,"6,106",4,"6,106",,0.0%
TITLE II -A,DIVISION WIDE,1.3.90.1.611 00,,,,,,,,,,
CODE,BUDGET FUNCTION,,2001/2002,,2002/2003,,,2003/2004,,+INCREASE,,
,,,ACTUAL,,APPROPRIATED,APPROPRIATED,,PROJECTED,,(-DECREASE),%,
3000 STAFF DEVELOPMENT,3000 STAFF DEVELOPMENT,,$,-,$,-,$,"10,500",$,"10,500",100.0%,100.0%
3020 REMEDIATION,3020 REMEDIATION,,$,-,$,-,$,-,$,,100.0%,100.0%
8200 EQUIPMENT,8200 EQUIPMENT,,$,-,$,-,$,-,$,-,,0.0%
,,TOTAL,$,-,$,-,$,"10,500 .I$","10,500 .I$","10,500",,0.0%
,TITLE 11-D TECHNOLOGY- NO CHILD LEFT BEHIND,TITLE 11-D TECHNOLOGY- NO CHILD LEFT BEHIND,TITLE 11-D TECHNOLOGY- NO CHILD LEFT BEHIND,,,,,,,,,
3000 PROFESSIONAL DEVELOPMENT,3000 PROFESSIONAL DEVELOPMENT,3000 PROFESSIONAL DEVELOPMENT,,,,,$,"3,498",$,"3,498",100.0%,100.0%
5eetl TRAVEL,•,,,,,,$,500,$,500,100.0%,100.0%
~,,TOTAL,$,-,$,-,$,"3,998 /",$,"3,998",,0.0%
,GRAND TOTAL FOR TITLE II,,$,-,$,-,$,"58,703",,,,
BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,,,,,,,,,,
