Name: “Table 1 of 1 on page 45 of 77”,Name: “Table 1 of 1 on page 45 of 77”,Name: “Table 1 of 1 on page 45 of 77”,Name: “Table 1 of 1 on page 45 of 77”,Name: “Table 1 of 1 on page 45 of 77”,Name: “Table 1 of 1 on page 45 of 77”,Name: “Table 1 of 1 on page 45 of 77”,Name: “Table 1 of 1 on page 45 of 77”,Name: “Table 1 of 1 on page 45 of 77”,Name: “Table 1 of 1 on page 45 of 77”,Name: “Table 1 of 1 on page 45 of 77”,Name: “Table 1 of 1 on page 45 of 77”,Name: “Table 1 of 1 on page 45 of 77”
Table: 45,Table: 45,Table: 45,Table: 45,Table: 45,Table: 45,Table: 45,Table: 45,Table: 45,Table: 45,Table: 45,Table: 45,Table: 45
,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2003/2004 BUDGET,2003/2004 BUDGET,2003/2004 BUDGET,,,,,
HIGH SCHOOL,HIGH SCHOOL,-,INSTRUCTION,1.0.32.1.61100 ...,,,,,,,,PAGE 32
CODE,,BUDGET FUNCTION,BUDGET FUNCTION,,2001/2002,,2002/2003,,2003/2004,,+INCREASE,
,,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,(-DECREASE),%
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"1,800,212",$,"1,901,500",$,"1,915,000",$,"13,500",0.7%
1520,SUBSTITUTE TEACHERS,SUBSTITUTE TEACHERS,SUBSTITUTE TEACHERS,$,"33,891",$,"32,500",$,"42,500",$,"10,000",30.8%
1620,SUPPLEMENTAL SALARIES,SUPPLEMENTAL SALARIES,SUPPLEMENTAL SALARIES,$,"143,263",$,"128,050",$,"133,050",$,"5,000",3.9%
2100,FICA BENEFITS,FICA BENEFITS,FICA BENEFITS,$,"149,733",$,"157,632",$,"159,545",$,"1,913",1.2%
2210,VRS BENEFITS- 9.44%,VRS BENEFITS- 9.44%,VRS BENEFITS- 9.44%,$,"151 ,201",$,"190,000",$,"197,600",$,"7,600",4.0%
2300,HEALTH BENEFITS - 23.38%,HEALTH BENEFITS - 23.38%,HEALTH BENEFITS - 23.38%,$,"110,733",$,"130,409",$,"157,899",$,"27,490",21.1%
2400,GLI BENEFITS,GLI BENEFITS,GLI BENEFITS,$,"8,1 30",$,-,$,-,$,-,0.0%
2800,EARLY RETIREMENT PAY,EARLY RETIREMENT PAY,EARLY RETIREMENT PAY,$,-,$,-,$,-,$,-,0.0%
3000,OTHER INSTRUCTIONAL COST,OTHER INSTRUCTIONAL COST,OTHER INSTRUCTIONAL COST,$,"22,374",$,"17,651",$,"17,651",$,-,0.0%
3001,TITLE II MATH I SCIENCE,TITLE II MATH I SCIENCE,TITLE II MATH I SCIENCE,$,"2,748",$,"3,279",$,-,$,"(3,279)",-100.0%
3002,ATHLETIC OFFICIATING,ATHLETIC OFFICIATING,ATHLETIC OFFICIATING,$,"14,214",$,"14,214",$,"14,783",$,569,4.0%
3003,DRIVERS ED,DRIVERS ED,DRIVERS ED,$,"20,443",$,"25,175",$,"25,175",$,-,0.0%
3004,SCIENCE FAIR HOST COSTS,SCIENCE FAIR HOST COSTS,SCIENCE FAIR HOST COSTS,$,-,$,-,$,"3,000",$,"3,000",100.0%
3812,ALT.ED. - VIRTUAL HIGH SCHOOL,ALT.ED. - VIRTUAL HIGH SCHOOL,ALT.ED. - VIRTUAL HIGH SCHOOL,$,-,$,"25,000",$,"9,000",$,"(16,000)",-64.0%
3815,ISAEP,,,$,"7,961",$,"7,859",$,"7,859",$,-,0.0%
5500,TRAVEL,,,$,"3,146",$,"3,900",$,"3,925",$,25,0.6%
6000,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,$,"40,897",$,"46,000",$,"42,000",$,"(4,000)",-8.7%
6020,TEXTBOOKS,TEXTBOOKS,TEXTBOOKS,$,"32,099",$,"27,275",$,"22,945",$,"(4,330)",-15.9%
6033,SOL MATERIALS,SOL MATERIALS,SOL MATERIALS,$,"3,913",$,-,$,-,$,-,0.0%
7000,JOINT OPERATIONS/NEW HORIZONS,JOINT OPERATIONS/NEW HORIZONS,JOINT OPERATIONS/NEW HORIZONS,$,"192,610",$,"230,285",$,"241 ,799",$,"11,514",5.0%
8200,EQUIPMENT ADDITIONS,EQUIPMENT ADDITIONS,EQUIPMENT ADDITIONS,$,"19,484",$,"26,000",$,"24,575",$,"(1 ,425)",-5.5%
~01,OTHERUSEOFFUNDS,OTHERUSEOFFUNDS,OTHERUSEOFFUNDS,$,779,$,946,$,946,$,-,0.0%
8203 VO.ED. DISADVANTAGED,8203 VO.ED. DISADVANTAGED,8203 VO.ED. DISADVANTAGED,8203 VO.ED. DISADVANTAGED,$,"15,313",$,"7,307",$,"7,307",$,-,0.0%
,,,TOTAL,$,"2,773,144",$,"2,974,982",$,"3,026,559",$,"51,577",1.7%
,4% increase in teacher salaries,4% increase in teacher salaries,4% increase in teacher salaries,,,,,,,,,
,6% increase in paraeducator salaries,6% increase in paraeducator salaries,6% increase in paraeducator salaries,,,,,,,,,
,23.38% increase in health insurance,23.38% increase in health insurance,23.38% increase in health insurance,,,,,,,,,
,Title II Math Science moved to end of budget - page 55 (No Child Left Behind),Title II Math Science moved to end of budget - page 55 (No Child Left Behind),Title II Math Science moved to end of budget - page 55 (No Child Left Behind),Title II Math Science moved to end of budget - page 55 (No Child Left Behind),Title II Math Science moved to end of budget - page 55 (No Child Left Behind),Title II Math Science moved to end of budget - page 55 (No Child Left Behind),Title II Math Science moved to end of budget - page 55 (No Child Left Behind),,,,,
,Mileage rate increased from 24 cents to 32 cents,Mileage rate increased from 24 cents to 32 cents,Mileage rate increased from 24 cents to 32 cents,Mileage rate increased from 24 cents to 32 cents,,,,,,,,
BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,BUDGET 2003 2004 final as of 6-17-03.xls,,,,,,,,
