Name: “Table 1 of 1 on page 1 of 6”,Name: “Table 1 of 1 on page 1 of 6”,Name: “Table 1 of 1 on page 1 of 6”,Name: “Table 1 of 1 on page 1 of 6”,Name: “Table 1 of 1 on page 1 of 6”
Table: 1,Table: 1,Table: 1,Table: 1,Table: 1
,,,,
,"City of Hampton, Virginia","City of Hampton, Virginia","City of Hampton, Virginia",
,,,www.hampton.gov/budget,
,FY 2009 Council Approved,FY 2009 Council Approved,FY 2009 Council Approved,
,,,Budget-in-Brief,
,,,,Budget Highlights
TABLE OF C ONTENTS,,,,
Budget Highlights,1-2,"• Total City budget is $443,873,992, a 1.89% increase over FY 2008.","• Total City budget is $443,873,992, a 1.89% increase over FY 2008.","• Total City budget is $443,873,992, a 1.89% increase over FY 2008."
Hampton City Council,2,"• The City operations portion is $227,993,750, a (1.08%) decrease","• The City operations portion is $227,993,750, a (1.08%) decrease",
,,,over FY 2008.,
FY09 Tax and Fee Rates,3,,,
,,"• Total School budget is $215,880,242, a 5.22% increase over FY","• Total School budget is $215,880,242, a 5.22% increase over FY",
Revenue Highlights,4,,2008.,
Expenditure Summary,4,"• Total Local Contribution to Schools is $69,216,564, a 4.06%","• Total Local Contribution to Schools is $69,216,564, a 4.06%",
,,,"increase over FY 2008 based on a $1.06 tax rate, which is",
Balancing the Budget,5,,"$982,496 over the local funding formula requirement.",
Education Expenditures,5,,,Required Local Contribution according to State Law is
,,,"$32,732,015.",
Capital Budget,5-6,,,
,,,,Local Contribution in Excess of State Requirement is
Additional Information,,,"$36,484,549.",
and Copies,6,,,
,,,Tax & Fee Rate,
,,,Changes:,
,,,Real Estate Property,
,,,Tax Rate is 1.04/$100,
,,,assessed value.,
,,,Sewer User fee,
,,,increased by $0.41,
,,,from $1.07 to $1.48,
,,,per 100 cubic feet in,
,,,order to fund the,
,,,Department of,
,,,Environmental Quality,
,,,regional consent order obligations and enhance,
,,,sewer rehabilitation efforts.,
,,,All other taxes and rates remain the same.,
,,,,1
