Name: “Table 1 of 1 on page 164 of 166”,Name: “Table 1 of 1 on page 164 of 166”,Name: “Table 1 of 1 on page 164 of 166”,Name: “Table 1 of 1 on page 164 of 166”,Name: “Table 1 of 1 on page 164 of 166”,Name: “Table 1 of 1 on page 164 of 166”,Name: “Table 1 of 1 on page 164 of 166”
Table: 164,Table: 164,Table: 164,Table: 164,Table: 164,Table: 164,Table: 164
,,,,,,
,,Property Tax Levies and Tax Collections,Property Tax Levies and Tax Collections,Property Tax Levies and Tax Collections,,
,,,,,Total,
,Total,Collection,% of,Collection,"Collections,",% of Total
Fiscal,Tax,of Current,Levy,of Back,Current,Collections
Year,Levy,Taxes,Collected,Taxes,and Back,to Tax Levy
2001,"64,782,011","61,581,853",95.06%,"1,913,905","63,495,758",98.01%
2002,"66,574,122","65,456,146",98.32%,"1,916,554","67,372,700",101.20%
2003,"72,770,254","71,037,857",97.62%,"2,563,632","73,601,489",101.14%
2004,"77,632,358","75,152,542",96.81%,"2,403,245","77,555,787",99.90%
2005,"82,556,220","79,820,882",96.69%,"2,366,403","82,187,285",99.55%
2006,"95,154,222","94,002,341",98.79%,"2,356,361","96,358,702",101.27%
2007,"106,752,648","110,001,687",103.04%,"2,138,506","112,140,193",105.05%
2008,"115,926,317","118,483,255",102.21%,"2,719,656","121,202,911",104.55%
2009 (Est),"119,404,107","117,016,025",98.00%,"2,157,500","119,173,525",99.81%
2010 (Est),"122,986,230","119,471,722",97.14%,"2,157,500","121,629,222",98.90%
,,,Page G-23,,,
