Name: “Table 1 of 1 on page 101 of 166”,Name: “Table 1 of 1 on page 101 of 166”,Name: “Table 1 of 1 on page 101 of 166”,Name: “Table 1 of 1 on page 101 of 166”,Name: “Table 1 of 1 on page 101 of 166”,Name: “Table 1 of 1 on page 101 of 166”,Name: “Table 1 of 1 on page 101 of 166”,Name: “Table 1 of 1 on page 101 of 166”,Name: “Table 1 of 1 on page 101 of 166”,Name: “Table 1 of 1 on page 101 of 166”
Table: 101,Table: 101,Table: 101,Table: 101,Table: 101,Table: 101,Table: 101,Table: 101,Table: 101,Table: 101
,,,,,,,,,
Contribution to Williamsburg-James City,Contribution to Williamsburg-James City,Contribution to Williamsburg-James City,Contribution to Williamsburg-James City,Contribution to Williamsburg-James City,General Operating Fund,General Operating Fund,General Operating Fund,General Operating Fund,General Operating Fund
County Schools,,,,,,,,,
DESCRIPTION OF SERVICES,DESCRIPTION OF SERVICES,DESCRIPTION OF SERVICES,,,,,,,
"The Williamsburg-James City County Public Schools operates as an independent, consolidated school","The Williamsburg-James City County Public Schools operates as an independent, consolidated school","The Williamsburg-James City County Public Schools operates as an independent, consolidated school","The Williamsburg-James City County Public Schools operates as an independent, consolidated school","The Williamsburg-James City County Public Schools operates as an independent, consolidated school","The Williamsburg-James City County Public Schools operates as an independent, consolidated school","The Williamsburg-James City County Public Schools operates as an independent, consolidated school","The Williamsburg-James City County Public Schools operates as an independent, consolidated school","The Williamsburg-James City County Public Schools operates as an independent, consolidated school",
division.,"The Division operates 14 schools - eight elementary, three middle and three high schools.","The Division operates 14 schools - eight elementary, three middle and three high schools.","The Division operates 14 schools - eight elementary, three middle and three high schools.","The Division operates 14 schools - eight elementary, three middle and three high schools.","The Division operates 14 schools - eight elementary, three middle and three high schools.","The Division operates 14 schools - eight elementary, three middle and three high schools.","The Division operates 14 schools - eight elementary, three middle and three high schools.","The Division operates 14 schools - eight elementary, three middle and three high schools.",In
"August 2010, FY 2011, two additional schools are expected to open - the fourth middle school and the","August 2010, FY 2011, two additional schools are expected to open - the fourth middle school and the","August 2010, FY 2011, two additional schools are expected to open - the fourth middle school and the","August 2010, FY 2011, two additional schools are expected to open - the fourth middle school and the","August 2010, FY 2011, two additional schools are expected to open - the fourth middle school and the","August 2010, FY 2011, two additional schools are expected to open - the fourth middle school and the","August 2010, FY 2011, two additional schools are expected to open - the fourth middle school and the","August 2010, FY 2011, two additional schools are expected to open - the fourth middle school and the","August 2010, FY 2011, two additional schools are expected to open - the fourth middle school and the",
ninth elementary school.,"Funding is received from several sources - local appropriations, State and","Funding is received from several sources - local appropriations, State and","Funding is received from several sources - local appropriations, State and","Funding is received from several sources - local appropriations, State and","Funding is received from several sources - local appropriations, State and","Funding is received from several sources - local appropriations, State and","Funding is received from several sources - local appropriations, State and","Funding is received from several sources - local appropriations, State and",
Federal funds and charges for certain services.,Federal funds and charges for certain services.,Federal funds and charges for certain services.,Federal funds and charges for certain services.,This budget provides for James City County's share of the,This budget provides for James City County's share of the,This budget provides for James City County's share of the,This budget provides for James City County's share of the,This budget provides for James City County's share of the,This budget provides for James City County's share of the
"School Operating Budget and a contribution to Debt Service (repayment of borrowed funds, plus interest)","School Operating Budget and a contribution to Debt Service (repayment of borrowed funds, plus interest)","School Operating Budget and a contribution to Debt Service (repayment of borrowed funds, plus interest)","School Operating Budget and a contribution to Debt Service (repayment of borrowed funds, plus interest)","School Operating Budget and a contribution to Debt Service (repayment of borrowed funds, plus interest)","School Operating Budget and a contribution to Debt Service (repayment of borrowed funds, plus interest)","School Operating Budget and a contribution to Debt Service (repayment of borrowed funds, plus interest)","School Operating Budget and a contribution to Debt Service (repayment of borrowed funds, plus interest)","School Operating Budget and a contribution to Debt Service (repayment of borrowed funds, plus interest)","School Operating Budget and a contribution to Debt Service (repayment of borrowed funds, plus interest)"
relating to school facilities.,relating to school facilities.,,,,,,,,
BUDGET SUMMARY,,,,,,,,,
Breakdown,,FY 08,,FY 09,Percent,,FY 10,Percent,Percent
,,Adopted,,Adopted,Change,,Adopted,Change,Change
Local Contribution,$,"74,198,285",$,"74,694,700",6.7,$,"74,394,700",,(0.4)
Debt Service,,"17,191,116",,"18,570,000",8.0,,"20,407,170",,9.9
Salary/Fringes–Board,,"48,229",,"30,826",(36.1),,"30,826",,0.0
,$,"91,437,630",,"93,295,526",2.0,$,"94,832,696",,1.6
BUDGET COMMENTS,BUDGET COMMENTS,,,,,,,,
"The local contribution is made up of local revenues, including the State sales tax for education.","The local contribution is made up of local revenues, including the State sales tax for education.","The local contribution is made up of local revenues, including the State sales tax for education.","The local contribution is made up of local revenues, including the State sales tax for education.","The local contribution is made up of local revenues, including the State sales tax for education.","The local contribution is made up of local revenues, including the State sales tax for education.","The local contribution is made up of local revenues, including the State sales tax for education.","The local contribution is made up of local revenues, including the State sales tax for education.",The FY,
