Name: “Table 1 of 1 on page 158 of 166”,Name: “Table 1 of 1 on page 158 of 166”,Name: “Table 1 of 1 on page 158 of 166”,Name: “Table 1 of 1 on page 158 of 166”,Name: “Table 1 of 1 on page 158 of 166”,Name: “Table 1 of 1 on page 158 of 166”,Name: “Table 1 of 1 on page 158 of 166”,Name: “Table 1 of 1 on page 158 of 166”,Name: “Table 1 of 1 on page 158 of 166”,Name: “Table 1 of 1 on page 158 of 166”
Table: 158,Table: 158,Table: 158,Table: 158,Table: 158,Table: 158,Table: 158,Table: 158,Table: 158,Table: 158
,,,,,,,,,
,,General,General,Fund Revenues by Source (In Percent),Fund Revenues by Source (In Percent),Fund Revenues by Source (In Percent),Fund Revenues by Source (In Percent),,
,,,,,Use of,Charges,,,
,General,Other,"Licenses,",Fines,Money,for,,,
Fiscal,Property,Local,"Permits,",and,and,Current,Inter-,,
Year,Taxes,Taxes,Fees,Forfeitures,Property,Services,Government,Miscellaneous,Total
2001,59.4,14.2,5.5,0.2,2,2.4,16.1,0.2,100.00
2002,58.6,14.0,5.6,0.2,1.2,2.6,17.6,0.2,100.00
2003,59.8,13.8,5.8,0.2,0.6,3.0,16.6,0.2,100.00
2004,60.3,13.4,6.3,0.3,0.3,3.1,16.2,0.1,100.00
2005,59.4,14.5,6.2,0.2,0.5,2.8,16.3,0.1,100.00
2006,60.1,14.4,6.3,0.2,0.7,2.6,15.5,0.2,100.00
2007,61.6,13.5,5.9,0.2,1.1,2.4,15.2,0.1,100.00
2008,63.1,12.2,5.0,0.2,1.1,3.1,15.0,0.3,100.00
2009 (Est.),65.6,11.3,4.6,0.2,0.6,2.8,14.8,0.1,100.00
2010 (Est.),65.1,11.3,4.5,0.2,0.5,2.8,15.5,0.1,100.00
,,,,,Page G-17,,,,
