Name: “Table 1 of 1 on page 8 of 18”,Name: “Table 1 of 1 on page 8 of 18”,Name: “Table 1 of 1 on page 8 of 18”,Name: “Table 1 of 1 on page 8 of 18”,Name: “Table 1 of 1 on page 8 of 18”,Name: “Table 1 of 1 on page 8 of 18”
Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8
,,,,,
Programs & Services,Programs & Services,,,,
,,FY 2010,FY 2011,FY 2012,
,,Actual,Approved,Approved,Positions
Director's Office,Director's Office,,,,
Administrative and Leadership Services,Administrative and Leadership Services,"10,117,614","10,243,638","10,457,420",9
Provide the best possible quality and value in,Provide the best possible quality and value in,,,,
"water supply for the Hampton Roads region,","water supply for the Hampton Roads region,",,,,
and in water treatment/distribution and,and in water treatment/distribution and,,,,
wastewater conveyance throughout the City of,wastewater conveyance throughout the City of,,,,
Norfolk.,Norfolk.,,,,
Division Of Accounting & Budgeting,Division Of Accounting & Budgeting,,,,
Technical Support and Accounting Services,Technical Support and Accounting Services,"698,428","873,274","851,594",11
Provide quality financial services to all external,Provide quality financial services to all external,,,,
and internal customers in a fiscally responsible,and internal customers in a fiscally responsible,,,,
and cost effective manner.,and cost effective manner.,,,,
Division Of Engineering,Division Of Engineering,,,,
Engineering Services,Engineering Services,"2,682,277","3,873,754","3,824,835",46
Provide quality service to all customers through,Provide quality service to all customers through,,,,
the management of CIP and maintenance of the,the management of CIP and maintenance of the,,,,
City's water and wastewater infrastructure.,City's water and wastewater infrastructure.,,,,
Division of Water Accounts,Division of Water Accounts,"1,633,687","1,872,378","1,864,786",20
"Accounting, Billing, and Collection Services","Accounting, Billing, and Collection Services",,,,
provide excellent customer service to Norfolk,provide excellent customer service to Norfolk,,,,
"water customers in the areas of billing,","water customers in the areas of billing,",,,,
collections and dissemination of information.,collections and dissemination of information.,,,,
Division Of Water Distribution,Division Of Water Distribution,,,,
Distribution System Services,Distribution System Services,"8,013,313","8,739,545","8,918,409",96
324,Water,,,,
