Name: “Table 1 of 1 on page 9 of 18”,Name: “Table 1 of 1 on page 9 of 18”,Name: “Table 1 of 1 on page 9 of 18”,Name: “Table 1 of 1 on page 9 of 18”,Name: “Table 1 of 1 on page 9 of 18”,Name: “Table 1 of 1 on page 9 of 18”
Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9
,,,,,
Programs & Services,,,,,
,FY 2010,FY 2011,FY 2012,,
,Actual,Approved,Approved,Positions,Positions
Provide seamless water service for Norfolk,,,,,
residents by ensuring the proper operation and,,,,,
maintenance of the water distribution system,,,,,
as well as meter reading and meter,,,,,
replacements.,,,,,
Water Production Services,"20,073,286","21,527,304","20,595,319",,99
Provide a reliable and safe water supply to,,,,,
customers by operating and maintaining the,,,,,
"water treatment facilities, raw water pumping",,,,,
"and transmission facilities, water storage tanks,",,,,,
and distribution pumping facilities.,,,,,
Division Of Water Quality,,,,,
Water Quality Services,"828,060","1,075,547","1,082,312",,9
Provide high quality water that meets or,,,,,
exceeds all state and federal regulations,,,,,
through careful assessment and monitoring of,,,,,
the raw water and treated water and the,,,,,
management of City-owned reservoirs and,,,,,
adjacent watershed properties.,,,,,
Water Fund Debt Service,,,,,
Debt Service,"28,553,410","30,896,560","31,710,325",,0
Pay principal and interest for bond issuances,,,,,
that fund the improvement of water plant,,,,,
facilities and infrastructure.,,,,,
Total,"72,466,527","79,102,000","79,305,000",,290
,,,,Water,325
