Name: “Table 1 of 1 on page 108 of 121”,Name: “Table 1 of 1 on page 108 of 121”,Name: “Table 1 of 1 on page 108 of 121”,Name: “Table 1 of 1 on page 108 of 121”,Name: “Table 1 of 1 on page 108 of 121”,Name: “Table 1 of 1 on page 108 of 121”,Name: “Table 1 of 1 on page 108 of 121”,Name: “Table 1 of 1 on page 108 of 121”,Name: “Table 1 of 1 on page 108 of 121”
Table: 98,Table: 98,Table: 98,Table: 98,Table: 98,Table: 98,Table: 98,Table: 98,Table: 98
,,,,,,,,
,,Capital Improvement Plan,Capital Improvement Plan,,,,,
,,Contingency List,,,,,,
PROJECT,DEPARTMENT,DESCRIPTION,FY10,FY11,FY12,FY13,FY14,TOTAL
,,,,,,,,REQUEST
CATEGORY: Public Safety (Cont'd ),CATEGORY: Public Safety (Cont'd ),,,,,,,
,,Install diesel exhaust removal systems in all fire stations,,,,,,
Firefighter Health and,,,,,,,,
,Fire and Rescue,which removes toxic diesel exhaust fumes generated by fire,"210,000","150,000","150,000","150,000","150,000","810,000"
Wellness,,,,,,,,
,,trucks leaving and returning to fire apparatus bays.,,,,,,
Helicopter,Police,Emerging requirement.,"1,000,000",0,0,0,0,"1,000,000"
,,System to rapidly and efficiently process applicant,,,,,,
,,"identification (employment, sex offender, concealed",,,,,,
Live Scan,Police,,"69,757","9,844","9,844","9,844","9,844","109,133"
,,"weapons, and foster care) with results returning in hours",,,,,,
,,rather than weeks or months.,,,,,,
,,Outfit current fleet of police vehicles with computers and,,,,,,
,,peripherals necessary to give officers the ability to complete,,,,,,
Mobile Field Reporting,Police,,"1,644,415","67,967","488,598","462,047","475,908","3,138,935"
,,reports from the vehicle. The peripherals will include a GPS,,,,,,
,,system and also increase the speed of connections.,,,,,,
,,"Construct a 15,000 square feet fire station including design,",,,,,,
,,"geotechnical survey, construction contingency, special",,,,,,
Phoebus Fire Station,Fire and Rescue,"inspections/construction materials testing, utilities, telephone","1,000,000","4,125,000",0,0,0,"5,125,000"
,,"and data, furniture, fixtures and equipment and land",,,,,,
,,acquisition.,,,,,,
,,Provide Uniformed Patrol Officers with a (Smith & Wesson /,,,,,,
,,Cold / Bushmaster) .223 cal Patrol Rifle. These rifles will,,,,,,
Police Patrol Rifle/ Night,,,,,,,,
,Police,replace the Police shotgun and provide a more accurate,0,0,0,"526,038",0,"526,038"
Vision Scopes,,,,,,,,
,,weapon best suited for our urban environment. This request,,,,,,
,,is partially funded in the FY09-13 CIP.,,,,,,
Police Vehicles/Take Home,,Purchase replacement vehicles for Uniform Patrol and,,,,,,
,Police,,"164,100","254,523","350,223","452,510","536,954","1,758,310"
Car Program,,Investigative Services.,,,,,,
,,Install heavy duty washers and dryers in each station to,,,,,,
Protective Clothing,,,,,,,,
,Fire Division,"facilitate cleaning protective clothing after each use, and","75,000","5,000","5,000","5,000","5,000","95,000"
Maintenance,,,,,,,,
,,every 6 months; required for compliance with NFPA 1851.,,,,,,
