Name: “Table 1 of 1 on page 37 of 121”,Name: “Table 1 of 1 on page 37 of 121”,Name: “Table 1 of 1 on page 37 of 121”,Name: “Table 1 of 1 on page 37 of 121”,Name: “Table 1 of 1 on page 37 of 121”,Name: “Table 1 of 1 on page 37 of 121”,Name: “Table 1 of 1 on page 37 of 121”
Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27
,,,,,,
Capital Improvement Plan by Funding Source,Capital Improvement Plan by Funding Source,Capital Improvement Plan by Funding Source,Capital Improvement Plan by Funding Source,,,
,Fiscal Years 2010 ~ 2014,Fiscal Years 2010 ~ 2014,,,,
REVENUES,FY10,FY11,FY12,FY13,FY14,Total
,General Fund Revenues,General Fund Revenues,,,,
General Fund Balance Transfer,"$4,487,500","$2,000,000","$2,000,000","$2,000,000","$2,000,000","12,487,500"
General Fund Operating Revenues,0,"5,284,116","3,372,116","5,097,000","4,500,000","18,253,232"
Urban Maintenance Contribution,"4,035,000","4,035,000","4,035,000","4,035,000","4,035,000","20,175,000"
Total General Fund Revenues,"8,522,500","11,319,116","9,407,116","11,132,000","10,535,000","50,915,732"
,Other Revenues,Other Revenues,,,,
Congestion Mitigation Air Quality (CMAQ) Funds,"267,296","1,085,572",0,0,0,"1,352,868"
General Obligation Bond Interest,"3,900,000",0,0,0,0,"3,900,000"
General Obligation Bond Proceeds,"4,555,104","5,000,000","47,750,000","28,712,500",0,"86,017,604"
General Obligation Bond Proceeds ~ Schools,"5,287,500","5,287,500","57,587,500","5,287,500","5,287,500","78,737,500"
Stormwater Funds,"585,000","585,000","585,000","585,000","585,000","2,925,000"
Urban Construction Funds,"15,000,000",0,0,0,0,"15,000,000"
Urban Development Action Grant (UDAG) Funds,"200,000","200,000","200,000","152,628",0,"752,628"
Total Other Revenues,"29,794,900","12,158,072","106,122,500","34,737,628","5,872,500","188,685,600"
GRAND TOTAL ~ Revenues,"$38,317,400","$23,477,188","$115,529,616","$45,869,628","$16,407,500","$239,601,332"
EXPENDITURES,FY10,FY11,FY12,FY13,FY14,Total
,General Fund Balance Transfer,General Fund Balance Transfer,General Fund Balance Transfer,,,
Maintenance of Public Properties and,,,,,,
Performance Support,,,,,,
Building Maintenance,$0,"$2,000,000","$2,000,000","$2,000,000","$2,000,000","$8,000,000"
Hampton Public Library Furniture Replacement,"122,500",0,0,0,0,"122,500"
Re-engineering Technology,"100,000",0,0,0,0,"100,000"
Master Plans,,,,,,
Downtown Investments:,,,,,,
Acquisition of Kingsway Property,"625,000",0,0,0,0,"625,000"
Redevelopment of Macy Carmel Site,"400,000",0,0,0,0,"400,000"
