Name: “Table 1 of 1 on page 87 of 116”,Name: “Table 1 of 1 on page 87 of 116”,Name: “Table 1 of 1 on page 87 of 116”,Name: “Table 1 of 1 on page 87 of 116”,Name: “Table 1 of 1 on page 87 of 116”,Name: “Table 1 of 1 on page 87 of 116”,Name: “Table 1 of 1 on page 87 of 116”,Name: “Table 1 of 1 on page 87 of 116”,Name: “Table 1 of 1 on page 87 of 116”,Name: “Table 1 of 1 on page 87 of 116”,Name: “Table 1 of 1 on page 87 of 116”
Table: 87,Table: 87,Table: 87,Table: 87,Table: 87,Table: 87,Table: 87,Table: 87,Table: 87,Table: 87,Table: 87
,,,,,,,,,,
,,,Implement Automated Meter Reading System,Implement Automated Meter Reading System,Implement Automated Meter Reading System,Implement Automated Meter Reading System,Implement Automated Meter Reading System,Implement Automated Meter Reading System,,
Department,Department,,,,,,Project Description,Project Description,,
Water Utility,Water Utility,,,,,Provide funds for the procurement of qualified consultants to,Provide funds for the procurement of qualified consultants to,Provide funds for the procurement of qualified consultants to,Provide funds for the procurement of qualified consultants to,Provide funds for the procurement of qualified consultants to
,,,,,,"perform a comprehensive, unbiased review of alternative","perform a comprehensive, unbiased review of alternative","perform a comprehensive, unbiased review of alternative","perform a comprehensive, unbiased review of alternative","perform a comprehensive, unbiased review of alternative"
Account #,Account #,,,,,current and emerging meter reading system technologies.,current and emerging meter reading system technologies.,current and emerging meter reading system technologies.,current and emerging meter reading system technologies.,current and emerging meter reading system technologies.
5300 33 1109,5300 33 1109,,,,,,,,,
Customers Served,Customers Served,,,,,,,,,
Residents,v,Business,v,City Services,,,,,,
Educational Community,Educational Community,Educational Community,,Tourists/Visitors,,,,,,
,,,,,Financial Summary,Financial Summary,,,,
,,FY 2012,FY 2012,FY 2012,FY 2013,FY 2014,FY 2015,FY 2016,FY 2017,TOTAL
FY 2013 Approved,FY 2013 Approved,,,N/A,0,"300,000",0,0,0,"300,000"
FY 2012 Approved,FY 2012 Approved,,,0,0,0,0,0,N/A,0
Estimated Operating,Estimated Operating,,,N/A,0,0,0,0,0,0
Budget Impact,Budget Impact,,,,,,,,,
FY 2013 Anticipated Budget Distribution:,FY 2013 Anticipated Budget Distribution:,FY 2013 Anticipated Budget Distribution:,FY 2013 Anticipated Budget Distribution:,FY 2013 Anticipated Budget Distribution:,,,,,,
Planning / Design,Planning / Design,,,,0,,,,,
Acquisition / Relocation,Acquisition / Relocation,Acquisition / Relocation,,,0,,,,,
Site Improvements,Site Improvements,,,,0,Prior Capital Funding,Prior Capital Funding,,"300,000",
Construction,Construction,,,,0,FY 2013 Approved,FY 2013 Approved,,,0
Inspections / Permits,Inspections / Permits,,,,0,Capital Share Remaining,Capital Share Remaining,,"300,000",
,,Total,,,0,Project Total,,,"600,000",
,,Property Address:,Property Address:,Property Address:,Citywide,,,,,
,,,,,,,,,Water Utility CIP - 459,Water Utility CIP - 459
