Name: “Table 1 of 1 on page 93 of 116”,Name: “Table 1 of 1 on page 93 of 116”,Name: “Table 1 of 1 on page 93 of 116”,Name: “Table 1 of 1 on page 93 of 116”,Name: “Table 1 of 1 on page 93 of 116”,Name: “Table 1 of 1 on page 93 of 116”,Name: “Table 1 of 1 on page 93 of 116”,Name: “Table 1 of 1 on page 93 of 116”,Name: “Table 1 of 1 on page 93 of 116”,Name: “Table 1 of 1 on page 93 of 116”,Name: “Table 1 of 1 on page 93 of 116”
Table: 93,Table: 93,Table: 93,Table: 93,Table: 93,Table: 93,Table: 93,Table: 93,Table: 93,Table: 93,Table: 93
,,,,,,,,,,
,,,Replace Spillway on Lake Taylor Dam,Replace Spillway on Lake Taylor Dam,Replace Spillway on Lake Taylor Dam,Replace Spillway on Lake Taylor Dam,Replace Spillway on Lake Taylor Dam,,,
Department,Department,,,,,,Project Description,Project Description,,
Water Utility,Water Utility,,,,,Provide funds to replace the spillway on a storm water,Provide funds to replace the spillway on a storm water,Provide funds to replace the spillway on a storm water,Provide funds to replace the spillway on a storm water,
,,,,,,detention pond which will help control the water level in Lake,detention pond which will help control the water level in Lake,detention pond which will help control the water level in Lake,detention pond which will help control the water level in Lake,detention pond which will help control the water level in Lake
Account #,Account #,,,,,Taylor.,,,,
5300 33 4175,5300 33 4175,,,,,,,,,
Customers Served,Customers Served,,,,,,,,,
Residents,v,Business,City Services,City Services,v,,,,,
Educational Community,Educational Community,Educational Community,Tourists/Visitors,Tourists/Visitors,,,,,,
,,,,,Financial Summary,Financial Summary,,,,
,,FY 2012,,FY 2013,,FY 2014,FY 2015,FY 2016,FY 2017,TOTAL
FY 2013 Approved,FY 2013 Approved,,N/A,"75,000","75,000",0,0,0,0,"75,000"
FY 2012 Approved,FY 2012 Approved,,0,"75,000","75,000",0,0,0,N/A,"75,000"
Estimated Operating,Estimated Operating,,N/A,,0,0,0,0,0,0
Budget Impact,Budget Impact,,,,,,,,,
FY 2013 Anticipated Budget Distribution:,FY 2013 Anticipated Budget Distribution:,FY 2013 Anticipated Budget Distribution:,FY 2013 Anticipated Budget Distribution:,FY 2013 Anticipated Budget Distribution:,,,,,,
Planning / Design,Planning / Design,,,,0,,,,,
Acquisition / Relocation,Acquisition / Relocation,Acquisition / Relocation,,,0,,,,,
Site Improvements,Site Improvements,,,"75,000","75,000",Prior Capital Funding,Prior Capital Funding,,,0
Construction,Construction,,,,0,FY 2013 Approved,FY 2013 Approved,,"75,000",
Inspections / Permits,Inspections / Permits,,,,0,Capital Share Remaining,Capital Share Remaining,,,0
,,Total,,"75,000","75,000",Project Total,,,"75,000",
,,Property Address:,Property Address:,Lake Taylor,Lake Taylor,,,,,
,,,,,,,,,Water Utility CIP - 465,Water Utility CIP - 465
