Name: “Table 1 of 1 on page 79 of 116”,Name: “Table 1 of 1 on page 79 of 116”,Name: “Table 1 of 1 on page 79 of 116”,Name: “Table 1 of 1 on page 79 of 116”,Name: “Table 1 of 1 on page 79 of 116”,Name: “Table 1 of 1 on page 79 of 116”,Name: “Table 1 of 1 on page 79 of 116”,Name: “Table 1 of 1 on page 79 of 116”,Name: “Table 1 of 1 on page 79 of 116”,Name: “Table 1 of 1 on page 79 of 116”,Name: “Table 1 of 1 on page 79 of 116”
Table: 79,Table: 79,Table: 79,Table: 79,Table: 79,Table: 79,Table: 79,Table: 79,Table: 79,Table: 79,Table: 79
,,,,,,,,,,
,,,Improve Infrastructure and Acquire Property,Improve Infrastructure and Acquire Property,Improve Infrastructure and Acquire Property,Improve Infrastructure and Acquire Property,Improve Infrastructure and Acquire Property,Improve Infrastructure and Acquire Property,,
Department,Department,,,,,,Project Description,Project Description,,
Executive,,,,,,"Provide funds to address various infrastructure, disposition","Provide funds to address various infrastructure, disposition","Provide funds to address various infrastructure, disposition","Provide funds to address various infrastructure, disposition","Provide funds to address various infrastructure, disposition"
,,,,,,and acquisition needs as they arise.,and acquisition needs as they arise.,and acquisition needs as they arise.,,
Account #,Account #,,,,,,,,,
4000 02 3174,4000 02 3174,,,,,,,,,
Customers Served,Customers Served,,,,,,,,,
Residents,v,Business,City Services,City Services,,,,,,
Educational Community,Educational Community,Educational Community,Tourists/Visitors,Tourists/Visitors,v,,,,,
,,,,,Financial Summary,Financial Summary,,,,
,,FY 2012,FY 2012,FY 2013,,FY 2014,FY 2015,FY 2016,FY 2017,TOTAL
FY 2013 Approved,FY 2013 Approved,,N/A,"1,100,000","1,100,000",0,0,0,0,"1,100,000"
FY 2012 Approved,FY 2012 Approved,"1,100,000","1,100,000",,0,0,0,0,N/A,"1,100,000"
Estimated Operating,Estimated Operating,,N/A,,0,0,0,0,0,0
Budget Impact,Budget Impact,,,,,,,,,
FY 2013 Anticipated Budget Distribution:,FY 2013 Anticipated Budget Distribution:,FY 2013 Anticipated Budget Distribution:,FY 2013 Anticipated Budget Distribution:,FY 2013 Anticipated Budget Distribution:,,,,,,
Planning / Design,Planning / Design,,,,0,,,,,
Acquisition / Relocation,Acquisition / Relocation,Acquisition / Relocation,,,0,,,,,
Site Improvements,Site Improvements,,,,0,Prior Capital Funding,Prior Capital Funding,,"6,350,000",
Construction,Construction,,,"1,100,000","1,100,000",FY 2013 Approved,FY 2013 Approved,,"1,100,000",
Inspections / Permits,Inspections / Permits,,,,0,Capital Share Remaining,Capital Share Remaining,,,0
,,Total,,"1,100,000","1,100,000",Project Total,,,"7,450,000",
,,Property Address:,Property Address:,Citywide,Citywide,,,,,
,,,,,,,,Well-Managed Government CIP - 453,Well-Managed Government CIP - 453,Well-Managed Government CIP - 453
