Name: “Table 1 of 1 on page 99 of 116”,Name: “Table 1 of 1 on page 99 of 116”,Name: “Table 1 of 1 on page 99 of 116”,Name: “Table 1 of 1 on page 99 of 116”,Name: “Table 1 of 1 on page 99 of 116”,Name: “Table 1 of 1 on page 99 of 116”,Name: “Table 1 of 1 on page 99 of 116”,Name: “Table 1 of 1 on page 99 of 116”,Name: “Table 1 of 1 on page 99 of 116”,Name: “Table 1 of 1 on page 99 of 116”,Name: “Table 1 of 1 on page 99 of 116”
Table: 99,Table: 99,Table: 99,Table: 99,Table: 99,Table: 99,Table: 99,Table: 99,Table: 99,Table: 99,Table: 99
,,,,,,,,,,
,,,,Improve Wastewater Collection System,Improve Wastewater Collection System,Improve Wastewater Collection System,Improve Wastewater Collection System,,,
Department,Department,,,,,,Project Description,Project Description,Project Description,
Wastewater Utility,Wastewater Utility,,,,,Provide funds for the replacement or rehabilitation of several,Provide funds for the replacement or rehabilitation of several,Provide funds for the replacement or rehabilitation of several,Provide funds for the replacement or rehabilitation of several,Provide funds for the replacement or rehabilitation of several
,,,,,,thousand feet of gravity sanitary sewer pipe to eliminate,thousand feet of gravity sanitary sewer pipe to eliminate,thousand feet of gravity sanitary sewer pipe to eliminate,thousand feet of gravity sanitary sewer pipe to eliminate,
Account #,Account #,,,,,"overflows. In addition, upgrades to pump stations and failing","overflows. In addition, upgrades to pump stations and failing","overflows. In addition, upgrades to pump stations and failing","overflows. In addition, upgrades to pump stations and failing","overflows. In addition, upgrades to pump stations and failing"
5200 34 3082,5200 34 3082,,,,,sections of force mains will be made.,sections of force mains will be made.,sections of force mains will be made.,,
Customers Served,Customers Served,,,,,,,,,
Residents,v,Business,v,City Services,,,,,,
Educational Community,Educational Community,Educational Community,,Tourists/Visitors,,,,,,
,,,,,Financial Summary,Financial Summary,Financial Summary,,,
,,FY 2012,FY 2012,FY 2012,FY 2013,FY 2014,FY 2015,FY 2016,FY 2017,TOTAL
FY 2013 Approved,FY 2013 Approved,,,N/A,"17,000,000","17,000,000","17,000,000","17,000,000","17,000,000","85,000,000"
FY 2012 Approved,FY 2012 Approved,"17,000,000","17,000,000","17,000,000","17,000,000","17,000,000","17,000,000","17,000,000",N/A,"85,000,000"
Estimated Operating,Estimated Operating,,,N/A,0,0,0,0,0,0
Budget Impact,Budget Impact,,,,,,,,,
FY 2013 Anticipated Budget Distribution:,FY 2013 Anticipated Budget Distribution:,FY 2013 Anticipated Budget Distribution:,FY 2013 Anticipated Budget Distribution:,FY 2013 Anticipated Budget Distribution:,,,,,,
Planning / Design,Planning / Design,,,,0,,,,,
Acquisition / Relocation,Acquisition / Relocation,Acquisition / Relocation,,,0,,,,,
Site Improvements,Site Improvements,,,,"17,000,000",Prior Capital Funding,Prior Capital Funding,,"122,505,000",
Construction,Construction,,,,0,FY 2013 Approved,FY 2013 Approved,,"17,000,000",
Inspections / Permits,Inspections / Permits,,,,0,Capital Share Remaining,Capital Share Remaining,,"68,000,000",
,,Total,,,"17,000,000",Project Total,Project Total,,"207,505,000",
,,Property Address:,Property Address:,Property Address:,Citywide,,,,,
,,,,,,,,Wastewater Utility CIP - 469,Wastewater Utility CIP - 469,Wastewater Utility CIP - 469
