Name: “Table 1 of 1 on page 80 of 116”,Name: “Table 1 of 1 on page 80 of 116”,Name: “Table 1 of 1 on page 80 of 116”,Name: “Table 1 of 1 on page 80 of 116”,Name: “Table 1 of 1 on page 80 of 116”,Name: “Table 1 of 1 on page 80 of 116”,Name: “Table 1 of 1 on page 80 of 116”,Name: “Table 1 of 1 on page 80 of 116”,Name: “Table 1 of 1 on page 80 of 116”,Name: “Table 1 of 1 on page 80 of 116”,Name: “Table 1 of 1 on page 80 of 116”
Table: 80,Table: 80,Table: 80,Table: 80,Table: 80,Table: 80,Table: 80,Table: 80,Table: 80,Table: 80,Table: 80
,,,,,,,,,,
,,,Design and Construct Courthouse Complex,Design and Construct Courthouse Complex,Design and Construct Courthouse Complex,Design and Construct Courthouse Complex,Design and Construct Courthouse Complex,,,
Department,Department,,,,,,Project Description,Project Description,,
Public Works,Public Works,,,,,Provide funds for the construction of a new Court Complex for,Provide funds for the construction of a new Court Complex for,Provide funds for the construction of a new Court Complex for,Provide funds for the construction of a new Court Complex for,Provide funds for the construction of a new Court Complex for
,,,,,,"the Circuit, General District and Juvenile and Domestic","the Circuit, General District and Juvenile and Domestic","the Circuit, General District and Juvenile and Domestic","the Circuit, General District and Juvenile and Domestic","the Circuit, General District and Juvenile and Domestic"
Account #,Account #,,,,,Relations courts based on a two-phased approach. The,Relations courts based on a two-phased approach. The,Relations courts based on a two-phased approach. The,Relations courts based on a two-phased approach. The,Relations courts based on a two-phased approach. The
4000 10 3076,4000 10 3076,,,,,funding of the project will be provided to correspond to,funding of the project will be provided to correspond to,funding of the project will be provided to correspond to,funding of the project will be provided to correspond to,funding of the project will be provided to correspond to
,,,,,,stages of design and construction.,stages of design and construction.,,,
Customers Served,Customers Served,,,,,,,,,
Residents,v,Business,City Services,City Services,v,,,,,
Educational Community,Educational Community,Educational Community,Tourists/Visitors,Tourists/Visitors,,,,,,
,,,,,Financial Summary,Financial Summary,Financial Summary,,,
,,FY 2012,FY 2012,FY 2013,,FY 2014,FY 2015,FY 2016,FY 2017,TOTAL
FY 2013 Approved,FY 2013 Approved,,N/A,,0,"26,433,382","3,109,600",0,0,"29,542,982"
FY 2012 Approved,FY 2012 Approved,"19,120,900","19,120,900","6,062,300","6,062,300","39,982,000","3,109,600",0,N/A,"68,274,800"
Estimated Operating,Estimated Operating,,N/A,,0,"600,000","1,200,000","1,800,000","1,800,000","5,400,000"
Budget Impact,Budget Impact,,,,,,,,,
FY 2013 Anticipated Budget Distribution:,FY 2013 Anticipated Budget Distribution:,FY 2013 Anticipated Budget Distribution:,FY 2013 Anticipated Budget Distribution:,,,,,,,
Planning / Design,Planning / Design,,,0,0,,,,,
Acquisition / Relocation,Acquisition / Relocation,Acquisition / Relocation,,0,0,,,,,
Site Improvements,Site Improvements,,,0,0,Prior Capital Funding,Prior Capital Funding,,"92,166,181","92,166,181"
Construction,Construction,,,0,0,FY 2013 Approved,FY 2013 Approved,,,0
Inspections / Permits,Inspections / Permits,,,0,0,Capital Share Remaining,Capital Share Remaining,,"29,542,982","29,542,982"
,,Total,,0,0,Project Total,Project Total,,"121,709,163","121,709,163"
,,Property Address:,Property Address:,100 St. Paul's Boulevard,100 St. Paul's Boulevard,100 St. Paul's Boulevard,100 St. Paul's Boulevard,,,
454 - CIP Well-Managed Government,454 - CIP Well-Managed Government,454 - CIP Well-Managed Government,454 - CIP Well-Managed Government,,,,,,,
