Name: “Table 1 of 1 on page 111 of 116”,Name: “Table 1 of 1 on page 111 of 116”,Name: “Table 1 of 1 on page 111 of 116”,Name: “Table 1 of 1 on page 111 of 116”,Name: “Table 1 of 1 on page 111 of 116”,Name: “Table 1 of 1 on page 111 of 116”,Name: “Table 1 of 1 on page 111 of 116”,Name: “Table 1 of 1 on page 111 of 116”,Name: “Table 1 of 1 on page 111 of 116”,Name: “Table 1 of 1 on page 111 of 116”,Name: “Table 1 of 1 on page 111 of 116”
Table: 111,Table: 111,Table: 111,Table: 111,Table: 111,Table: 111,Table: 111,Table: 111,Table: 111,Table: 111,Table: 111
,,,,,,,,,,
,,,,Enhance Parking System,Enhance Parking System,Enhance Parking System,Enhance Parking System,,,
Department,,,,,,,Project Description,Project Description,,
Parking Facilities,,,,,,Provide funds to facilitate bringing all current revenue control,Provide funds to facilitate bringing all current revenue control,Provide funds to facilitate bringing all current revenue control,Provide funds to facilitate bringing all current revenue control,Provide funds to facilitate bringing all current revenue control
,,,,,,and reporting systems into one integrated system.,and reporting systems into one integrated system.,and reporting systems into one integrated system.,and reporting systems into one integrated system.,
Account #,,,,,,,,,,
5100 38 4184,,,,,,,,,,
Customers Served,,,,,,,,,,
Residents,Business,v,City Services,City Services,v,,,,,
Educational Community,Educational Community,,Tourists/Visitors,Tourists/Visitors,,,,,,
,,,,,Financial Summary,Financial Summary,,,,
,FY 2012,FY 2012,FY 2012,FY 2013,,FY 2014,FY 2015,FY 2016,FY 2017,TOTAL
FY 2013 Approved,,,N/A,"500,000","500,000",0,0,0,0,"500,000"
FY 2012 Approved,,,0,,0,0,0,0,N/A,0
Estimated Operating,,,N/A,,0,0,0,0,0,0
Budget Impact,,,,,,,,,,
FY 2013 Anticipated Budget Distribution:,FY 2013 Anticipated Budget Distribution:,FY 2013 Anticipated Budget Distribution:,FY 2013 Anticipated Budget Distribution:,FY 2013 Anticipated Budget Distribution:,,,,,,
Planning / Design,,,,,0,,,,,
Acquisition / Relocation,Acquisition / Relocation,,,,0,,,,,
Site Improvements,,,,,0,Prior Capital Funding,Prior Capital Funding,,,0
Construction,,,,"500,000","500,000",FY 2013 Approved,FY 2013 Approved,,"500,000",
Inspections / Permits,,,,,0,Capital Share Remaining,Capital Share Remaining,,,0
,Total,,,"500,000","500,000",Project Total,,,"500,000",
,Property Address:,Property Address:,Property Address:,Citywide,Citywide,,,,,
,,,,,,,,,Parking Facilities CIP - 477,Parking Facilities CIP - 477
