Name: “Table 1 of 1 on page 1 of 14”,Name: “Table 1 of 1 on page 1 of 14”,Name: “Table 1 of 1 on page 1 of 14”,Name: “Table 1 of 1 on page 1 of 14”,Name: “Table 1 of 1 on page 1 of 14”,Name: “Table 1 of 1 on page 1 of 14”,Name: “Table 1 of 1 on page 1 of 14”,Name: “Table 1 of 1 on page 1 of 14”,Name: “Table 1 of 1 on page 1 of 14”,Name: “Table 1 of 1 on page 1 of 14”,Name: “Table 1 of 1 on page 1 of 14”,Name: “Table 1 of 1 on page 1 of 14”,Name: “Table 1 of 1 on page 1 of 14”,Name: “Table 1 of 1 on page 1 of 14”,Name: “Table 1 of 1 on page 1 of 14”,Name: “Table 1 of 1 on page 1 of 14”,Name: “Table 1 of 1 on page 1 of 14”,Name: “Table 1 of 1 on page 1 of 14”,Name: “Table 1 of 1 on page 1 of 14”,Name: “Table 1 of 1 on page 1 of 14”,Name: “Table 1 of 1 on page 1 of 14”,Name: “Table 1 of 1 on page 1 of 14”,Name: “Table 1 of 1 on page 1 of 14”,Name: “Table 1 of 1 on page 1 of 14”,Name: “Table 1 of 1 on page 1 of 14”,Name: “Table 1 of 1 on page 1 of 14”,Name: “Table 1 of 1 on page 1 of 14”,Name: “Table 1 of 1 on page 1 of 14”,Name: “Table 1 of 1 on page 1 of 14”,Name: “Table 1 of 1 on page 1 of 14”,Name: “Table 1 of 1 on page 1 of 14”,Name: “Table 1 of 1 on page 1 of 14”,Name: “Table 1 of 1 on page 1 of 14”
Table: 1,Table: 1,Table: 1,Table: 1,Table: 1,Table: 1,Table: 1,Table: 1,Table: 1,Table: 1,Table: 1,Table: 1,Table: 1,Table: 1,Table: 1,Table: 1,Table: 1,Table: 1,Table: 1,Table: 1,Table: 1,Table: 1,Table: 1,Table: 1,Table: 1,Table: 1,Table: 1,Table: 1,Table: 1,Table: 1,Table: 1,Table: 1,Table: 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,,,,,,,,,,,,,,,,,,,,
,,,,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,,,,,,,,,,,,,,,,,,
,,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,,,,,,,,,,,,,,,,
,,,,,,,,General Summary,General Summary,General Summary,General Summary,,,,,,,,,,,,,,,,,,,,,
,,,,,,Capital,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,,,,,,Year 6 through 10 Horizon,Year 6 through 10 Horizon,Year 6 through 10 Horizon,,,,,,10 Year
,,,,CIP,,Budget,,,,,,,,,,,,CIP TOTAL,,,,,,,,,,,Horizon TOTAL,Horizon TOTAL,,CIP
,Department / Agency,,,2006-07,,2006-07,,2007-08,,2008-09,,2009-10,,2010-11,,2011-12,,FY 08-12',,2012-13',,2013-14',,2014-15',,2015-16',,2016-17',,FY 13-17',,TOTAL
A,Space Needs,,$,"581,492",$,"581,492",$,"28,285,000",$,"745,000",$,"500,000",$,"7,607,000",$,"5,248,000",$,"42,385,000",$,"350,000",$,"3,250,000",$,-,$,-,$,-,$,"3,600,000",$,"45,985,000"
