Name: “Table 1 of 1 on page 98 of 108”,Name: “Table 1 of 1 on page 98 of 108”,Name: “Table 1 of 1 on page 98 of 108”,Name: “Table 1 of 1 on page 98 of 108”,Name: “Table 1 of 1 on page 98 of 108”,Name: “Table 1 of 1 on page 98 of 108”,Name: “Table 1 of 1 on page 98 of 108”,Name: “Table 1 of 1 on page 98 of 108”
Table: 98,Table: 98,Table: 98,Table: 98,Table: 98,Table: 98,Table: 98,Table: 98
,,,,,,,
,,,City of Portsmouth,,,,
,,Fiscal Year 2012 Adopted Budget,Fiscal Year 2012 Adopted Budget,Fiscal Year 2012 Adopted Budget,,,
,,,Capital Improvements,Capital Improvements,,,
,,,Contingency,,,,
Project: 18807,Title: Contingency,,,,,Status: Active Project,
,Comprehensive Plan Information,,,,Project Location,,
CIE Project:,Plan Reference:,,,District:,,,
LOS/Concurrency:,"Project Need: Growth, Other",,,Location: Undefined,,,
,,,Programmed Funding,,,,
Programmed,Appropriated,Budgeted,,Non-Appropriated Programmed CIP Funding,Non-Appropriated Programmed CIP Funding,,
Funding,To Date,FY 2012,FY 2013,FY 2014,FY 2015,FY 2016,Future Funding
"615,659","615,659",0,0,0,0,0,0
,,,Description and Scope,,,,
Funding is allocated to this project based on project completion and residual funds are reallocated based on priority needs for the various CIP,Funding is allocated to this project based on project completion and residual funds are reallocated based on priority needs for the various CIP,Funding is allocated to this project based on project completion and residual funds are reallocated based on priority needs for the various CIP,Funding is allocated to this project based on project completion and residual funds are reallocated based on priority needs for the various CIP,Funding is allocated to this project based on project completion and residual funds are reallocated based on priority needs for the various CIP,Funding is allocated to this project based on project completion and residual funds are reallocated based on priority needs for the various CIP,,
projects.,,,,,,,
,,,Rationale,,,,
,,,Funding Strategy,,,,
,Project Map,,,,Schedule of Activities,,
,,,,Project Activities,,From - To,Amount
,,,Project Management,,,,"615,659"
,,,,,Total Budgetary Cost Estimate:,Total Budgetary Cost Estimate:,"615,659"
,,,,,Means of Financing,,
,,,,Funding Source,,,Amount
,,,General Obligation Bonds,General Obligation Bonds,,,127
,,,Other - State Funding,,,,"550,000"
,,,Transfer from General Fund,Transfer from General Fund,,,"65,532"
,,,,,Total Programmed Funding:,Total Programmed Funding:,"615,659"
,,,,,Future Funding Requirements:,Future Funding Requirements:,0
Fiscal Year 2012,,,98,,,Capital Improvements,Capital Improvements
