Name: “Table 1 of 1 on page 100 of 108”,Name: “Table 1 of 1 on page 100 of 108”,Name: “Table 1 of 1 on page 100 of 108”,Name: “Table 1 of 1 on page 100 of 108”
Table: 100,Table: 100,Table: 100,Table: 100
,,,
,City of Portsmouth,,
,Fiscal Year 2012 Adopted Budget,,
,Capital Improvements,,
,Project Activities,From - To,Amount
,Total Budgetary Cost Estimate:,Total Budgetary Cost Estimate:,0
,Means of Financing,Means of Financing,
,Funding Source,,Amount
,Total Programmed Funding:,Total Programmed Funding:,0
,Future Funding Requirements:,Future Funding Requirements:,0
Fiscal Year 2012,100,Capital Improvements,Capital Improvements
