Name: “Table 1 of 1 on page 99 of 108”,Name: “Table 1 of 1 on page 99 of 108”,Name: “Table 1 of 1 on page 99 of 108”,Name: “Table 1 of 1 on page 99 of 108”,Name: “Table 1 of 1 on page 99 of 108”,Name: “Table 1 of 1 on page 99 of 108”,Name: “Table 1 of 1 on page 99 of 108”,Name: “Table 1 of 1 on page 99 of 108”,Name: “Table 1 of 1 on page 99 of 108”,Name: “Table 1 of 1 on page 99 of 108”,Name: “Table 1 of 1 on page 99 of 108”,Name: “Table 1 of 1 on page 99 of 108”,Name: “Table 1 of 1 on page 99 of 108”
Table: 99,Table: 99,Table: 99,Table: 99,Table: 99,Table: 99,Table: 99,Table: 99,Table: 99,Table: 99,Table: 99,Table: 99,Table: 99
,,,,,,,,,,,,
,,,,,City of Portsmouth,City of Portsmouth,City of Portsmouth,,,,,
,,,,Fiscal Year 2012 Adopted Budget,Fiscal Year 2012 Adopted Budget,Fiscal Year 2012 Adopted Budget,Fiscal Year 2012 Adopted Budget,Fiscal Year 2012 Adopted Budget,,,,
,,,,,Capital Improvements,Capital Improvements,Capital Improvements,Capital Improvements,,,,
,,,,,Contingency,Contingency,Contingency,,,,,
Project: New0057,,Title: Repayment of BAN,Title: Repayment of BAN,,,,,,,Status: Adopted,,
Comprehensive Plan Information,Comprehensive Plan Information,Comprehensive Plan Information,Comprehensive Plan Information,,,,,,Project Location,Project Location,,
CIE Project:,Plan Reference:,Plan Reference:,,,,,District:,,,,,
LOS/Concurrency:,,"Project Need: Growth, Other","Project Need: Growth, Other",,,,Location:,,,,,
,,,,,Programmed Funding,Programmed Funding,Programmed Funding,,,,,
Programmed,Appropriated,,Budgeted,,,,,Non-Appropriated Programmed CIP Funding,Non-Appropriated Programmed CIP Funding,Non-Appropriated Programmed CIP Funding,,
Funding,To Date,,FY 2012,,FY 2013,,FY 2014,,FY 2015,FY 2016,Future Funding,
0,,0,,0,,0,,,0,0,0,0
,,,,,Description and Scope,Description and Scope,Description and Scope,,,,,
This represents the repayment of the bond anticipation note (BAN) issued in December 2008. The projects funded with the BAN were as follows:,This represents the repayment of the bond anticipation note (BAN) issued in December 2008. The projects funded with the BAN were as follows:,This represents the repayment of the bond anticipation note (BAN) issued in December 2008. The projects funded with the BAN were as follows:,This represents the repayment of the bond anticipation note (BAN) issued in December 2008. The projects funded with the BAN were as follows:,This represents the repayment of the bond anticipation note (BAN) issued in December 2008. The projects funded with the BAN were as follows:,This represents the repayment of the bond anticipation note (BAN) issued in December 2008. The projects funded with the BAN were as follows:,This represents the repayment of the bond anticipation note (BAN) issued in December 2008. The projects funded with the BAN were as follows:,This represents the repayment of the bond anticipation note (BAN) issued in December 2008. The projects funded with the BAN were as follows:,This represents the repayment of the bond anticipation note (BAN) issued in December 2008. The projects funded with the BAN were as follows:,This represents the repayment of the bond anticipation note (BAN) issued in December 2008. The projects funded with the BAN were as follows:,This represents the repayment of the bond anticipation note (BAN) issued in December 2008. The projects funded with the BAN were as follows:,,
•Street Improvement South Portsmouth,•Street Improvement South Portsmouth,•Street Improvement South Portsmouth,"$700,000",,•Replacement of HVAC,•Replacement of HVAC,•Replacement of HVAC,"$100,000",,,,
•Pinner's Point Repayment,•Pinner's Point Repayment,"77,000",•ADA Compliance Mun Fac,•ADA Compliance Mun Fac,•ADA Compliance Mun Fac,,"75,000",,,,,
•Traffic Signal Improvements,•Traffic Signal Improvements,"100,000",•Parking Garage Repairs,•Parking Garage Repairs,•Parking Garage Repairs,"200,000","200,000",,,,,
•Bridge Repairs,"100,000",•Repair of Seawall,•Repair of Seawall,"35,000",,,,,,,,
