Name: “Table 1 of 1 on page 31 of 151”,Name: “Table 1 of 1 on page 31 of 151”,Name: “Table 1 of 1 on page 31 of 151”,Name: “Table 1 of 1 on page 31 of 151”,Name: “Table 1 of 1 on page 31 of 151”,Name: “Table 1 of 1 on page 31 of 151”,Name: “Table 1 of 1 on page 31 of 151”,Name: “Table 1 of 1 on page 31 of 151”,Name: “Table 1 of 1 on page 31 of 151”,Name: “Table 1 of 1 on page 31 of 151”,Name: “Table 1 of 1 on page 31 of 151”,Name: “Table 1 of 1 on page 31 of 151”,Name: “Table 1 of 1 on page 31 of 151”
Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29
,,,,,,,,,,,,
,,,,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,,,,,
,,FY 2007-08 GENERAL OPERATING BUDGET,FY 2007-08 GENERAL OPERATING BUDGET,FY 2007-08 GENERAL OPERATING BUDGET,FY 2007-08 GENERAL OPERATING BUDGET,FY 2007-08 GENERAL OPERATING BUDGET,FY 2007-08 GENERAL OPERATING BUDGET,FY 2007-08 GENERAL OPERATING BUDGET,,,,
,,,PROPERTY TAX CALCULATION,PROPERTY TAX CALCULATION,PROPERTY TAX CALCULATION,PROPERTY TAX CALCULATION,PROPERTY TAX CALCULATION,,,,,
,,,,,FY 2007 Actual,FY 2007 Actual,,,,,,
Real Property Class,,Rate Per,FY 2007 Budget,FY 2007 Budget,,Assessment,,FY 2008,,% Change,,% Change
,,$100,,Assessment,,(FY 2006 BILLS),,Assessment,Budget to Budget,Budget to Budget,Budget to Actual,Budget to Actual
Real Estate:,,$0.52,$,"3,857,839,300",$,"3,854,958,000",$,"4,040,000,000",,4.7%,,4.8%
Less Tax Relief,,,,,,,,"(27,400,000)",,,,
Less Recycling Credit,,,,,,,,"(49,000,000)",,,,
Net Real Estate,,,,,,,,"3,963,600,000",,,,
Personal Property,,$4.40,,"237,663,168",,"262,729,886",,"273,240,000",,15.0%,,4.0%
Machinery & Tools,,$0.95,,"683,935,900",,"688,410,264",,"744,000,000",,8.8%,,8.1%
Mobile Homes,,$0.52,,"25,889,499",,"25,461,908",,"18,800,000",,-27.4%,,-26.2%
Boats/Airplanes,,$1.00,,"19,991,207",,"21,033,239",,"19,800,000",,-1.0%,,-5.9%
Public Service,,,,"1,393,103",,"947,000",,"1,110,000",,-20.3%,,17.2%
Business License,,,,"394,645",,,,"520,000",,31.8%,,
Meals Tax,,,,"169,023",,,,"228,000",,34.9%,,
Transient Occupancy (Lodging),,,,"27,993",,,,"32,000",,14.3%,,
,,Projected,,,,Net,,Adopted,,,,
Real Property Class,,FY 2008,Less Bad Debt,Less Bad Debt,,FY 2008,,FY 2008,,FY 2007,,"""NEW"""
,,Revenues,,Ratio of 1.5%,,Revenues,,BUDGET,,BUDGET,,MONEY
Real Estate:,$,"21,008,000",,"(315,120)",$,"20,692,880",$,"20,700,000",$,"19,500,000",$,"1,200,000"
Less Tax Relief,,-,,-,,-,,"(150,000)",,,,"(150,000)"
Less Recycling Credit,,-,,-,,-,,"(255,000)",,-,,"(255,000)"
Net Real Estate,,,,,,,$,"20,295,000",$,"19,500,000",$,"795,000"
Delinquent Real Estate,,"500,000",,,,"500,000",,"500,000",,,,"500,000"
Personal Property (Less PPTR),,"6,906,670",,"(103,600)",,"6,803,070",,"6,800,000",,"5,384,110",,"1,415,890"
Delinquent Personal Property,,"300,000",,,,"300,000",,"300,000",,-,,"300,000"
Machinery & Tools,,"7,068,000",,"(106,020)",,"6,961,980",,"7,000,000",,"6,400,000",,"600,000"
Mobile Homes,,"97,760",,"(1,466)",,"96,294",,"100,000",,"184,000",,"(84,000)"
Boats/Airplanes,,"198,000",,"(2,970)",,"195,030",,"200,000",,-,,"200,000"
Public Service,,"1,110,000",,-,,"1,110,000",,"1,110,000",,"1,400,000",,"(290,000)"
Business License,,"520,000",,-,,"520,000",,"520,000",,"400,000",,"120,000"
Meals Tax,,"228,000",,-,,"228,000",,"228,000",,"170,000",,"58,000"
Transient Occupancy (Lodging),,"32,000",,-,,"32,000",,"32,000",,"28,000",,"4,000"
,$,"37,968,430",$,"(529,176)",$,"37,439,254",$,"57,380,000",$,"52,966,110",$,"4,413,890"
,,,Less Current year Budgeted Tax Revenue:,Less Current year Budgeted Tax Revenue:,Less Current year Budgeted Tax Revenue:,Less Current year Budgeted Tax Revenue:,$,"(52,966,110)",,,,
,,,,"""New Money""","""New Money""","""New Money""",$,"4,413,890",,,,
,,,"A Community of CHOICE, Committed to Excellence","A Community of CHOICE, Committed to Excellence","A Community of CHOICE, Committed to Excellence","A Community of CHOICE, Committed to Excellence","A Community of CHOICE, Committed to Excellence",,,,,
