Name: “Table 1 of 1 on page 145 of 151”,Name: “Table 1 of 1 on page 145 of 151”,Name: “Table 1 of 1 on page 145 of 151”,Name: “Table 1 of 1 on page 145 of 151”,Name: “Table 1 of 1 on page 145 of 151”,Name: “Table 1 of 1 on page 145 of 151”,Name: “Table 1 of 1 on page 145 of 151”,Name: “Table 1 of 1 on page 145 of 151”,Name: “Table 1 of 1 on page 145 of 151”,Name: “Table 1 of 1 on page 145 of 151”,Name: “Table 1 of 1 on page 145 of 151”
Table: 143,Table: 143,Table: 143,Table: 143,Table: 143,Table: 143,Table: 143,Table: 143,Table: 143,Table: 143,Table: 143
,,,,,,,,,,
,,,,,,,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,
,,,,,,,,PAY PLAN,,
Grade,Minimum,Minimum,Midpoint,Midpoint,Maximum,Maximum,Title,,Department,FLSA Status
40,$,"21,723",$,"26,621",$,"31,519",Cashier,,Treasurer,Non-Exempt
,$,10.44,$,12.80,$,15.15,Ceramics Manager/Office Aide,Ceramics Manager/Office Aide,Parks & Recreation,Non-Exempt
,,,,,,,Deputy Clerk I,Deputy Clerk I,Commissioner of Revenue,Non-Exempt
,,,,,,,Educational Coordinator (Boykin's Tavern),Educational Coordinator (Boykin's Tavern),Tourism,Non-Exempt
,,,,,,,Maintenance Worker II,Maintenance Worker II,Public Works,Non-Exempt
,,,,,,,Park Attendant,Park Attendant,Parks & Recreation,Non-Exempt
,,,,,,,Permits Technician,Permits Technician,Planning & Zoning,Non-Exempt
,,,,,,,Planning & Zoning Technician,Planning & Zoning Technician,Planning & Zoning,Non-Exempt
,,,,,,,Purchasing Technician,Purchasing Technician,Budget & Finance,Non-Exempt
,,,,,,,Real Estate Clerk,Real Estate Clerk,Commissioner of Revenue,Non-Exempt
,,,,,,,Recreational Specialist,Recreational Specialist,Parks & Recreation,Non-Exempt
,,,,,,,Secretary (All Depts),Secretary (All Depts),,Non-Exempt
,,,,,,,Section 8 Homeownership Asst.,Section 8 Homeownership Asst.,Section 8,Non-Exempt
,,,,,,,Utilities Accounting Technician,Utilities Accounting Technician,Public Utilities,Non-Exempt
39,$,"19,748",$,"24,201",$,"28,654",Receptionist/Switchboard Operator,Receptionist/Switchboard Operator,Communications,Non-Exempt
,$,9.49,$,11.64,$,13.78,,,,
38,$,"17,953",$,"22,000",$,"26,049",Convenience Center Attendant,Convenience Center Attendant,Public Works,Non-Exempt
,$,8.63,$,10.58,$,12.52,Custodian,,Public Works,Non-Exempt
,,,,,,,Docent,,"Tourism, Parks & Rec",Non-Exempt
,,,,,,,Kennel Attendant,Kennel Attendant,Animal Control,Non-Exempt
,,,,,A Community of,A Community of,A Community of,"CHOICE, Committed to Excellence","CHOICE, Committed to Excellence",
