Name: “Table 1 of 1 on page 140 of 151”,Name: “Table 1 of 1 on page 140 of 151”,Name: “Table 1 of 1 on page 140 of 151”,Name: “Table 1 of 1 on page 140 of 151”,Name: “Table 1 of 1 on page 140 of 151”,Name: “Table 1 of 1 on page 140 of 151”,Name: “Table 1 of 1 on page 140 of 151”,Name: “Table 1 of 1 on page 140 of 151”,Name: “Table 1 of 1 on page 140 of 151”,Name: “Table 1 of 1 on page 140 of 151”,Name: “Table 1 of 1 on page 140 of 151”,Name: “Table 1 of 1 on page 140 of 151”,Name: “Table 1 of 1 on page 140 of 151”
Table: 138,Table: 138,Table: 138,Table: 138,Table: 138,Table: 138,Table: 138,Table: 138,Table: 138,Table: 138,Table: 138,Table: 138,Table: 138
,,,,,,,,,,,,
,,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,,,,,,,
,,FY 2007-08 GENERAL OPERATING BUDGET,FY 2007-08 GENERAL OPERATING BUDGET,FY 2007-08 GENERAL OPERATING BUDGET,FY 2007-08 GENERAL OPERATING BUDGET,FY 2007-08 GENERAL OPERATING BUDGET,FY 2007-08 GENERAL OPERATING BUDGET,FY 2007-08 GENERAL OPERATING BUDGET,,,,
,,SUMMARY OF PERSONNEL REQUESTS,SUMMARY OF PERSONNEL REQUESTS,SUMMARY OF PERSONNEL REQUESTS,SUMMARY OF PERSONNEL REQUESTS,SUMMARY OF PERSONNEL REQUESTS,,,,,,
,,,,,,,,,,,INCLUDED,INCLUDED
,,,,,,,,,,,IN ADOPTED,IN ADOPTED
,DEPARTMENT,POSITION REQUESTED,SALARY,SALARY,FRINGE,FRINGE,OTHER,OTHER,,TOTAL,,BUDGET
1,Animal Control,Kennel Assistant,$,"17,953",$,"11,771",$,-,$,"29,724",,
2,Communications,Switchboard Operator/Secy,,"19,748",,"12,123",,"2,000",,"33,871",,
3,Economic Development,Administrative Assistant,,"26,237",,"13,395",,"3,000",,"42,632",,
4,Emergency Services,Paramedic/Intermediate,,"32,912",,"14,704",,"2,900",,"50,516",$,"50,516"
5,Emergency Services,Paramedic/Intermediate,,"32,912",,"14,704",,"2,900",,"50,516",,"50,516"
6,Emergency Services,Paramedic/Intermediate,,"32,912",,"14,704",,"2,900",,"50,516",,"50,516"
7,Emergency Services,Training Coordinator,,"46,240",,"17,318",,"7,350",,"70,908",,
8,Engineering,E&S Inspector,,"46,447",,"17,358",,"26,820",,"90,625",,"90,625"
9,Parks & Recreation,Fair/Events Coordinator,,"41,141",,"16,318",,"3,200",,"60,659",,"60,659"
10,Parks & Recreation,Park Attendant,,"26,621",,"13,470",,"3,200",,"43,291",,
11,Planning & Zoning,Permit Tech II,,"29,517",,"14,038",,"4,800",,"48,355",,
12,Public Works,Maintenance Worker II,,"23,426",,"12,844",,500,,"36,770",,"36,770"
13,Sheriff's Office,Deputy Sheriff,,"34,676",,"14,032",,"35,000",,"83,708",,"83,708"
14,Sheriff's Office,Deputy Sheriff,,"34,676",,"14,032",,"35,000",,"83,708",,"83,708"
15,Sheriff's Office,Deputy Sheriff,SRO,"34,676",,"14,032",,-,,"48,708",,"48,708"
16,Sheriff's Office,Deputy Sheriff,SRO,"34,676",,"14,032",,-,,"48,708",,"48,708"
17,Sheriff's Office,Deputy Sheriff,SRO,"34,676",,"14,032",,-,,"48,708",,"48,708"
18,Sheriff's Office,Deputy Sheriff,SRO,"34,676",,"15,050",,"35,000",,"84,726",,
19,Sheriff's Office,Deputy Sheriff,SRO,"34,676",,"15,050",,"35,000",,"84,726",,
20,Sheriff's Office,Deputy Sheriff,SRO,"34,676",,"15,050",,"35,000",,"84,726",,
21,Sheriff's Office,Deputy Sheriff,,"34,676",,"15,050",,"35,000",,"84,726",,
22,Sheriff's Office,Deputy Sheriff,,"34,676",,"15,050",,"35,000",,"84,726",,
23,Sheriff's Office,Deputy Stipends (42* $1000 / deputy),,"42,000",,"3,213",,,,"45,213",,"45,213"
24,Sheriff's Office,Telephone Operator,,-,,-,,,,-,,
,,,"$ 764,826","$ 764,826","$ 321,369","$ 321,369",$,"304,570","$ 1,390,765","$ 1,390,765",$,"698,355"
,,"A Community of CHOICE, Committed to Excellence","A Community of CHOICE, Committed to Excellence","A Community of CHOICE, Committed to Excellence","A Community of CHOICE, Committed to Excellence","A Community of CHOICE, Committed to Excellence",,,,,,
