Name: “Table 1 of 1 on page 109 of 124”,Name: “Table 1 of 1 on page 109 of 124”,Name: “Table 1 of 1 on page 109 of 124”,Name: “Table 1 of 1 on page 109 of 124”,Name: “Table 1 of 1 on page 109 of 124”,Name: “Table 1 of 1 on page 109 of 124”,Name: “Table 1 of 1 on page 109 of 124”,Name: “Table 1 of 1 on page 109 of 124”,Name: “Table 1 of 1 on page 109 of 124”
Table: 101,Table: 101,Table: 101,Table: 101,Table: 101,Table: 101,Table: 101,Table: 101,Table: 101
,,,,,,,,
,,Capital Improvement Plan,Capital Improvement Plan,,,,,
,,,Contingency List,,,,,
,,,,,,,,TOTAL
PROJECT,DEPARTMENT,DESCRIPTION,FY11,FY12,FY13,FY14,FY15,
,,,,,,,,REQUEST
CATEGORY: Public Safety (Cont'd),CATEGORY: Public Safety (Cont'd),,,,,,,
,,A facility is required for the Special Investigations,,,,,,
,,Units/Peninsula Narcotic Enforcement Task Force for,,,,,,
,,"operational purposes. A new 4,200 square foot facility will",,,,,,
Special Investigations Unit,,"have the capacity to house the Special Investigation Unit,",,,,,,
,Police,,"51,500","92,700","938,000","11,500",0,"1,093,700"
Building,,"Crime Analysis Unit, Intelligence Unit, and the Peninsula",,,,,,
,,Narcotic Enforcement Task Force. The facility will also,,,,,,
,,provide adequate space for the construction of a vehicle,,,,,,
,,impound lot to house seized motor vehicles.,,,,,,
,,Construct an additional engine bay to house reserve engines,,,,,,
Station 9 Addition ~ 1590,,,,,,,,
,Fire and Rescue,& ambulances inside the station to ensure apparatus security,"366,795",0,0,0,0,"366,795"
Briarfield Road,,,,,,,,
,,& protection from the elements.,,,,,,
,,Construct an additional engine bay to house reserve engines,,,,,,
Station 10 Addition ~ 204,,,,,,,,
,Fire and Rescue,& ambulances inside the station to ensure apparatus security,"316,800",0,0,0,0,"316,800"
Marcella Road,,,,,,,,
,,& protection from the elements.,,,,,,
,,75 sets of new fire turnout gear. A portion of the new gear,,,,,,
,,will replace old & worn out gear currently being used by our,,,,,,
Turnout Gear,Fire and Rescue,volunteer firefighters. The remaining sets of gear will be,"159,203",0,0,0,0,"159,203"
,,appropriated for new volunteer firefighters as they become,,,,,,
,,members of the volunteer organization.,,,,,,
,,Purchase a new water tanker which will have a minimum,,,,,,
,,"water capacity of 3,000 gallons and will meet all applicable",,,,,,
,,requirements of the National Fire Protection Association.,,,,,,
Water Tanker,Fire and Rescue,,"300,000",0,0,0,0,"300,000"
,,This vehicle will increase the Fire Division's fire suppression,,,,,,
,,capabilities by providing a sustainable & reliable water supply,,,,,,
,,resulting in a reduced ISO rating from a 4 to a 2.,,,,,,
Weapons Range,,,,,,,,
,Police,This request is required if redevelopment efforts dictate.,"5,000,000",0,0,0,0,"5,000,000"
Closure/Relocation,,,,,,,,
,,Current weapon system (Smith and Wesson) is outdated,,,,,,
,,because they have stopped regular production and come out,,,,,,
Weapon Transition,Police,with a new product line. Weapons that are currently ordered,"178,000",0,0,0,0,"178,000"
,,are coming in with poor quality controls. Parts that are,,,,,,
,,ordered are not being made to the original specifications.,,,,,,
,,TOTAL: Public Safety,"12,298,473","4,810,298","36,879,751","433,648","428,775","54,850,945"
