Name: “Table 1 of 1 on page 35 of 124”,Name: “Table 1 of 1 on page 35 of 124”,Name: “Table 1 of 1 on page 35 of 124”,Name: “Table 1 of 1 on page 35 of 124”,Name: “Table 1 of 1 on page 35 of 124”,Name: “Table 1 of 1 on page 35 of 124”
Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27
,,,,,
,Capital Improvement Plan,Capital Improvement Plan,Capital Improvement Plan,,
,FY 2011 Impact on Operating Budget,FY 2011 Impact on Operating Budget,FY 2011 Impact on Operating Budget,,
,,Operating Budget Impact,Operating Budget Impact,,
,Total,Personal,Operating,Capital,
Project Category/Project,Cost,Services,Expenses,Outlay,Comments (if applicable)
Streets and Infrastructure,,,,,
Todds Lane Signal Timing,"41,000",0,0,0,No impact on operating budget.
Todds Lane/Whealton Road Intersection Improv.,"157,000",0,0,0,No impact on operating budget.
Todds Lane/Winchester Drive Intersection Improv.,"157,000",0,0,0,No impact on operating budget.
Total,"$55,411,465","$25,625","$303,100",$0,
