Name: “Table 1 of 1 on page 54 of 217”,Name: “Table 1 of 1 on page 54 of 217”,Name: “Table 1 of 1 on page 54 of 217”,Name: “Table 1 of 1 on page 54 of 217”,Name: “Table 1 of 1 on page 54 of 217”,Name: “Table 1 of 1 on page 54 of 217”,Name: “Table 1 of 1 on page 54 of 217”,Name: “Table 1 of 1 on page 54 of 217”,Name: “Table 1 of 1 on page 54 of 217”,Name: “Table 1 of 1 on page 54 of 217”,Name: “Table 1 of 1 on page 54 of 217”,Name: “Table 1 of 1 on page 54 of 217”,Name: “Table 1 of 1 on page 54 of 217”,Name: “Table 1 of 1 on page 54 of 217”,Name: “Table 1 of 1 on page 54 of 217”
Table: 52,Table: 52,Table: 52,Table: 52,Table: 52,Table: 52,Table: 52,Table: 52,Table: 52,Table: 52,Table: 52,Table: 52,Table: 52,Table: 52,Table: 52
,,,,,,,,,,,,,,
,,,,,,REVENUE DETAIL,REVENUE DETAIL,REVENUE DETAIL,REVENUE DETAIL,REVENUE DETAIL,REVENUE DETAIL,,,
RENTAL OF PROPERTY:,RENTAL OF PROPERTY:,RENTAL OF PROPERTY:,RENTAL OF PROPERTY:,,,,,,,,,,,
The City rents property to the School Board for administrative office space in City Hall.,The City rents property to the School Board for administrative office space in City Hall.,The City rents property to the School Board for administrative office space in City Hall.,The City rents property to the School Board for administrative office space in City Hall.,The City rents property to the School Board for administrative office space in City Hall.,The City rents property to the School Board for administrative office space in City Hall.,The City rents property to the School Board for administrative office space in City Hall.,The City rents property to the School Board for administrative office space in City Hall.,The City rents property to the School Board for administrative office space in City Hall.,The City rents property to the School Board for administrative office space in City Hall.,The City rents property to the School Board for administrative office space in City Hall.,The City rents property to the School Board for administrative office space in City Hall.,The City rents property to the School Board for administrative office space in City Hall.,"In FY 2014, the amount","In FY 2014, the amount"
"will be $26,300, which is the same since FY 2009.","will be $26,300, which is the same since FY 2009.","will be $26,300, which is the same since FY 2009.","will be $26,300, which is the same since FY 2009.","will be $26,300, which is the same since FY 2009.","will be $26,300, which is the same since FY 2009.","will be $26,300, which is the same since FY 2009.","will be $26,300, which is the same since FY 2009.",This rental fee is for the maintenance costs on the building,This rental fee is for the maintenance costs on the building,This rental fee is for the maintenance costs on the building,This rental fee is for the maintenance costs on the building,This rental fee is for the maintenance costs on the building,This rental fee is for the maintenance costs on the building,This rental fee is for the maintenance costs on the building
space that the School Administration occupies.,space that the School Administration occupies.,space that the School Administration occupies.,space that the School Administration occupies.,space that the School Administration occupies.,space that the School Administration occupies.,space that the School Administration occupies.,"Also budgeted is $141,000 for tower rental for communications","Also budgeted is $141,000 for tower rental for communications","Also budgeted is $141,000 for tower rental for communications","Also budgeted is $141,000 for tower rental for communications","Also budgeted is $141,000 for tower rental for communications","Also budgeted is $141,000 for tower rental for communications","Also budgeted is $141,000 for tower rental for communications","Also budgeted is $141,000 for tower rental for communications"
"companies to place their towers on City property, an increase of $1,000 from FY 2013. The rental of the Odd","companies to place their towers on City property, an increase of $1,000 from FY 2013. The rental of the Odd","companies to place their towers on City property, an increase of $1,000 from FY 2013. The rental of the Odd","companies to place their towers on City property, an increase of $1,000 from FY 2013. The rental of the Odd","companies to place their towers on City property, an increase of $1,000 from FY 2013. The rental of the Odd","companies to place their towers on City property, an increase of $1,000 from FY 2013. The rental of the Odd","companies to place their towers on City property, an increase of $1,000 from FY 2013. The rental of the Odd","companies to place their towers on City property, an increase of $1,000 from FY 2013. The rental of the Odd","companies to place their towers on City property, an increase of $1,000 from FY 2013. The rental of the Odd","companies to place their towers on City property, an increase of $1,000 from FY 2013. The rental of the Odd","companies to place their towers on City property, an increase of $1,000 from FY 2013. The rental of the Odd","companies to place their towers on City property, an increase of $1,000 from FY 2013. The rental of the Odd","companies to place their towers on City property, an increase of $1,000 from FY 2013. The rental of the Odd","companies to place their towers on City property, an increase of $1,000 from FY 2013. The rental of the Odd","companies to place their towers on City property, an increase of $1,000 from FY 2013. The rental of the Odd"
"Road Community Center is expected to remain level at $2,500.","Road Community Center is expected to remain level at $2,500.","Road Community Center is expected to remain level at $2,500.","Road Community Center is expected to remain level at $2,500.","Road Community Center is expected to remain level at $2,500.","Road Community Center is expected to remain level at $2,500.","Road Community Center is expected to remain level at $2,500.","Road Community Center is expected to remain level at $2,500.","Road Community Center is expected to remain level at $2,500.","Road Community Center is expected to remain level at $2,500.",,,,,
CHARGES FOR SERVICES:,CHARGES FOR SERVICES:,CHARGES FOR SERVICES:,CHARGES FOR SERVICES:,,,,,,,,,,,
Included in this category of revenue are:,Included in this category of revenue are:,Included in this category of revenue are:,Included in this category of revenue are:,Included in this category of revenue are:,Included in this category of revenue are:,Included in this category of revenue are:,,,,,,,,
,,,,EMS Fees,EMS Fees,,,,,"$263,500","$263,500","$263,500",,
,,,,Library Fees/Test Proctor,Library Fees/Test Proctor,Library Fees/Test Proctor,Library Fees/Test Proctor,Library Fees/Test Proctor,,,"18,500","18,500",,
,,,,Passport Processing,Passport Processing,Passport Processing,Passport Processing,,,,"40,000","40,000",,
,,,,School Maintenance,School Maintenance,School Maintenance,,,,,"45,000","45,000",,
,,,,Copying Charges,Copying Charges,Copying Charges,,,,,"5,800","5,800",,
,,,,,,,,,,"$372,800","$372,800","$372,800",,
EMS fees are charges for ambulance services. The City began charging for ambulance services in October,EMS fees are charges for ambulance services. The City began charging for ambulance services in October,EMS fees are charges for ambulance services. The City began charging for ambulance services in October,EMS fees are charges for ambulance services. The City began charging for ambulance services in October,EMS fees are charges for ambulance services. The City began charging for ambulance services in October,EMS fees are charges for ambulance services. The City began charging for ambulance services in October,EMS fees are charges for ambulance services. The City began charging for ambulance services in October,EMS fees are charges for ambulance services. The City began charging for ambulance services in October,EMS fees are charges for ambulance services. The City began charging for ambulance services in October,EMS fees are charges for ambulance services. The City began charging for ambulance services in October,EMS fees are charges for ambulance services. The City began charging for ambulance services in October,EMS fees are charges for ambulance services. The City began charging for ambulance services in October,EMS fees are charges for ambulance services. The City began charging for ambulance services in October,EMS fees are charges for ambulance services. The City began charging for ambulance services in October,EMS fees are charges for ambulance services. The City began charging for ambulance services in October
