Name: “Table 1 of 1 on page 110 of 217”,Name: “Table 1 of 1 on page 110 of 217”,Name: “Table 1 of 1 on page 110 of 217”,Name: “Table 1 of 1 on page 110 of 217”,Name: “Table 1 of 1 on page 110 of 217”,Name: “Table 1 of 1 on page 110 of 217”,Name: “Table 1 of 1 on page 110 of 217”,Name: “Table 1 of 1 on page 110 of 217”,Name: “Table 1 of 1 on page 110 of 217”,Name: “Table 1 of 1 on page 110 of 217”,Name: “Table 1 of 1 on page 110 of 217”,Name: “Table 1 of 1 on page 110 of 217”,Name: “Table 1 of 1 on page 110 of 217”,Name: “Table 1 of 1 on page 110 of 217”,Name: “Table 1 of 1 on page 110 of 217”,Name: “Table 1 of 1 on page 110 of 217”
Table: 108,Table: 108,Table: 108,Table: 108,Table: 108,Table: 108,Table: 108,Table: 108,Table: 108,Table: 108,Table: 108,Table: 108,Table: 108,Table: 108,Table: 108,Table: 108
,,,,,,,,,,,,,,,
,,,,SCHOOL CONTRIBUTION,SCHOOL CONTRIBUTION,SCHOOL CONTRIBUTION,SCHOOL CONTRIBUTION,SCHOOL CONTRIBUTION,SCHOOL CONTRIBUTION,SCHOOL CONTRIBUTION,,,,,
Expenditures Summary,Expenditures Summary,,,,,,,,,,,,,,
,,,,,,,,,,,,,,$,%
,,,,,,FY 2013,,,,FY 2014,,,,Change,Change
,,,,,,Original,,FY 2013,,School,,FY 2014,,From 2013,From 2013
,,FY 2011,,FY 2012,,Adopted,,Revised,,Request,,Adopted,,Revised,Revised
,,Actual,,Actual,,Budget,,Budget,,Budget,,Budget,,Budget,Budget
Operation Transfer,$,"8,489,579",$,"8,650,662",$,"8,855,403",$,"8,855,403",$,"8,975,403",$,"8,975,403",$,"120,000",1.4%
Additional Appropriation,,-,,"146,000",,-,,-,,-,,-,,-,n/a
Reappropriation,,"89,096",,-,,-,,"29,910",,-,,-,,"(29,910)",-100.0%
Totals,$,"8,578,675",$,"8,796,662",$,"8,855,403",$,"8,885,313",$,"8,975,403",$,"8,975,403",$,"90,090",1.0%
Personnel Summary,,,,,,,,,,,,,,,
N/A,,,,,,,,,,,,,,,
Goals and Objectives,,,,,,,,,,,,,,,
