Name: “Table 1 of 1 on page 41 of 217”,Name: “Table 1 of 1 on page 41 of 217”,Name: “Table 1 of 1 on page 41 of 217”,Name: “Table 1 of 1 on page 41 of 217”,Name: “Table 1 of 1 on page 41 of 217”,Name: “Table 1 of 1 on page 41 of 217”,Name: “Table 1 of 1 on page 41 of 217”,Name: “Table 1 of 1 on page 41 of 217”,Name: “Table 1 of 1 on page 41 of 217”,Name: “Table 1 of 1 on page 41 of 217”,Name: “Table 1 of 1 on page 41 of 217”,Name: “Table 1 of 1 on page 41 of 217”,Name: “Table 1 of 1 on page 41 of 217”
Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39
,,,,,,,,,,,,
SUMMARY OF EXPENDITURES AND TRANSFERS OUT BY FUND,SUMMARY OF EXPENDITURES AND TRANSFERS OUT BY FUND,SUMMARY OF EXPENDITURES AND TRANSFERS OUT BY FUND,SUMMARY OF EXPENDITURES AND TRANSFERS OUT BY FUND,SUMMARY OF EXPENDITURES AND TRANSFERS OUT BY FUND,SUMMARY OF EXPENDITURES AND TRANSFERS OUT BY FUND,SUMMARY OF EXPENDITURES AND TRANSFERS OUT BY FUND,SUMMARY OF EXPENDITURES AND TRANSFERS OUT BY FUND,SUMMARY OF EXPENDITURES AND TRANSFERS OUT BY FUND,SUMMARY OF EXPENDITURES AND TRANSFERS OUT BY FUND,SUMMARY OF EXPENDITURES AND TRANSFERS OUT BY FUND,,
,,,,,,FY 2013,,,,FY 2014,,
,,,,,,Original,,FY 2013,Department,Department,,FY 2014
,,FY 2011,,FY 2012,,Adopted,,Revised,,Request,,Adopted
Fund,,Actual,,Actual,,Budget,,Budget,,Budget,,Budget
General Fund,$,"23,014,055",$,"24,037,635",$,"24,256,930",$,"24,546,301",$,"25,314,191",$,"24,689,341"
Debt Service,,"9,607,452",,"14,535,623",,"2,052,250",,"2,052,250",,"2,027,024",,"2,027,024"
Capital Projects,,"814,872",,"1,128,204",,"1,033,917",,"1,655,363",,"659,202",,"534,202"
Solid Waste Enterprise,,"791,114",,"743,280",,"864,450",,"864,450",,"879,869",,"876,260"
Utilities Enterprise,,"2,187,176",,"1,480,186",,"1,859,080",,"1,859,080",,"1,976,544",,"1,851,100"
Fleet Management Internal Service,,"685,392",,"723,264",,"668,030",,"668,030",,"839,480",,"716,000"
Special Revenue,,102,,885,,-,,"137,735",,-,,-
TOTAL EXPENDITURES AND TRANSFERS,,"37,100,163",,"42,649,077",,"30,734,657",,"31,783,209",,"31,696,310",,"30,693,927"
Less: Interfund Transfers,,"2,248,182",,"2,325,907",,"2,272,250",,"2,287,250",,"2,332,250",,"2,182,024"
TOTAL EXPENDITURES,$,"34,851,981",$,"40,323,170",$,"28,462,407",$,"29,495,959",$,"29,364,060",$,"28,511,903"
,,,,5,,,,,,,,
