Name: “Table 1 of 1 on page 133 of 217”,Name: “Table 1 of 1 on page 133 of 217”,Name: “Table 1 of 1 on page 133 of 217”,Name: “Table 1 of 1 on page 133 of 217”,Name: “Table 1 of 1 on page 133 of 217”,Name: “Table 1 of 1 on page 133 of 217”,Name: “Table 1 of 1 on page 133 of 217”,Name: “Table 1 of 1 on page 133 of 217”,Name: “Table 1 of 1 on page 133 of 217”,Name: “Table 1 of 1 on page 133 of 217”,Name: “Table 1 of 1 on page 133 of 217”,Name: “Table 1 of 1 on page 133 of 217”,Name: “Table 1 of 1 on page 133 of 217”
Table: 131,Table: 131,Table: 131,Table: 131,Table: 131,Table: 131,Table: 131,Table: 131,Table: 131,Table: 131,Table: 131,Table: 131,Table: 131
,,,,,,,,,,,,
,TRANSFER TO OTHER FUNDS,TRANSFER TO OTHER FUNDS,TRANSFER TO OTHER FUNDS,TRANSFER TO OTHER FUNDS,TRANSFER TO OTHER FUNDS,TRANSFER TO OTHER FUNDS,,,,,,
Major Departmental Functions,,,,,,,,,,,,
* Account for all transfers from the General Fund to other funds of the City.,* Account for all transfers from the General Fund to other funds of the City.,* Account for all transfers from the General Fund to other funds of the City.,* Account for all transfers from the General Fund to other funds of the City.,* Account for all transfers from the General Fund to other funds of the City.,* Account for all transfers from the General Fund to other funds of the City.,,,,,,,
Budget Detail,,,,,,FY 2013,,,,FY 2014,,
,,,,,,Original,,FY 2013,Department,Department,,FY 2014
,,FY 2011,,FY 2012,,Adopted,,Revised,,Request,,Adopted
,,Actual,,Actual,,Budget,,Budget,,Budget,,Budget
Transfer to Debt Service,$,"2,036,982",$,"2,039,547",$,"2,052,250",$,"2,052,246",$,"2,052,250",$,"2,027,024"
Transfer to Capital Projects,,"50,000",,"181,760",,"90,000",,"105,000",,"150,000",,"25,000"
Transfer to Fiscal Stability Reserve,,-,,-,,-,,-,,-,,
Transfer to Solid Waste,,-,,"72,100",,-,,-,,-,,-
Transfer to Economic Development Authority,,-,,"12,000",,-,,-,,-,,-
Totals,$,"2,086,982",$,"2,305,407",$,"2,142,250",$,"2,157,246",$,"2,202,250",$,"2,052,024"
Significant Budget Items,,,,,,,,,,,,
"* The transfer to Debt Service of $2,027,024 for City and School debt.","* The transfer to Debt Service of $2,027,024 for City and School debt.","* The transfer to Debt Service of $2,027,024 for City and School debt.","* The transfer to Debt Service of $2,027,024 for City and School debt.","* The transfer to Debt Service of $2,027,024 for City and School debt.",,,,,,,,
"* The transfer to Capital Projects of $25,000 is for continued funding of TMDL projects.","* The transfer to Capital Projects of $25,000 is for continued funding of TMDL projects.","* The transfer to Capital Projects of $25,000 is for continued funding of TMDL projects.","* The transfer to Capital Projects of $25,000 is for continued funding of TMDL projects.","* The transfer to Capital Projects of $25,000 is for continued funding of TMDL projects.","* The transfer to Capital Projects of $25,000 is for continued funding of TMDL projects.","* The transfer to Capital Projects of $25,000 is for continued funding of TMDL projects.","* The transfer to Capital Projects of $25,000 is for continued funding of TMDL projects.",,,,,
,,97,97,97,,,,,,,,
