Name: “Table 1 of 1 on page 114 of 217”,Name: “Table 1 of 1 on page 114 of 217”,Name: “Table 1 of 1 on page 114 of 217”,Name: “Table 1 of 1 on page 114 of 217”,Name: “Table 1 of 1 on page 114 of 217”,Name: “Table 1 of 1 on page 114 of 217”,Name: “Table 1 of 1 on page 114 of 217”,Name: “Table 1 of 1 on page 114 of 217”,Name: “Table 1 of 1 on page 114 of 217”,Name: “Table 1 of 1 on page 114 of 217”,Name: “Table 1 of 1 on page 114 of 217”,Name: “Table 1 of 1 on page 114 of 217”,Name: “Table 1 of 1 on page 114 of 217”,Name: “Table 1 of 1 on page 114 of 217”,Name: “Table 1 of 1 on page 114 of 217”,Name: “Table 1 of 1 on page 114 of 217”
Table: 112,Table: 112,Table: 112,Table: 112,Table: 112,Table: 112,Table: 112,Table: 112,Table: 112,Table: 112,Table: 112,Table: 112,Table: 112,Table: 112,Table: 112,Table: 112
,,,,,,,,,,,,,,,
,,,,PARKS & RECREATION POOL,PARKS & RECREATION POOL,PARKS & RECREATION POOL,PARKS & RECREATION POOL,PARKS & RECREATION POOL,PARKS & RECREATION POOL,PARKS & RECREATION POOL,,,,,
Expenditures Summary,Expenditures Summary,,,,,,,,,,,,,,
,,,,,,,,,,,,,,$,%
,,,,,,FY 2013,,,,FY 2014,,,,Change,Change
,,,,,,Original,,FY 2013,Department,Department,,FY 2014,From 2013,From 2013,From 2013
,,FY 2011,,FY 2012,,Adopted,,Revised,,Request,,Adopted,,Revised,Revised
,,Actual,,Actual,,Budget,,Budget,,Budget,,Budget,,Budget,Budget
Personnel Services,$,"65,804",$,"68,036",$,"72,124",$,"72,124",$,"73,541",$,"71,026",$,"(1,098)",-1.5%
Operating Expenses,,"40,274",,"40,021",,"38,025",,"38,025",,"49,124",,"39,924",,"1,899",5.0%
Capital Outlay,,"6,165",,"1,961",,-,,-,,"1,500",,500,,500,n/a
Totals,$,"112,243",$,"110,018",$,"110,149",$,"110,149",$,"124,165",$,"111,450",$,"1,301",1.2%
Personnel Summary,,,,,,,,,,,,,,,
,,,,,,,,,,,,FY 2014,,,
,,,,,,,,,,,,Department,,FY 2014,
,,,,,,FY 2011,,FY 2012,,FY 2013,,Request,,Adopted,
,,,,,Authorized,Authorized,Authorized,Authorized,Authorized,Authorized,,Positions,,Positions,
Assistant Director of Parks & Recreation,Assistant Director of Parks & Recreation,Assistant Director of Parks & Recreation,Assistant Director of Parks & Recreation,,,0.00,,0.00,,0.50,,0.50,,0.50,
Athletic/Aquatic Coordinator,Athletic/Aquatic Coordinator,Athletic/Aquatic Coordinator,,,,0.50,,0.50,,0.00,,0.00,,0.00,
Part Time (FTE),,,,,,4.50,,4.50,,4.50,,4.50,,4.50,
Totals,,,,,,5.00,,5.00,,5.00,,5.00,,5.00,
Goals and Objectives,,,,,,,,,,,,,,,
* Provide a comprehensive aquatics program for citizens.,* Provide a comprehensive aquatics program for citizens.,* Provide a comprehensive aquatics program for citizens.,* Provide a comprehensive aquatics program for citizens.,* Provide a comprehensive aquatics program for citizens.,* Provide a comprehensive aquatics program for citizens.,* Provide a comprehensive aquatics program for citizens.,,,,,,,,,
* Continue to provide swimming lessons and aquatic safety classes for all citizens.,* Continue to provide swimming lessons and aquatic safety classes for all citizens.,* Continue to provide swimming lessons and aquatic safety classes for all citizens.,* Continue to provide swimming lessons and aquatic safety classes for all citizens.,* Continue to provide swimming lessons and aquatic safety classes for all citizens.,* Continue to provide swimming lessons and aquatic safety classes for all citizens.,* Continue to provide swimming lessons and aquatic safety classes for all citizens.,* Continue to provide swimming lessons and aquatic safety classes for all citizens.,* Continue to provide swimming lessons and aquatic safety classes for all citizens.,* Continue to provide swimming lessons and aquatic safety classes for all citizens.,* Continue to provide swimming lessons and aquatic safety classes for all citizens.,,,,,
* Continue to provide an opportunity for youth to participate in a competitive swim program.,* Continue to provide an opportunity for youth to participate in a competitive swim program.,* Continue to provide an opportunity for youth to participate in a competitive swim program.,* Continue to provide an opportunity for youth to participate in a competitive swim program.,* Continue to provide an opportunity for youth to participate in a competitive swim program.,* Continue to provide an opportunity for youth to participate in a competitive swim program.,* Continue to provide an opportunity for youth to participate in a competitive swim program.,* Continue to provide an opportunity for youth to participate in a competitive swim program.,* Continue to provide an opportunity for youth to participate in a competitive swim program.,* Continue to provide an opportunity for youth to participate in a competitive swim program.,* Continue to provide an opportunity for youth to participate in a competitive swim program.,* Continue to provide an opportunity for youth to participate in a competitive swim program.,,,,
* Provide opportunities for better health and fitness through aquatic activities and programs.,* Provide opportunities for better health and fitness through aquatic activities and programs.,* Provide opportunities for better health and fitness through aquatic activities and programs.,* Provide opportunities for better health and fitness through aquatic activities and programs.,* Provide opportunities for better health and fitness through aquatic activities and programs.,* Provide opportunities for better health and fitness through aquatic activities and programs.,* Provide opportunities for better health and fitness through aquatic activities and programs.,* Provide opportunities for better health and fitness through aquatic activities and programs.,* Provide opportunities for better health and fitness through aquatic activities and programs.,* Provide opportunities for better health and fitness through aquatic activities and programs.,* Provide opportunities for better health and fitness through aquatic activities and programs.,* Provide opportunities for better health and fitness through aquatic activities and programs.,,,,
* Review Pool Operations Procedures Manual to ensure all safety and operations standards are current with,* Review Pool Operations Procedures Manual to ensure all safety and operations standards are current with,* Review Pool Operations Procedures Manual to ensure all safety and operations standards are current with,* Review Pool Operations Procedures Manual to ensure all safety and operations standards are current with,* Review Pool Operations Procedures Manual to ensure all safety and operations standards are current with,* Review Pool Operations Procedures Manual to ensure all safety and operations standards are current with,* Review Pool Operations Procedures Manual to ensure all safety and operations standards are current with,* Review Pool Operations Procedures Manual to ensure all safety and operations standards are current with,* Review Pool Operations Procedures Manual to ensure all safety and operations standards are current with,* Review Pool Operations Procedures Manual to ensure all safety and operations standards are current with,* Review Pool Operations Procedures Manual to ensure all safety and operations standards are current with,* Review Pool Operations Procedures Manual to ensure all safety and operations standards are current with,* Review Pool Operations Procedures Manual to ensure all safety and operations standards are current with,* Review Pool Operations Procedures Manual to ensure all safety and operations standards are current with,* Review Pool Operations Procedures Manual to ensure all safety and operations standards are current with,
accepted industry practices.,accepted industry practices.,accepted industry practices.,,,,,,,,,,,,,
* Represent the City at a regional recreation level in the area of swimming.,* Represent the City at a regional recreation level in the area of swimming.,* Represent the City at a regional recreation level in the area of swimming.,* Represent the City at a regional recreation level in the area of swimming.,* Represent the City at a regional recreation level in the area of swimming.,* Represent the City at a regional recreation level in the area of swimming.,* Represent the City at a regional recreation level in the area of swimming.,* Represent the City at a regional recreation level in the area of swimming.,* Represent the City at a regional recreation level in the area of swimming.,* Represent the City at a regional recreation level in the area of swimming.,,,,,,
,,,,,,78,78,,,,,,,,
