Name: “Table 1 of 1 on page 107 of 118”,Name: “Table 1 of 1 on page 107 of 118”,Name: “Table 1 of 1 on page 107 of 118”,Name: “Table 1 of 1 on page 107 of 118”,Name: “Table 1 of 1 on page 107 of 118”,Name: “Table 1 of 1 on page 107 of 118”,Name: “Table 1 of 1 on page 107 of 118”,Name: “Table 1 of 1 on page 107 of 118”,Name: “Table 1 of 1 on page 107 of 118”,Name: “Table 1 of 1 on page 107 of 118”,Name: “Table 1 of 1 on page 107 of 118”
Table: 107,Table: 107,Table: 107,Table: 107,Table: 107,Table: 107,Table: 107,Table: 107,Table: 107,Table: 107,Table: 107
,,,,,,,,,,
,,,,Install Aerator - Lake Prince,Install Aerator - Lake Prince,Install Aerator - Lake Prince,Install Aerator - Lake Prince,,,
Department,Department,,,,,,Project Description,Project Description,,
Water Utility,Water Utility,,,,,Provide funds for the installation of new aerators and a major,Provide funds for the installation of new aerators and a major,Provide funds for the installation of new aerators and a major,Provide funds for the installation of new aerators and a major,Provide funds for the installation of new aerators and a major
,,,,,,overhaul of compressors at the Lake Prince facility to ensure,overhaul of compressors at the Lake Prince facility to ensure,overhaul of compressors at the Lake Prince facility to ensure,overhaul of compressors at the Lake Prince facility to ensure,overhaul of compressors at the Lake Prince facility to ensure
Account #,Account #,,,,,maintenance of water quality.,maintenance of water quality.,,,
5300 33 4131,5300 33 4131,,,,,,,,,
Customers Served,Customers Served,,,,,,,,,
Residents,v,Business,City Services,City Services,v,,,,,
Educational Community,Educational Community,Educational Community,Tourists/Visitors,Tourists/Visitors,,,,,,
,,,,,Financial Summary,Financial Summary,,,,
,,FY 2013,FY 2013,FY 2014,,FY 2015,FY 2016,FY 2017,FY 2018,TOTAL
FY 2014 Approved,FY 2014 Approved,,N/A,,0,"500,000",0,0,0,"500,000"
FY 2013 Approved,FY 2013 Approved,,0,,0,0,0,0,N/A,0
Estimated Operating,Estimated Operating,,N/A,,0,0,0,0,0,0
Budget Impact,Budget Impact,,,,,,,,,
FY 2014 Anticipated Budget Distribution:,FY 2014 Anticipated Budget Distribution:,FY 2014 Anticipated Budget Distribution:,FY 2014 Anticipated Budget Distribution:,FY 2014 Anticipated Budget Distribution:,,,,,,
Planning / Design,Planning / Design,,,,0,,,,,
Acquisition / Relocation,Acquisition / Relocation,Acquisition / Relocation,,,0,,,,,
Site Improvements,Site Improvements,,,,0,Prior Capital Funding,Prior Capital Funding,,"600,000",
Construction,Construction,,,,0,FY 2014 Approved,FY 2014 Approved,,,0
Inspections / Permits,Inspections / Permits,,,,0,Capital Share Remaining,Capital Share Remaining,,"500,000",
,,Total,,,0,Project Total,,,"1,100,000",
,,Property Address:,Property Address:,"Suffolk, Virginia","Suffolk, Virginia","Suffolk, Virginia",,,,
,,,,,,,,,Water Utility CIP - 517,Water Utility CIP - 517
