Name: “Table 1 of 1 on page 61 of 118”,Name: “Table 1 of 1 on page 61 of 118”,Name: “Table 1 of 1 on page 61 of 118”,Name: “Table 1 of 1 on page 61 of 118”,Name: “Table 1 of 1 on page 61 of 118”,Name: “Table 1 of 1 on page 61 of 118”,Name: “Table 1 of 1 on page 61 of 118”,Name: “Table 1 of 1 on page 61 of 118”,Name: “Table 1 of 1 on page 61 of 118”,Name: “Table 1 of 1 on page 61 of 118”,Name: “Table 1 of 1 on page 61 of 118”
Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61,Table: 61
,,,,,,,,,,
,,,Design and Construct Courthouse Complex,Design and Construct Courthouse Complex,Design and Construct Courthouse Complex,Design and Construct Courthouse Complex,Design and Construct Courthouse Complex,,,
Department,Department,,,,,,Project Description,Project Description,,
Public Works,Public Works,,,,,Provide funds for the construction of a new Court Complex for,Provide funds for the construction of a new Court Complex for,Provide funds for the construction of a new Court Complex for,Provide funds for the construction of a new Court Complex for,Provide funds for the construction of a new Court Complex for
,,,,,,"the Circuit, General District and Juvenile and Domestic","the Circuit, General District and Juvenile and Domestic","the Circuit, General District and Juvenile and Domestic","the Circuit, General District and Juvenile and Domestic",
Account #,Account #,,,,,Relations courts based on a two-phased approach. Funding is,Relations courts based on a two-phased approach. Funding is,Relations courts based on a two-phased approach. Funding is,Relations courts based on a two-phased approach. Funding is,Relations courts based on a two-phased approach. Funding is
4000 10 3076,4000 10 3076,,,,,provided to correspond to stages of design and construction.,provided to correspond to stages of design and construction.,provided to correspond to stages of design and construction.,provided to correspond to stages of design and construction.,provided to correspond to stages of design and construction.
Customers Served,Customers Served,,,,,,,,,
Residents,v,Business,City Services,City Services,v,,,,,
Educational Community,Educational Community,Educational Community,Tourists/Visitors,Tourists/Visitors,,,,,,
,,,,,Financial Summary,Financial Summary,,,,
,,FY 2013,FY 2013,FY 2014,,FY 2015,FY 2016,FY 2017,FY 2018,TOTAL
FY 2014 Approved,FY 2014 Approved,,N/A,"26,433,382","26,433,382","3,109,600",0,0,0,"29,542,982"
FY 2013 Approved,FY 2013 Approved,,0,"26,433,382","26,433,382","3,109,600",0,0,N/A,"29,542,982"
Estimated Operating,Estimated Operating,,N/A,,0,0,0,0,0,0
Budget Impact,Budget Impact,,,,,,,,,
FY 2014 Anticipated Budget Distribution:,FY 2014 Anticipated Budget Distribution:,FY 2014 Anticipated Budget Distribution:,FY 2014 Anticipated Budget Distribution:,FY 2014 Anticipated Budget Distribution:,,,,,,
Planning / Design,Planning / Design,,,,0,,,,,
Acquisition / Relocation,Acquisition / Relocation,Acquisition / Relocation,,,0,,,,,
Site Improvements,Site Improvements,,,,0,Prior Capital Funding,Prior Capital Funding,,"92,166,181",
Construction,Construction,,,"26,433,382","26,433,382",FY 2014 Approved,FY 2014 Approved,,"26,433,382",
Inspections / Permits,Inspections / Permits,,,,0,Capital Share Remaining,Capital Share Remaining,,"3,109,600",
,,Total,,"26,433,382","26,433,382",Project Total,,,"121,709,163",
,,Property Address:,Property Address:,100 St. Paul's Boulevard,100 St. Paul's Boulevard,100 St. Paul's Boulevard,,,,
,,,,,,,"Safe, Healthy and Inclusive Communities CIP - 481","Safe, Healthy and Inclusive Communities CIP - 481","Safe, Healthy and Inclusive Communities CIP - 481","Safe, Healthy and Inclusive Communities CIP - 481"
